organizator;inn_organizatora;inn_primechanie;predmet;summa;data_publikacii;data_konca_priema;status;tip_procedury;sekciya;reestrovyy_nomer;okpd2;ssylka;zapros;centrobezhnyy_predmet;centro_priznak;centro_shum
"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ПЕРМСКОГО КРАЯ ""ГОРОДСКАЯ БОЛЬНИЦА АРХАНГЕЛА МИХАИЛА И ВСЕХ НЕБЕСНЫХ СИЛ""";5907042643;;Поставка компрессорных ингаляторов (небулайзер);21391 ₽;2023-06-30;2023-07-10;Архив;Электронный аукцион;44fz;0356500003223000235;;https://www.tektorg.ru/44-fz/procedures/8190553;компрессор+компрессорная;нет;;
"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""АЛМАЗ"" ИМЕНИ АКАДЕМИКА А.А.РАСПЛЕТИНА""";7712040285;;ТО установки компрессорной винтовой;НМЦ не установлена;2023-06-29;2023-07-07;Архив;Ценовой запрос;market;541135;33.12.29.900;https://www.tektorg.ru/market/procedures/8184852;компрессор+компрессорная;нет;;
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ИЖЕВСКИЙ ЭЛЕКТРОМЕХАНИЧЕСКИЙ ЗАВОД ""КУПОЛ""";1831083343;;Винтовой стационарный компрессорный агрегат;1699275.02 ₽;2023-06-22;2023-06-30;Архив;Ценовой запрос;market;536301;28.29.12.131;https://www.tektorg.ru/market/procedures/8105427;компрессор+компрессорная;нет;;
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РЖДСТРОЙ""";7708587205;;"Поставка расходных материалов для компрессорного оборудования для СМТ ""Стройиндустрия"" филиала АО ""РЖДстрой""";41760 ₽;2023-06-21;2023-06-30;Архив;Ценовой запрос;market;536929;13.96.16.190;https://www.tektorg.ru/market/procedures/8104296;компрессор+компрессорная;нет;;
ООО «УгутНефРесурс»;;нет в словаре площадки;Закупка ЗИП для компрессорной станции СДА-5\220;НМЦ не установлена;2023-06-20;2023-06-28;Отменён;Закупка малого объема;market;535539;29.32.30;https://www.tektorg.ru/market/procedures/8101459;компрессор+компрессорная;нет;;
"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ХАНТЫ-МАНСИЙСКОГО АВТОНОМНОГО ОКРУГА - ЮГРЫ ""СУРГУТСКИЙ ОКРУЖНОЙ КЛИНИЧЕСКИЙ ЦЕНТР ОХРАНЫ МАТЕРИНСТВА И ДЕТСТВА""";8602000806;;Поставка  медицинских  изделий  –   компрессорный ингалятор;93470 ₽;2023-06-19;2023-06-27;Архив;Электронный аукцион;44fz;0387200000323000076;26.60.13.110;https://www.tektorg.ru/44-fz/procedures/8099701;компрессор+компрессорная;нет;;
"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""СПЕЦИАЛЬНОЕ УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ ПРОТИВОПОЖАРНОЙ СЛУЖБЫ № 18 МИНИСТЕРСТВА РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ДЕЛАМ ГРАЖДАНСКОЙ ОБОРОНЫ, ЧРЕЗВЫЧАЙНЫМ СИТУАЦИЯМ И ЛИКВИДАЦИИ ПОСЛЕДСТВИЙ СТИХИЙНЫХ БЕДСТВИЙ""";2902029234;;Поставка компрессорного масла;129128 ₽;2023-06-15;2023-06-23;Архив;Электронный аукцион;44fz;0324100001623000010;;https://www.tektorg.ru/44-fz/procedures/8096163;компрессор+компрессорная;нет;;
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОНЦЕРН ""КАЛАШНИКОВ""";1832090230;;6236/724 Выполнение работ по монтажу и пусконаладке компрессорной станции сжатого воздуха на термическом участке в производственном здании инв. № 010052.;7040546.74 ₽;2023-06-15;2023-06-22;Архив;Запрос предложений;zakupki;ЗП3061263;;https://www.tektorg.ru/223-fz/procedures/8096032;компрессор+компрессорная;нет;;
"Акционерное общество ""Нижегородский Завод  70-летия Победы""";5259113339;;Выполнение работ по техническому обслуживанию и ремонту компрессорного оборудования;НМЦ не установлена;2023-06-05;2023-06-21;Архив;Ценовой запрос;market;528751;33.12.19.000;https://www.tektorg.ru/market/procedures/8082957;компрессор+компрессорная;нет;;
"Филиал ""Калининградская ТЭЦ-2"" Акционерного общества ""Интер РАО – Электрогенерация""";7704784450;;Масло компрессорное для Прегольской ТЭС;НМЦ не установлена;2023-05-11;2023-06-21;Архив;Ценовой запрос (с закрытыми ценами);market;516361;19.20.29.160;https://www.tektorg.ru/market/procedures/7912440;компрессор+компрессорная;нет;;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОМСКНЕФТЬ-СЕРВИС""";7022013599;;"79в- Труба насосно-компрессорная 60 б/у - 45,454 т; 48 б/у - 49,057 т; 60 б/у - 173,718 т (из них 34,518 т забитая АСПО);  73 б/у - 162,686 т (из них 90,519 т забито АСПО),  48 б/у - 40,077 т и пр. ТМЦ. местонахождение 1. г.Стрежевой, ул.Колтогорская, 63 НТС-Лидер 2. ТИП Вахского н.м.р 3. Томская область, Советское н.м.р., трубная база ЦТП 4. г. Нижневартовск, Склад №32 ООО ""Томскнефть-Сервис""».";НМЦ не установлена;2023-06-06;2023-06-20;Архив;Запрос предложений;sale/vitrine;ПИ306039;;https://www.tektorg.ru/sale/procedures/8083819;компрессор+компрессорная;нет;;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОМСКНЕФТЬ-СЕРВИС""";7022013599;;"82в-Труба насосно-компрессорная 73 б/у - 49,542 т; 89 б/у - 385,37 т;. местонахождение - ТИП Крапивинского н.м.р.";НМЦ не установлена;2023-06-06;2023-06-20;Архив;Запрос предложений;sale/vitrine;ПИ306044;;https://www.tektorg.ru/sale/procedures/8083817;компрессор+компрессорная;нет;;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОМСКНЕФТЬ-СЕРВИС""";7022013599;;"81в-Труба насосно-компрессорная 60 б/у - 267,364 т; 73 б/у - 138,943 т; 89 б/у - 138,894 т и пр. ТМЦ. местонахождение 1. п. Пионерный ТИП 2. г. Нижневартовск, Склад №32 ООО ""Томскнефть-Сервис"" (Окуневская БПО) 3. г. Стрежевой, Склад ООО ""ЭПУ-Сервис""».";НМЦ не установлена;2023-06-06;2023-06-20;Архив;Запрос предложений;sale/vitrine;ПИ306042;;https://www.tektorg.ru/sale/procedures/8083816;компрессор+компрессорная;нет;;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕР РАО-ЦЕНТР УПРАВЛЕНИЯ ЗАКУПКАМИ""";;нет в словаре площадки;207699 Запасные части к компрессорному оборудованию  для Верхнетагильской ГРЭС в 2023 году;3294345 ₽;2023-05-24;2023-06-20;Архив;Запрос предложений;interrao;ИР305387;28.13.32.110;https://www.tektorg.ru/inter_rao/procedures/8061705;компрессор+компрессорная;нет;;
