srok;zapros;nomer;data;inn_zakazchika;zakazchik;obekt;tip;inn_eo;ekspertnaya_org;vyvod;istochnik;istochnik_zakazchik
expired;воздуходувка;35-ТУ-01271-2018;19.02.2018;2631015563;"АО ""НЕВИННОМЫССКИЙ АЗОТ""";воздуходувку типа ТВ 80-1,2, поз. 506/1, эксплуатируемый в АО «Невинномысский Азот», цех №8 (ОПО III класса опасности, индекс отраслевой принадлежности-7);ТУ;7116025938;"ПАО ""НОРЭ""";соответствует;https://monitor-pb.ru/conclusion/35-%D0%A2%D0%A3-01271-2018;https://monitor-pb.ru/customer/2631015563
expired;воздуходувка;35-ТУ-02127-2018;21.03.2018;2631015563;"АО ""НЕВИННОМЫССКИЙ АЗОТ""";воздуходувка типа ТВ 200-1,25, поз. 506/3Ц, эксплуатируемый в АО «Невинномысский Азот», цех №8 (ОПО III класса опасности, индекс отраслевой принадлежности – 7);ТУ;7116025938;"ПАО ""НОРЭ""";соответствует;https://monitor-pb.ru/conclusion/35-%D0%A2%D0%A3-02127-2018;https://monitor-pb.ru/customer/2631015563
expired;воздуходувка;35-ТУ-02133-2018;22.03.2018;2631015563;"АО ""НЕВИННОМЫССКИЙ АЗОТ""";воздуходувку типа ТВ 80-1,25, поз. 506/1Ц, эксплуатируемый в АО «Невинномысский Азот», цех №8 (ОПО III класса опасности, индекс отраслевой принадлежности – 7);ТУ;7116025938;"ПАО ""НОРЭ""";соответствует;https://monitor-pb.ru/conclusion/35-%D0%A2%D0%A3-02133-2018;https://monitor-pb.ru/customer/2631015563
expired;воздуходувка;35-ТУ-06411-2017;14.09.2017;2631015563;"АО ""НЕВИННОМЫССКИЙ АЗОТ""";воздуходувку типа ТВ 80-1,2, поз. 506/3, эксплуатируемый в АО «Невинномысский Азот», цех №8 (ОПО III класс опасности, индекс отраслевой принадлежности-7).;ТУ;7116025938;"ПАО ""НОРЭ""";соответствует;https://monitor-pb.ru/conclusion/35-%D0%A2%D0%A3-06411-2017;https://monitor-pb.ru/customer/2631015563
expired;воздуходувка;35-ТУ-06413-2017;14.09.2017;2631015563;"АО ""НЕВИННОМЫССКИЙ АЗОТ""";воздуходувку типа ТВ 80-1,2, поз. 506/2, эксплуатируемый в АО «Невинномысский Азот», цех №8 (ОПО III класс опасности, индекс отраслевой принадлежности-7).;ТУ;7116025938;"ПАО ""НОРЭ""";соответствует;https://monitor-pb.ru/conclusion/35-%D0%A2%D0%A3-06413-2017;https://monitor-pb.ru/customer/2631015563
expired;воздуходувка;35-ТУ-06420-2017;15.09.2017;2631015563;"АО ""НЕВИННОМЫССКИЙ АЗОТ""";воздуходувку типа ТВ 80-1,2, поз. 506/4, эксплуатируемый в АО «Невинномысский Азот», цех №8 (ОПО III класс опасности, индекс отраслевой принадлежности-7);ТУ;7116025938;"ПАО ""НОРЭ""";соответствует;https://monitor-pb.ru/conclusion/35-%D0%A2%D0%A3-06420-2017;https://monitor-pb.ru/customer/2631015563
expired;воздуходувка;35-ТУ-06421-2017;15.09.2017;2631015563;"АО ""НЕВИННОМЫССКИЙ АЗОТ""";воздуходувку типа ТВ 80-1,2, поз. 506/5, эксплуатируемый в АО «Невинномысский Азот», цех №8 (ОПО III класс опасности, индекс отраслевой принадлежности-7);ТУ;7116025938;"ПАО ""НОРЭ""";соответствует;https://monitor-pb.ru/conclusion/35-%D0%A2%D0%A3-06421-2017;https://monitor-pb.ru/customer/2631015563
expired;воздуходувка;41-ТУ-04796-2019;04.02.2019;0277014204;"ПАО ""УФАОРГСИНТЕЗ""";Воздуходувка типа VHRG о442-4S, зав. №559004, тех. №206. 5/48, инв. № 4349 ПАО «Уфаоргсинтез», отделение 205, объект 202-205 Производство полиэтилена ПАО «Уфаоргсинтез»;ТУ;7701244745;"ООО ""ИНТЕРКОР РУС""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-04796-2019;https://monitor-pb.ru/customer/0277014204
expired;воздуходувка;41-ТУ-04819-2019;04.02.2019;0277014204;"ПАО ""УФАОРГСИНТЕЗ""";Воздуходувка типа VHRGX 0235-6, зав. №558990, тех. № Резерв 5/18, инв. № 65 ПАО «Уфаоргсинтез», отделение 204А, объект 202-205 Производство полиэтилена ПАО «Уфаоргсинтез»;ТУ;7701244745;"ООО ""ИНТЕРКОР РУС""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-04819-2019;https://monitor-pb.ru/customer/0277014204
expired;воздуходувка;41-ТУ-04835-2019;04.02.2019;0277014204;"ПАО ""УФАОРГСИНТЕЗ""";Воздуходувка типа VHRG 1865-4, зав. №559009, тех. №208. 5/48, инв. № 4344 ПАО «Уфаоргсинтез», отделение 205, объект 202-205 Производство полиэтилена ПАО «Уфаоргсинтез»;ТУ;7701244745;"ООО ""ИНТЕРКОР РУС""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-04835-2019;https://monitor-pb.ru/customer/0277014204
expired;воздуходувка;41-ТУ-04840-2019;04.02.2019;0277014204;"ПАО ""УФАОРГСИНТЕЗ""";Воздуходувка типа VHRG о442-4S, зав. №559011, тех. №211. 5/48, инв. № 4347 ПАО «Уфаоргсинтез», отделение 205, объект 202-205 Производство полиэтилена ПАО «Уфаоргсинтез»;ТУ;7701244745;"ООО ""ИНТЕРКОР РУС""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-04840-2019;https://monitor-pb.ru/customer/0277014204
expired;воздуходувка;41-ТУ-04844-2019;04.02.2019;0277014204;"ПАО ""УФАОРГСИНТЕЗ""";Воздуходувка типа VHRG о442-4S, зав. №559007, тех. №210. 5/48, инв. № 4346 ПАО «Уфаоргсинтез», отделение 205, объект 202-205 Производство полиэтилена ПАО «Уфаоргсинтез»;ТУ;7701244745;"ООО ""ИНТЕРКОР РУС""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-04844-2019;https://monitor-pb.ru/customer/0277014204
expired;воздуходувка;41-ТУ-04850-2019;04.02.2019;0277014204;"ПАО ""УФАОРГСИНТЕЗ""";Воздуходувка типа VHRG о442-4S, зав. №559008, тех. №209. 5/48, инв. № 4345 ПАО «Уфаоргсинтез», отделение 205, объект 202-205 Производство полиэтилена ПАО «Уфаоргсинтез»;ТУ;7701244745;"ООО ""ИНТЕРКОР РУС""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-04850-2019;https://monitor-pb.ru/customer/0277014204
expired;воздуходувка;41-ТУ-04886-2019;04.02.2019;0277014204;"ПАО ""УФАОРГСИНТЕЗ""";Воздуходувка типа VHRG о442-4S, зав. №559005, тех. №212. 5/48, инв. № 4348 ПАО «Уфаоргсинтез», отделение 205, объект 202-205 Производство полиэтилена ПАО «Уфаоргсинтез»;ТУ;7701244745;"ООО ""ИНТЕРКОР РУС""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-04886-2019;https://monitor-pb.ru/customer/0277014204
expired;воздуходувка;41-ТУ-12342-2019;19.03.2019;0277014204;"ПАО ""УФАОРГСИНТЕЗ""";Воздуходувка типа VHRG 1865-4, зав. №559010, тех. №207. 5/48, инв. № 4343 ПАО «Уфаоргсинтез», отделение 205, объект 202-205 Производство полиэтилена ПАО «Уфаоргсинтез»;ТУ;7701244745;"ООО ""ИНТЕРКОР РУС""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-12342-2019;https://monitor-pb.ru/customer/0277014204
expired;воздуходувка;68-ТУ-22082-2018;31.10.2018;4219000048;"АО  ""ЦОФ ""Абашевская""""";воздуходувка DT 90/552 инв.№6186 поз.№561, эксплуатируемая на опасном производственном объекте II класса опасности АО «ЦОФ «Абашевская»;ТУ;4218021912;"ООО ПТП ""СИБЭНЕРГОЧЕРМЕТ""";не в полной мере;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-22082-2018;https://monitor-pb.ru/customer/4219000048
expired;воздуходувка;11-ТУ-04145-2019;28.03.2019;7116000066;"АО ""НАК ""АЗОТ""";техническое устройство: воздуходувку ТВ-200-1,25, поз.102/5, эксплуатируемую в АО«НАК«Азот» цех УЖиГОП (ОПО I класса опасности, индекс отраслевой принадлежности-7).;ТУ;7116025938;"ПАО ""НОРЭ""";соответствует;https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-04145-2019;https://monitor-pb.ru/customer/7116000066
expired;воздуходувка;11-ТУ-04157-2019;28.03.2019;7116000066;"АО ""НАК ""АЗОТ""";техническое устройство: воздуходувку ТВ-200-1,4, поз.102/7, эксплуатируемую в АО«НАК«Азот» цех УЖиГОП (ОПО I класса опасности, индекс отраслевой принадлежности-7).;ТУ;7116025938;"ПАО ""НОРЭ""";соответствует;https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-04157-2019;https://monitor-pb.ru/customer/7116000066
expired;воздуходувка;11-ТУ-04169-2019;28.03.2019;7116000066;"АО ""НАК ""АЗОТ""";техническое устройство: воздуходувку ТВ-200-1,4, поз.102/8, эксплуатируемый в АО«НАК«Азот» цех УЖиГОП (ОПО I класса опасности, индекс отраслевой принадлежности-7).;ТУ;7116025938;"ПАО ""НОРЭ""";соответствует;https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-04169-2019;https://monitor-pb.ru/customer/7116000066
expired;воздуходувка;11-ТУ-04256-2019;29.03.2019;7116000066;"АО ""НАК ""АЗОТ""";техническое устройство: воздуходувку ТВ-200-1,25, поз.102/2, эксплуатируемую в АО«НАК«Азот» цех УЖиГОП (ОПО I класса опасности, индекс отраслевой принадлежности-7).;ТУ;7116025938;"ПАО ""НОРЭ""";соответствует;https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-04256-2019;https://monitor-pb.ru/customer/7116000066
expired;воздуходувка;11-ТУ-04298-2019;01.04.2019;7116000066;"АО ""НАК ""АЗОТ""";техническое устройство: воздуходувку ТВ-200-1,25, поз.102/3, эксплуатируемую в АО«НАК«Азот» цех УЖиГОП (ОПО I класса опасности, индекс отраслевой принадлежности-7).;ТУ;7116025938;"ПАО ""НОРЭ""";соответствует;https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-04298-2019;https://monitor-pb.ru/customer/7116000066
expired;воздуходувка;11-ТУ-04307-2019;01.04.2019;7116000066;"АО ""НАК ""АЗОТ""";техническое устройство: воздуходувку ТВ-200-1,25, поз.102/4, эксплуатируемую в АО«НАК«Азот» цех УЖиГОП (ОПО I класса опасности, индекс отраслевой принадлежности-7).;ТУ;7116025938;"ПАО ""НОРЭ""";соответствует;https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-04307-2019;https://monitor-pb.ru/customer/7116000066
expired;воздуходувка;41-ТУ-04788-2019;04.02.2019;0277014204;"ПАО ""УФАОРГСИНТЕЗ""";Воздуходувка типа VHRGX 0235-6, зав. №558984, тех. № ВI 5/18.3, инв. № 4335 ПАО «Уфаоргсинтез», отделение 204А, объект 202-205 Производство полиэтилена ПАО «Уфаоргсинтез»;ТУ;7701244745;"ООО ""ИНТЕРКОР РУС""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-04788-2019;https://monitor-pb.ru/customer/0277014204
expired;воздуходувка;41-ТУ-04803-2019;04.02.2019;0277014204;"ПАО ""УФАОРГСИНТЕЗ""";Воздуходувка типа VHRGX 0235-6, зав. №558989, тех. № ДII 5/18.8, инв. № 4341 ПАО «Уфаоргсинтез», отделение 204А, объект 202-205 Производство полиэтилена ПАО «Уфаоргсинтез»;ТУ;7701244745;"ООО ""ИНТЕРКОР РУС""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-04803-2019;https://monitor-pb.ru/customer/0277014204
expired;воздуходувка;41-ТУ-04823-2019;04.02.2019;0277014204;"ПАО ""УФАОРГСИНТЕЗ""";Воздуходувка типа VHRGX 0235-6, зав. №558991, тех. № ЕII 5/18.10, инв. № 9429 ПАО «Уфаоргсинтез», отделение 204А, объект 202-205 Производство полиэтилена ПАО «Уфаоргсинтез»;ТУ;7701244745;"ООО ""ИНТЕРКОР РУС""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-04823-2019;https://monitor-pb.ru/customer/0277014204
expired;воздуходувка;41-ТУ-04878-2019;04.02.2019;0277014204;"ПАО ""УФАОРГСИНТЕЗ""";Воздуходувка типа VHRGX 0235-6, зав. №558992, тех. № ЕI 5/18.9, инв. № 4342 ПАО «Уфаоргсинтез», отделение 204А, объект 202-205 Производство полиэтилена ПАО «Уфаоргсинтез»;ТУ;7701244745;"ООО ""ИНТЕРКОР РУС""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-04878-2019;https://monitor-pb.ru/customer/0277014204
expired;воздуходувка;41-ТУ-05123-2019;05.02.2019;0277014204;"ПАО ""УФАОРГСИНТЕЗ""";Воздуходувка типа VHRGX 0235-6, зав. №558986, тех. № СI 5/18.5, инв. № 4337 ПАО «Уфаоргсинтез», отделение 204А, объект 202-205 Производство полиэтилена ПАО «Уфаоргсинтез»;ТУ;7701244745;"ООО ""ИНТЕРКОР РУС""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-05123-2019;https://monitor-pb.ru/customer/0277014204
expired;воздуходувка;41-ТУ-05125-2019;05.02.2019;0277014204;"ПАО ""УФАОРГСИНТЕЗ""";Воздуходувка типа VHRGX 0235-6, зав. №558987, тех. № СII 5/18.6, инв. № 4339 ПАО «Уфаоргсинтез», отделение 204А, объект 202-205 Производство полиэтилена ПАО «Уфаоргсинтез»;ТУ;7701244745;"ООО ""ИНТЕРКОР РУС""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-05125-2019;https://monitor-pb.ru/customer/0277014204
expired;воздуходувка;41-ТУ-05129-2019;05.02.2019;0277014204;"ПАО ""УФАОРГСИНТЕЗ""";Воздуходувка типа VHRGX 0235-6, зав. №558985, тех. № ВII 5/18.4, инв. № 4336 ПАО «Уфаоргсинтез», отделение 204А, объект 202-205 Производство полиэтилена ПАО «Уфаоргсинтез»;ТУ;7701244745;"ООО ""ИНТЕРКОР РУС""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-05129-2019;https://monitor-pb.ru/customer/0277014204
expired;воздуходувка;41-ТУ-05449-2019;06.02.2019;0277014204;"ПАО ""УФАОРГСИНТЕЗ""";Воздуходувка типа VHRGX 0235-6, зав. №559983, тех. № АII 5/18.2, инв. № 4334 ПАО «Уфаоргсинтез», отделение 204А, объект 202-205 Производство полиэтилена ПАО «Уфаоргсинтез»;ТУ;7701244745;"ООО ""ИНТЕРКОР РУС""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-05449-2019;https://monitor-pb.ru/customer/0277014204
expired;воздуходувка;41-ТУ-05489-2019;06.02.2019;0277014204;"ПАО ""УФАОРГСИНТЕЗ""";Воздуходувка типа VHRGX 0235-6, зав. №558982, тех. №AI 5/18.1, инв. № 4332 ПАО «Уфаоргсинтез», отделение 204А, объект 202-205 Производство полиэтилена ПАО «Уфаоргсинтез»;ТУ;7701244745;"ООО ""ИНТЕРКОР РУС""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-05489-2019;https://monitor-pb.ru/customer/0277014204
expired;воздуходувка;41-ТУ-11107-2019;12.03.2019;0277014204;"ПАО ""УФАОРГСИНТЕЗ""";Воздуходувка типа Gla 13,6, зав. №346650, тех. №167. 5/40.1, инв. № 4326 ПАО «Уфаоргсинтез», отделение 205, объект 202-205 Производство полиэтилена ПАО «Уфаоргсинтез»;ТУ;7701244745;"ООО ""ИНТЕРКОР РУС""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-11107-2019;https://monitor-pb.ru/customer/0277014204
expired;воздуходувка;41-ТУ-13192-2019;22.03.2019;0277014204;"ПАО ""УФАОРГСИНТЕЗ""";Воздуходувка типа Gla 13,6, зав. №385910, тех. №125. 5/32.1, инв. № 4325 ПАО «Уфаоргсинтез», отделение 205, объект 202-205 Производство полиэтилена ПАО «Уфаоргсинтез»;ТУ;7701244745;"ООО ""ИНТЕРКОР РУС""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-13192-2019;https://monitor-pb.ru/customer/0277014204
expired;воздуходувка;48-ТУ-12604-2016;20.04.2016;5905018998;"АО ""СИБУР-ХИМПРОМ""";Воздуходувка SB 0140 D 2HO, зав. № BN 10048818003, поз. № 1-ГД-501 установка по подготовке стирола и расфасовке вспенивающегося полистирола АО «Сибур-Химпром»;ТУ;7709842345;"ООО ""БЕЗОПАСНОСТЬ В ПРОМЫШЛЕННОСТИ""";соответствует;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-12604-2016;https://monitor-pb.ru/customer/5905018998
expired;воздуходувка;51-ТУ-10267-2016;06.06.2016;6451122250;"ООО ""САРАТОВОРГСИНТЕЗ""";технические устройства, применяемые на опасном производственном объекте: Воздуходувка, тех. поз. V-305, рег.№ 867 зав.№ 61-205928-02, Цех ПЦН и ДЦС, ООО «Саратоворгсинтез», г. Саратов,;ТУ;6311115975;"ООО ""РАДЭКС""";соответствует;https://monitor-pb.ru/conclusion/51-%D0%A2%D0%A3-10267-2016;https://monitor-pb.ru/customer/6451122250
expired;воздуходувка;15-ТУ-11964-2016;19.07.2016;5044018861;"ЗАО ""ФЕРРЕРО РУССИЯ""";Воздуходувки Robuschi ROBOX ES 45/2V поз. № 1, № 2, № 3, применяемые на участке растаривания муки, принадлежащие ЗАО «Ферреро Руссия» с. Ворша Собинского района Владимирской области;ТУ;3328401520;"АО НПО ""ТЕХКРАНЭНЕРГО""";не в полной мере;https://monitor-pb.ru/conclusion/15-%D0%A2%D0%A3-11964-2016;https://monitor-pb.ru/customer/5044018861
expired;воздуходувка;17-ТУ-02718-2019;22.02.2019;4407006010;"ООО ""СВИСС КРОНО""";на техническое устройство, применяемое на опасном производственном объекте, воздуходувка S66LT/3P зав.№ 3692002, применяемое на участке подготовки сырой стружки цеха ДСП, принадлежащая ООО «СВИСС КРОНО».;ТУ;3328401520;"АО НПО ""ТЕХКРАНЭНЕРГО""";не в полной мере;https://monitor-pb.ru/conclusion/17-%D0%A2%D0%A3-02718-2019;https://monitor-pb.ru/customer/4407006010
expired;воздуходувка;35-ТУ-00649-2018;01.02.2018;2624022320;"ООО ""СТАВРОЛЕН""";«Центробежная воздуходувка, тех.поз.С8002В», применяемое на опасном производственном объекте: «Площадка цеха №1 “Пиролиза углеводородов нефти” производства пиролиза углеводородов нефти, очистки компримирования, разделения пирогаза»;ТУ;7725614297;"ООО ""Научно-технический центр Диапром""";соответствует;https://monitor-pb.ru/conclusion/35-%D0%A2%D0%A3-00649-2018;https://monitor-pb.ru/customer/2624022320
expired;воздуходувка;35-ТУ-00650-2018;01.02.2018;2624022320;"ООО ""СТАВРОЛЕН""";«Центробежная воздуходувка, тех.поз.С8003В», применяемое на опасном производственном объекте: «Площадка цеха №1 “Пиролиза углеводородов нефти” производства пиролиза углеводородов нефти, очистки компримирования, разделения пирогаза»;ТУ;7725614297;"ООО ""Научно-технический центр Диапром""";соответствует;https://monitor-pb.ru/conclusion/35-%D0%A2%D0%A3-00650-2018;https://monitor-pb.ru/customer/2624022320
expired;воздуходувка;35-ТУ-00651-2018;01.02.2018;2624022320;"ООО ""СТАВРОЛЕН""";«Центробежная воздуходувка, тех.поз.С8003А», применяемое на опасном производственном объекте: «Площадка цеха №1 “Пиролиза углеводородов нефти” производства пиролиза углеводородов нефти, очистки компримирования, разделения пирогаза»;ТУ;7725614297;"ООО ""Научно-технический центр Диапром""";соответствует;https://monitor-pb.ru/conclusion/35-%D0%A2%D0%A3-00651-2018;https://monitor-pb.ru/customer/2624022320
expired;воздуходувка;35-ТУ-03260-2018;21.05.2018;2624022320;"ООО ""СТАВРОЛЕН""";«Воздуходувка, тех. поз. К6571В», применяемое на опасном производственном объекте: «Площадка цеха №4 грануляции полиэтилена производства углеводородов, их соединений» рег.№А35-00154-0008, ООО «Ставролен»;ТУ;7725614297;"ООО ""Научно-технический центр Диапром""";соответствует;https://monitor-pb.ru/conclusion/35-%D0%A2%D0%A3-03260-2018;https://monitor-pb.ru/customer/2624022320
expired;воздуходувка;35-ТУ-03261-2018;21.05.2018;2624022320;"ООО ""СТАВРОЛЕН""";«Воздуходувка, тех. поз. К5557В», применяемое на опасном производственном объекте: «Площадка цеха №4 грануляции полиэтилена производства углеводородов, их соединений» рег.№А35-00154-0008, ООО «Ставролен»;ТУ;7725614297;"ООО ""Научно-технический центр Диапром""";соответствует;https://monitor-pb.ru/conclusion/35-%D0%A2%D0%A3-03261-2018;https://monitor-pb.ru/customer/2624022320
expired;воздуходувка;35-ТУ-03262-2018;21.05.2018;2624022320;"ООО ""СТАВРОЛЕН""";«Воздуходувка, тех. поз. К5602А», применяемое на опасном производственном объекте: «Площадка цеха №4 грануляции полиэтилена производства углеводородов, их соединений» рег.№А35-00154-0008, ООО «Ставролен»;ТУ;7725614297;"ООО ""Научно-технический центр Диапром""";соответствует;https://monitor-pb.ru/conclusion/35-%D0%A2%D0%A3-03262-2018;https://monitor-pb.ru/customer/2624022320
expired;воздуходувка;35-ТУ-03263-2018;21.05.2018;2624022320;"ООО ""СТАВРОЛЕН""";«Воздуходувка, тех. поз. К5602В», применяемое на опасном производственном объекте: «Площадка цеха №4 грануляции полиэтилена производства углеводородов, их соединений» рег.№А35-00154-0008, ООО «Ставролен»;ТУ;7725614297;"ООО ""Научно-технический центр Диапром""";соответствует;https://monitor-pb.ru/conclusion/35-%D0%A2%D0%A3-03263-2018;https://monitor-pb.ru/customer/2624022320
expired;воздуходувка;35-ТУ-03264-2018;21.05.2018;2624022320;"ООО ""СТАВРОЛЕН""";«Воздуходувка, тех. поз. К6571А», применяемое на опасном производственном объекте: «Площадка цеха №4 грануляции полиэтилена производства углеводородов, их соединений» рег.№А35-00154-0008, ООО «Ставролен»;ТУ;7725614297;"ООО ""Научно-технический центр Диапром""";соответствует;https://monitor-pb.ru/conclusion/35-%D0%A2%D0%A3-03264-2018;https://monitor-pb.ru/customer/2624022320
expired;воздуходувка;35-ТУ-03265-2018;21.05.2018;2624022320;"ООО ""СТАВРОЛЕН""";«Воздуходувка, тех. поз. К5532С», применяемое на опасном производственном объекте: «Площадка цеха №4 грануляции полиэтилена производства углеводородов, их соединений» рег.№А35-00154-0008, ООО «Ставролен»;ТУ;7725614297;"ООО ""Научно-технический центр Диапром""";соответствует;https://monitor-pb.ru/conclusion/35-%D0%A2%D0%A3-03265-2018;https://monitor-pb.ru/customer/2624022320
expired;воздуходувка;40-ТУ-02784-2016;29.06.2016;5249051203;"АО ""СИБУР-НЕФТЕХИМ""";Технологические трубопроводы: рег. № 53 «Трубопровод азотного газа», рег. № 60 «Трубопровод воздуха от воздуходувки», расположенные в цехе № 104 ПАКиЭ АО «Сибур-Нефтехим», (Нижегородская область, г. Дзержинск);ТУ;7705663200;"ООО ""НПП ""СПЕЦГЕОПАРК""";соответствует;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-02784-2016;https://monitor-pb.ru/customer/5249051203
expired;воздуходувка;43-ТУ-12767-2018;03.09.2018;1651000010;"ПАО ""НИЖНЕКАМСКНЕФТЕХИМ""";Воздуходувка марки ТВ-500-1,08, тех.поз. В-1-2 зав. № 59 цеха № 2509, завода по производству стирола и по-лиэфирных смол (СПС) ПАО «Нижнекамскнефтехим»;ТУ;3443919430;"ООО ""РЭЦ ""Альтернатива""";соответствует;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-12767-2018;https://monitor-pb.ru/customer/1651000010
expired;воздуходувка;43-ТУ-12775-2018;03.09.2018;1651000010;"ПАО ""НИЖНЕКАМСКНЕФТЕХИМ""";Воздуходувка марки ТВ-500-1,08, тех.поз. В-1-Р зав. № 80 цеха № 2509, завода по производству стирола и по-лиэфирных смол (СПС) ПАО «Нижнекамскнефтехим»,;ТУ;3443919430;"ООО ""РЭЦ ""Альтернатива""";соответствует;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-12775-2018;https://monitor-pb.ru/customer/1651000010
expired;воздуходувка;48-ТУ-12610-2016;20.04.2016;5905018998;"АО ""СИБУР-ХИМПРОМ""";Воздуходувка SB 0530 D 2HO-FA, зав. № BN 10076236001, поз. № 1-ГД-502 установка по подготовке стирола и расфасовке вспенивающегося полистирола АО «Сибур-Химпром»;ТУ;7709842345;"ООО ""БЕЗОПАСНОСТЬ В ПРОМЫШЛЕННОСТИ""";соответствует;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-12610-2016;https://monitor-pb.ru/customer/5905018998
expired;воздуходувка;48-ТУ-12617-2016;20.04.2016;5905018998;"АО ""СИБУР-ХИМПРОМ""";Воздуходувка SB 0530 D 2HO-FA, зав. № BN 10077097004 , поз. № 1-ГД-505 установка по подготовке стирола и расфасовке вспенивающегося полистирола АО «Сибур-Химпром»;ТУ;7709842345;"ООО ""БЕЗОПАСНОСТЬ В ПРОМЫШЛЕННОСТИ""";соответствует;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-12617-2016;https://monitor-pb.ru/customer/5905018998
expired;воздуходувка;57-ТУ-51120-2018;20.12.2018;7206025040;"ООО ""СИБУР Тобольск""";Воздуходувка поз. К-204, тип BO-R, зав. №79-492, ООО «СИБУР Тобольск», г. Тобольск, товарно-сырьевой цех (ТСЦ), отделение Б-1/2;ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-51120-2018;https://monitor-pb.ru/customer/7206025040
expired;воздуходувка;11-ТУ-03166-2017;11.04.2017;7116000066;"АО ""НАК ""АЗОТ""";техническое устройство: воздуходувка, поз.К-101В, инв.№1496301112, эксплуатируемую в АО «НАК» Азот» цех Карбамид-3(2-я очередь) (ОПО III класса опасности, индекс отраслевой принадлежности-7).;ТУ;7116025938;"ПАО ""НОРЭ""";соответствует;https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-03166-2017;https://monitor-pb.ru/customer/7116000066
expired;воздуходувка;11-ТУ-03167-2017;11.04.2017;7116000066;"АО ""НАК ""АЗОТ""";техническое устройство: воздуходувка, поз.К-101А, инв.№1496301111, эксплуатируемую в АО «НАК» Азот» цех Карбамид-3(2-я очередь) (ОПО III класса опасности, индекс отраслевой принадлежности-7).;ТУ;7116025938;"ПАО ""НОРЭ""";соответствует;https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-03167-2017;https://monitor-pb.ru/customer/7116000066
expired;воздуходувка;14-ТУ-06107-2017;06.07.2017;6829007922;"ООО ""ЗОЛОТАЯ НИВА"" (ИНН 6829007922)";газовое оборудование и газопровод воздуходувки AGH 20 в сети газопотребления № 1 Дуплято-Масловского отделения ООО «Золотая Нива» (рег. номер А14-02858-0002, III класс опасности).;ТУ;3122002949;"АО ""Агромаш""";соответствует;https://monitor-pb.ru/conclusion/14-%D0%A2%D0%A3-06107-2017;https://monitor-pb.ru/customer/6829007922
expired;воздуходувка;17-ТУ-22650-2018;11.12.2018;4407006010;"ООО ""СВИСС КРОНО""";на технические устройства, применяемые на опасном производственном объекте, воздуходувки GM 80L зав.№ 893239, GM 80L зав.№ 990383, применяемые в цехе ЦПД МДФ, принадлежащий ООО «СВИСС КРОНО»;ТУ;3328401520;"АО НПО ""ТЕХКРАНЭНЕРГО""";не в полной мере;https://monitor-pb.ru/conclusion/17-%D0%A2%D0%A3-22650-2018;https://monitor-pb.ru/customer/4407006010
