inn;predpriyatie;nomer;predmet;zakazchik;summa;data;stadiya;ssylka
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM30092500070 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM30092500070/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;Поставка торцовых уплотнений в 1 кв. 2027;;;;;https://www.roseltorg.ru/procedure/COM26092500028/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM26092500028 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM26092500028/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;Поставка торцовых уплотнений в 1 квартале 2026;;;;;https://www.roseltorg.ru/procedure/COM25092500151/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM25092500151 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM25092500151/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;Поставка ЗИП насосного оборудования в 1 кв. 2026 (Молдовахидромаш);;;;;https://www.roseltorg.ru/procedure/COM25092500150/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM25092500150 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM25092500150/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;Поставка ЗИП для насосного оборудования в 1 кв. 2026;;;;;https://www.roseltorg.ru/procedure/COM25092500148/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM25092500148 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM25092500148/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;Поставка рабочих колес для насосного оборудования в 1 кв. 2026;;;;;https://www.roseltorg.ru/procedure/COM25092500143/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM25092500143 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM25092500143/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;Поставка рабочих колес для насосного оборудования в 1 кв. 2026;;;;;https://www.roseltorg.ru/procedure/COM25092500139/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM25092500139 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM25092500139/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;Поставка ЗИП компрессорного оборудования в 1 кв. 2026 (HOWDEN);;;;;https://www.roseltorg.ru/procedure/COM24092500190/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM24092500190 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM24092500190/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;Поставка ЗИП к насосному оборудованию в 1 кв. 2026;;;;;https://www.roseltorg.ru/procedure/COM24092500171/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM24092500171 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM24092500171/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;"Приобретение насосной установки SHIMGE CA 1000 для нужд ООО ""ЛУКОЙЛ-Пермнефтеоргсинтез"" в январе 2026г.";;;;;https://www.roseltorg.ru/procedure/COM23092500104/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM23092500104 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM23092500104/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;приобретение устройств;;;;;https://www.roseltorg.ru/procedure/COM19092500071/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM19092500071 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM19092500071/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;Поставка весов крановых в 2026;;;;;https://www.roseltorg.ru/procedure/COM19092500061/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM19092500061 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM19092500061/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;приобретение жалюзийных устройств;;;;;https://www.roseltorg.ru/procedure/COM18092500097/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM18092500097 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM18092500097/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;Поставка крепежа в 2025;;;;;https://www.roseltorg.ru/procedure/COM18092500065/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM18092500065 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM18092500065/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;Поставка Фильтр маслосепаратора LeROI 2026 год;;;;;https://www.roseltorg.ru/procedure/COM17092500061/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM17092500061 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM17092500061/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;Поставка материалов лабораторных 2026 год;;;;;https://www.roseltorg.ru/procedure/COM12092500097/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM12092500097 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM12092500097/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;Поставка Конвектор Ballu BEC/EZMR-1500 НС-1055666 в 2025 году;;;;;https://www.roseltorg.ru/procedure/COM12092500028/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM12092500028 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM12092500028/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;Поставка электроинструмента 2026 год;;;;;https://www.roseltorg.ru/procedure/COM09092500169/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM09092500169 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM09092500169/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;Поставка ЗИП к электроинструменту 2026 год;;;;;https://www.roseltorg.ru/procedure/COM09092500168/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM09092500168 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM09092500168/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;Поставка инструмента на 2026г.;;;;;https://www.roseltorg.ru/procedure/COM09092500155/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM09092500155 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM09092500155/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;Поставка показывающих термометров в 2026 году;;;;;https://www.roseltorg.ru/procedure/COM08092500076/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM08092500076 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM08092500076/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;Поставка реле давления в 2026 году;;;;;https://www.roseltorg.ru/procedure/COM08092500073/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM08092500073 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM08092500073/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;приобретение ПГС, песка в 2026 году;;;;;https://www.roseltorg.ru/procedure/COM05092500007/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM05092500007 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM05092500007/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;приобретение щебеня в 2026 году;;;;;https://www.roseltorg.ru/procedure/COM05092500006/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM05092500006 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM05092500006/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;Поставка: Розетка Chenzhu CZBPS-B1 (12 шт.), Соединитель Chenzhu CZBPS-C-12.5 (48 шт.), Штекер Chenzhu CZBPS-F1 (12 шт.);;;;;https://www.roseltorg.ru/procedure/COM02092500087/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM02092500087 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM02092500087/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;приобретение Компрессора для закачки возд. баллонов;;;;;https://www.roseltorg.ru/procedure/COM01092500104/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM01092500104 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM01092500104/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;Поставка: Электронагреватель ТЭН Harvia ZSP-250;;;;;https://www.roseltorg.ru/procedure/COM01092500009/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM01092500009 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM01092500009/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;Поставка: Пост сигнализации 12-50-21271-АТХ.ОЛ6;;;;;https://www.roseltorg.ru/procedure/COM29082500034/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM29082500034 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM29082500034/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;Поставка: Щит управления клапанами CHU-OKL-4;;;;;https://www.roseltorg.ru/procedure/COM29082500021/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM29082500021 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM29082500021/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;Поставка: Ввод резерва БАВР о/л 510-21342-АТХ.ОЛ1 (Быстродействующий автоматический ввод резерва (БАВР) однофазный для установки в телекоммуникационную стойку 19”).;;;;;https://www.roseltorg.ru/procedure/COM29082500005/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM29082500005 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM29082500005/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;Закупка проволоки сварочной в 2026г;;;;;https://www.roseltorg.ru/procedure/COM25082500083/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM25082500083 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM25082500083/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;"Приобретение строительных материалов для ООО""ЛУКОЙЛ-Пермнефтеоргсинтез""";;;;;https://www.roseltorg.ru/procedure/COM25082500009/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM25082500009 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM25082500009/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;Поставка патрубков вентиляционных ПВ-500;;;;;https://www.roseltorg.ru/procedure/COM20082500018/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM20082500018 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM20082500018/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;Поставка Весов платформенных МАССА-К 4D-PM-10/10-1000-A (RUEW) в январе 2026 года.;;;;;https://www.roseltorg.ru/procedure/COM15082500069/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM15082500069 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM15082500069/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;Поставка Тележки грузовой для перевозки бочек КБ-350 в январе 2026 года.;;;;;https://www.roseltorg.ru/procedure/COM13082500044/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM13082500044 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM13082500044/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;Приобретение строительных материалов в 2026 году;;;;;https://www.roseltorg.ru/procedure/COM13082500021/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM13082500021 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM13082500021/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;Приобретение строительных материалов;;;;;https://www.roseltorg.ru/procedure/COM12082500022/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM12082500022 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM12082500022/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;Поставка знаков в 2026 январе и марте 2026 года;;;;;https://www.roseltorg.ru/procedure/COM11082500046/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM11082500046 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM11082500046/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;Поставка катализатора конверсии SO2 в SO3 на установку производства серной кислоты для доcыпки в контактный аппарат R-104, соответствующей требованиям Технического задания;;;;;https://www.roseltorg.ru/procedure/COM11082500029/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM11082500029 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM11082500029/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;Поставка крепежа в 2026 году;;;;;https://www.roseltorg.ru/procedure/COM11082500005/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM11082500005 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM11082500005/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;Поставка: Штырь заземления РЛПА.305177.004 в 2026 г.;;;;;https://www.roseltorg.ru/procedure/COM08082500059/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM08082500059 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM08082500059/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;Поставка: Выключатель кабель-тросовый КТВ-2М в 2026 г.;;;;;https://www.roseltorg.ru/procedure/COM08082500056/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM08082500056 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM08082500056/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;Поставка: Труба ПНД 25мм DKC 71725, 50м, Выключатель Rexant арт.36-2331-1, Выключатель Rexant клав. 250V, 36-2350-1, Предохранитель Betterfuse 613.2120, Предохранитель Littelfuse 0314012.НХР, Предохранитель Siba 179021.2, Проводник заземляющий П-550 УХЛ3.;;;;;https://www.roseltorg.ru/procedure/COM08082500054/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM08082500054 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM08082500054/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;Поставка: Ввод резерва БАВР о/л 510-21342-АТХ.ОЛ1;;;;;https://www.roseltorg.ru/procedure/COM08082500045/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM08082500045 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM08082500045/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;Приобретение РТИ шланги кислородные;;;;;https://www.roseltorg.ru/procedure/COM08082500017/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM08082500017 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM08082500017/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;приобретение резинотехнических пластин;;;;;https://www.roseltorg.ru/procedure/COM08082500005/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM08082500005 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM08082500005/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;Приобретение подшипников: Подшипник 6414 SKF 2 шт Кольцо FRM 160/12,5 FAG 2 шт Подшипник 22218 EK/C3 + H 318 SKF 1 шт Подшипник 34293DE/34478 TIMKEN 15 шт Подшипник 6317/C3 SKF 1 шт Подшипник 6320 C3 S1 SKF 1 шт Подшипник 7313 BECBM SKF 2 шт Подшипник 7316 BECBM SKF 2 шт Подшипник DODGE INS-SCM-215 ;;;;;https://www.roseltorg.ru/procedure/COM07082500042/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM07082500042 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM07082500042/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;Ткань фильтровальная полиэфирная;;;;;https://www.roseltorg.ru/procedure/COM06082500126/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM06082500126 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM06082500126/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;Приобретение подшипников : Подшипник 22218 EK/C3 + H 318 SKF 1 ШТ Подшипник 34293DE/34478 TIMKEN 1 ШТ Подшипник 7313 BECBM SKF 2 ШТ Подшипник DODGE INS-SCM-215 DODGE 1 ШТ;;;;;https://www.roseltorg.ru/procedure/COM06082500060/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM06082500060 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM06082500060/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;Поставка талей в соответствии с опросными листами для установки вакуумного фракционирования;;;;;https://www.roseltorg.ru/procedure/COM01082500057/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM01082500057 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM01082500057/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;Поставка кранов мостовых в соответствии с опросными листами для установки вакуумного фракционирования;;;;;https://www.roseltorg.ru/procedure/COM01082500052/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM01082500052 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM01082500052/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;Поставка тележек для ручной тали в соответствии с опросными листами для установки вакуумного фракционирования;;;;;https://www.roseltorg.ru/procedure/COM01082500050/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM01082500050 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM01082500050/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;Закупка железобетонных свай для УВФ;;;;;https://www.roseltorg.ru/procedure/COM01082500001/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM01082500001 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM01082500001/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;Поставка тележек для ручной тали в соответствии с опросными листами для установки вакуумного фракционирования;;;;;https://www.roseltorg.ru/procedure/COM31072500032/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM31072500032 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM31072500032/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;Поставка талей в соответствии с опросными листами для установки вакуумного фракционирования;;;;;https://www.roseltorg.ru/procedure/COM31072500029/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM31072500029 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM31072500029/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;Поставка кранов мостовых в соответствии с опросными листами для установки вакуумного фракционирования;;;;;https://www.roseltorg.ru/procedure/COM31072500028/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM31072500028 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM31072500028/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;Закупка пластины технической резиновой на 2026 год;;;;;https://www.roseltorg.ru/procedure/COM30072500050/3
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM30072500050 (Лот 3);;;;;https://www.roseltorg.ru/procedure/COM30072500050/3
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;Поставка фильтроэлементов PALL;;;;;https://www.roseltorg.ru/procedure/COM28072500025/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM28072500025 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM28072500025/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;Поставка фильтроэлементов FTC;;;;;https://www.roseltorg.ru/procedure/COM28072500017/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM28072500017 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM28072500017/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;Закупка ГСО и химических реактивов импортного производства;;;;;https://www.roseltorg.ru/procedure/COM23072500101/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM23072500101 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM23072500101/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;Закупка ГСО производства РАС GmbH;;;;;https://www.roseltorg.ru/procedure/COM23072500076/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM23072500076 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM23072500076/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;"Приобретение погружного насосного агрегата для КНС-603 в соответствии с ТЗ для нужд ООО ""ЛУКОЙЛ-Пермнефтеоргсинтез"" в марте 2026г.";;;;;https://www.roseltorg.ru/procedure/COM23072500041/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM23072500041 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM23072500041/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;приобретение компрессоров согласно ТЗ;;;;;https://www.roseltorg.ru/procedure/COM18072500076/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM18072500076 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM18072500076/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;Поставка щебня в 2025;;;;;https://www.roseltorg.ru/procedure/COM17072500030/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM17072500030 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM17072500030/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;Поставка в августе 2025 года Карабина пластиковый 4,5х2,5 см в количестве 300 шт.;;;;;https://www.roseltorg.ru/procedure/COM08072500060/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM08072500060 (Лот 1);;;;;https://www.roseltorg.ru/procedure/COM08072500060/1
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;Кислота лимонная пищевая ГОСТ 908-2004;;;;;https://www.roseltorg.ru/procedure/COM03072500009/3
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;COM03072500009 (Лот 3);;;;;https://www.roseltorg.ru/procedure/COM03072500009/3
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";;Поставка Кондиционеров и Сплит-системы в 2025;;;;;https://www.roseltorg.ru/procedure/COM01072500090/1
