inn;predpriyatie;zapros;zapros_slabyy;vsego_po_schetchiku;nomer;nazvanie;izobretateli;imya_v_citate;privyazka;citata;ssylka
1102024468;"ООО ""ГАЗПРОМ ТРАНСГАЗ УХТА""";ТРАНСГАЗ;;585;RU2801245C1;Устройство жидкостного охлаждения термоэлектрогенератора;Бородин Владислав Иванович, Лун-Фу Александр Викторович, Бубенчиков Михаил Алексеевич;;упоминание в тексте, патентообладатель не проверен;;https://patenton.ru/patent/RU2801245C1
1102024468;"ООО ""ГАЗПРОМ ТРАНСГАЗ УХТА""";ТРАНСГАЗ;;585;RU2804358C1;Способ удаления гидратных пробок в трубопроводах;Бородин Владислав Иванович, Лун-Фу Александр Викторович, Бубенчиков Михаил Алексеевич;;упоминание в тексте, патентообладатель не проверен;;https://patenton.ru/patent/RU2804358C1
1102024468;"ООО ""ГАЗПРОМ ТРАНСГАЗ УХТА""";ТРАНСГАЗ;;585;RU2809151C1;Способ разводороживания стальных изделий;Бородин Владислав Иванович, Лун-Фу Александр Викторович, Бубенчиков Михаил Алексеевич;;упоминание в тексте, патентообладатель не проверен;;https://patenton.ru/patent/RU2809151C1
1102024468;"ООО ""ГАЗПРОМ ТРАНСГАЗ УХТА""";ТРАНСГАЗ;;585;RU2339017C1;СПОСОБ ОПРЕДЕЛЕНИЯ ПРЕДЕЛА ТЕКУЧЕСТИ МАТЕРИАЛА;Кузьбожев Александр Сергеевич, Агиней Руслан Викторович, Попов Виктор Александрович, Смирнов Олег Викторович;;упоминание в тексте, патентообладатель не проверен;;https://patenton.ru/patent/RU2339017C1
1102024468;"ООО ""ГАЗПРОМ ТРАНСГАЗ УХТА""";ТРАНСГАЗ;;585;RU2343337C1;СПОСОБ ПРЕДОТВРАЩЕНИЯ РАЗВИТИЯ ДЕФЕКТОВ СТЕНОК ТРУБОПРОВОДОВ;Кузьбожев Александр Сергеевич, Агиней Руслан Викторович, Попов Виктор Александрович, Петровская Марина Николаевна;;упоминание в тексте, патентообладатель не проверен;;https://patenton.ru/patent/RU2343337C1
1102024468;"ООО ""ГАЗПРОМ ТРАНСГАЗ УХТА""";ТРАНСГАЗ;;585;RU2343338C1;СПОСОБ ОПРЕДЕЛЕНИЯ ПЛАСТИЧЕСКИХ СВОЙСТВ МЕТАЛЛА ТРУБОПРОВОДОВ;Кузьбожев Александр Сергеевич, Агиней Руслан Викторович, Попов Виктор Александрович, Смирнов Олег Викторович;;упоминание в тексте, патентообладатель не проверен;;https://patenton.ru/patent/RU2343338C1
1102024468;"ООО ""ГАЗПРОМ ТРАНСГАЗ УХТА""";ТРАНСГАЗ;;585;RU2820147C1;Способ работы электроприводного газоперекачивающего агрегата;Шевченко Андрей Валерьевич, Солошенков Кирилл Александрович, Матвеев Андрей Васильевич, Ломакин Алексей Александрович;;упоминание в тексте, патентообладатель не проверен;;https://patenton.ru/patent/RU2820147C1
1102024468;"ООО ""ГАЗПРОМ ТРАНСГАЗ УХТА""";ТРАНСГАЗ;;585;RU2682789C1;Электроприводной газоперекачивающий агрегат;Новиков Андрей Владимирович, Объедков Иван Семенович, Сярг Борис Альфетович, Лун-Фу Александр Викторович;;упоминание в тексте, патентообладатель не проверен;;https://patenton.ru/patent/RU2682789C1
1102024468;"ООО ""ГАЗПРОМ ТРАНСГАЗ УХТА""";ТРАНСГАЗ;;585;RU2667722C2;СПОСОБ ВЫРАБОТКИ ГАЗА ИЗ УСТРОЙСТВ ОЧИСТКИ ГАЗА И УСТРОЙСТВО ДЛЯ ЕГО ОСУЩЕСТВЛЕНИЯ;Григорчук Евгений Богданович;;упоминание в тексте, патентообладатель не проверен;;https://patenton.ru/patent/RU2667722C2
1102024468;"ООО ""ГАЗПРОМ ТРАНСГАЗ УХТА""";ТРАНСГАЗ;;585;RU2784017C1;Устройство для испытания насадка;Эков Андрей Анатольевич, Зырянов Геннадий Геннадьевич, Кечаев Евгений Петрович, Гляненко Евгений Витальевич, Кожемякин Сергей Сергеевич;;упоминание в тексте, патентообладатель не проверен;;https://patenton.ru/patent/RU2784017C1
1102024468;"ООО ""ГАЗПРОМ ТРАНСГАЗ УХТА""";ТРАНСГАЗ;;585;RU2672238C1;СПОСОБ ЦЕНТРОВКИ БЛОКА ДАТЧИКОВ МАГНИТНОГО ПОДВЕСА ЦЕНТРОБЕЖНОГО НАГНЕТАТЕЛЯ ГАЗОПЕРЕКАЧИВАЮЩЕГО АГРЕГАТА;Круть Евгений Владимирович;;упоминание в тексте, патентообладатель не проверен;;https://patenton.ru/patent/RU2672238C1
1102024468;"ООО ""ГАЗПРОМ ТРАНСГАЗ УХТА""";ТРАНСГАЗ;;585;RU2693956C1;СПОСОБ ВЫПОЛНЕНИЯ ИМПУЛЬСНОЙ ОБВЯЗКИ ТРУБОПРОВОДНОЙ АРМАТУРЫ НА КРАНОВЫХ УЗЛАХ, РАСПОЛОЖЕННЫХ В УСЛОВИЯХ ЗАБОЛОЧЕННОЙ МЕСТНОСТИ И ПОДВИЖНОГО ГРУНТА;Чекушин Александр Александрович;;упоминание в тексте, патентообладатель не проверен;;https://patenton.ru/patent/RU2693956C1
1102024468;"ООО ""ГАЗПРОМ ТРАНСГАЗ УХТА""";ТРАНСГАЗ;;585;RU2696611C1;СПОСОБ УВЕЛИЧЕНИЯ МЕХАНИЧЕСКОЙ ПРОЧНОСТИ ПОЛИЭТИЛЕНОВЫХ МУФТ;Иосифов Дмитрий Владимирович;;упоминание в тексте, патентообладатель не проверен;;https://patenton.ru/patent/RU2696611C1
1102024468;"ООО ""ГАЗПРОМ ТРАНСГАЗ УХТА""";ТРАНСГАЗ;;585;RU2700271C1;СПОСОБ ПОДЪЁМА ПРОВОДОВ НА ТРАВЕРСУ ЛИНИЙ ЭЛЕКТРОПЕРЕДАЧ И УСТРОЙСТВО ДЛЯ ЕГО ОСУЩЕСТВЛЕНИЯ;Дубинкин Владимир Алексеевич;;упоминание в тексте, патентообладатель не проверен;;https://patenton.ru/patent/RU2700271C1
1102054991;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА""";ПЕРЕРАБОТКА;;10000;RU2518781C1;СПОСОБ ОПРЕДЕЛЕНИЯ МЕСТА ОБРАЗОВАНИЯ ЗАКУПОРКИ В ТРУБОПРОВОДЕ;Волков Александр Алексеевич;;упоминание в тексте, патентообладатель не проверен;;https://patenton.ru/patent/RU2518781C1
1102054991;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА""";ПЕРЕРАБОТКА;;10000;RU2573883C2;УСТРОЙСТВО ДЛЯ ПРИГОТОВЛЕНИЯ МНОГОКОМПОНЕНТНЫХ ПОВЕРОЧНЫХ ГАЗОВЫХ СМЕСЕЙ;Мартыненко Юрий Алексеевич;;упоминание в тексте, патентообладатель не проверен;;https://patenton.ru/patent/RU2573883C2
1102054991;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА""";ПЕРЕРАБОТКА;;10000;RU2561317C2;УСТРОЙСТВО ДЛЯ ИЗМЕРЕНИЯ ОСЕВОГО БИЕНИЯ НАРУЖНОГО КОЛЬЦА ПОДШИПНИКА КАЧЕНИЯ;Дедюля Сергей Александрович;;упоминание в тексте, патентообладатель не проверен;;https://patenton.ru/patent/RU2561317C2
1102054991;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА""";ПЕРЕРАБОТКА;;10000;RU2561318C2;УСТРОЙСТВО ДЛЯ ИЗМЕРЕНИЯ РАДИАЛЬНОГО ЗАЗОРА В ПОДШИПНИКЕ КАЧЕНИЯ;Дедюля Сергей Александрович;;упоминание в тексте, патентообладатель не проверен;;https://patenton.ru/patent/RU2561318C2
1102054991;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА""";ПЕРЕРАБОТКА;;10000;RU2635952C2;СПОСОБ ПРЕДОТВРАЩЕНИЯ УТЕЧЕК ИЗ ФЛАНЦЕВЫХ СОЕДИНЕНИЙ ТРУБОПРОВОДОВ;Лёхин Максим Юрьевич;;упоминание в тексте, патентообладатель не проверен;;https://patenton.ru/patent/RU2635952C2
1102054991;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА""";ПЕРЕРАБОТКА;;10000;RU2797992C1;СЪЕМНИК ПОДШИПНИКА;Хафизов Сергей Димович;;упоминание в тексте, патентообладатель не проверен;;https://patenton.ru/patent/RU2797992C1
1102054991;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА""";ПЕРЕРАБОТКА;;10000;RU2515772C1;СПОСОБ ДЕМЕРКУРИЗАЦИИ ОТРАБОТАННЫХ ЛЮМИНЕСЦЕНТНЫХ ЛАМП;Герасименко Дмитрий Вячеславович;;упоминание в тексте, патентообладатель не проверен;производство. Недостатком известного способа является то, что данная технология не приспособлена к переработке грязных, битых ламп, так как вакуумная система может выйти из строя при наличии загрязняющих компонентов;https://patenton.ru/patent/RU2515772C1
1102054991;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА""";ПЕРЕРАБОТКА;;10000;RU2532907C2;СПОСОБ ПЕРЕРАБОТКИ ОТХОДОВ ПЕРЕРАБОТКИ НЕФТИ;Скейрс Джон;;упоминание в тексте, патентообладатель не проверен;относится изобретение Настоящее изобретение относится к способу переработки отходов переработки нефти и, в частности, к способу переработки таких отходов таким образом, чтобы извлечь из них полезные углеводородные;https://patenton.ru/patent/RU2532907C2
1102054991;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА""";ПЕРЕРАБОТКА;;10000;RU2643556C1;УСТРОЙСТВО ДЛЯ КРИОГЕННОГО ГРАНУЛИРОВАНИЯ ЖИДКОЙ СЕРЫ;Михайленко Сергей Анатольевич, Коньков Алексей Юрьевич, Мельниченко Андрей Викторович, Павлюковская Ольга Юрьевна, Афанасьев Игорь Павлович, Идиатулин Сергей Александрович, Сережников Алексей Петрович, Абайдулин Юрий Сергеевич, Чижов Андрей Валерьевич;;упоминание в тексте, патентообладатель не проверен;;https://patenton.ru/patent/RU2643556C1
1102054991;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА""";ПЕРЕРАБОТКА;;10000;SU354994A1;ПЕРЕРАБОТКИ БРЕВЕН;;;упоминание в тексте, патентообладатель не проверен;Изобретение относится к линиям для переработки бревен на .пиломатериалы с одновременным получением технологической щепы.Известна линия для переработки бревен, включающая механизм лодачи, комлевую, вершинную;https://patenton.ru/patent/SU354994A1
1102054991;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА""";ПЕРЕРАБОТКА;;10000;SU1733840A1;Способ переработки;Романов Владимир Иванович;;упоминание в тексте, патентообладатель не проверен;золота, находящегося в воде в растворенной форме.Наиболее близким к предлагаемому является способ переработки воды, включающий диспергирование воды через слой нагретой ртути с получением пара и шлама.Недостатком;https://patenton.ru/patent/SU1733840A1
1102054991;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА""";ПЕРЕРАБОТКА;;10000;RU2432400C2;ПЕРЕРАБОТКА БИОМАССЫ;Медофф Маршалл;1;упоминание в тексте, патентообладатель не проверен;ссылки. ОБЛАСТЬ ТЕХНИКИ, К КОТОРОЙ ОТНОСИТСЯ ДАННОЕ ИЗОБРЕТЕНИЕ Данное изобретение относится к переработке биомассы и к полученным из нее продуктам. УРОВЕНЬ ТЕХНИКИ Целлюлозные и лигноцеллюлозные материалы;https://patenton.ru/patent/RU2432400C2
1102054991;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА""";ПЕРЕРАБОТКА;;10000;RU2414822C2;ПЕРЕРАБОТКА МЯСА;Лолер Казимир И. Мл.;1;упоминание в тексте, патентообладатель не проверен;описан в патенте США 5964656, также включенном в данное описание путем ссылки. [0002] Первичная переработка скота осложняется рядом факторов. Мясокомбинаты обычно имеют пропускную способность, измеряемую;https://patenton.ru/patent/RU2414822C2
1102054991;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА""";ПЕРЕРАБОТКА;;10000;RU2560426C2;ПЕРЕРАБОТКА БИОМАССЫ;Медофф Маршалл;1;упоминание в тексте, патентообладатель не проверен;ТЕХНИЧЕСКАЯ ОБЛАСТЬ Это изобретение относится к переработке биомассы, к композициям, включающим сахаридные элементы, организованные в молекулярную цепь, к способам получения аминокислот или антибиотиков;https://patenton.ru/patent/RU2560426C2
1102054991;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА""";ПЕРЕРАБОТКА;;10000;RU2626541C2;ПЕРЕРАБОТКА БИОМАССЫ;Медофф Маршалл;1;упоминание в тексте, патентообладатель не проверен;ТЕХНИЧЕСКАЯ ОБЛАСТЬЭто изобретение относится к переработке биомассы, к композициям, включающим сахаридные элементы, организованные в молекулярную цепь, к способам получения аминокислот или антибиотиков;https://patenton.ru/patent/RU2626541C2
1102054991;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА""";ПЕРЕРАБОТКА;;10000;RU2632486C1;ПЕРЕРАБОТКА БИОМАССЫ;Медофф Маршалл;1;упоминание в тексте, патентообладатель не проверен;ТЕХНИЧЕСКАЯ ОБЛАСТЬИзобретение относится к переработке биомассы, к композициям, включающим сахаридные элементы, организованные в молекулярную цепь, к способам получения аминокислот или антибиотиков, к;https://patenton.ru/patent/RU2632486C1
1102054991;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА""";ПЕРЕРАБОТКА;;10000;RU2636399C1;ПЕРЕРАБОТКА БИОМАССЫ;Медофф Маршалл;1;упоминание в тексте, патентообладатель не проверен;ТЕХНИЧЕСКАЯ ОБЛАСТЬЭто изобретение относится к переработке биомассы, к композициям, включающим сахаридные элементы, организованные в молекулярную цепь, к способам получения аминокислот или антибиотиков;https://patenton.ru/patent/RU2636399C1
1102054991;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА""";ПЕРЕРАБОТКА;;10000;RU2649370C2;ПЕРЕРАБОТКА БИОМАССЫ;Медофф Маршалл;1;упоминание в тексте, патентообладатель не проверен;Это изобретение относится к переработке биомассы, к композициям, включающим сахаридные элементы, организованные в молекулярную цепь, к способам получения аминокислот или антибиотиков, к способам получения;https://patenton.ru/patent/RU2649370C2
1102054991;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА""";ПЕРЕРАБОТКА;;10000;RU2649366C1;ПЕРЕРАБОТКА БИОМАССЫ;Медофф Маршалл;1;упоминание в тексте, патентообладатель не проверен;Это изобретение относится к переработке биомассы, к композициям, включающим сахаридные элементы, организованные в молекулярную цепь, к способам получения аминокислот или антибиотиков, к способам получения;https://patenton.ru/patent/RU2649366C1
1102054991;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА""";ПЕРЕРАБОТКА;;10000;RU2678806C1;ПЕРЕРАБОТКА БИОМАССЫ;Медофф Маршалл;1;упоминание в тексте, патентообладатель не проверен;ТЕХНИЧЕСКАЯ ОБЛАСТЬЭто изобретение относится к переработке биомассы, к композициям, включающим сахаридные элементы, организованные в молекулярную цепь, к способам получения аминокислот или антибиотиков;https://patenton.ru/patent/RU2678806C1
1102054991;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА""";ПЕРЕРАБОТКА;;10000;RU2784669C2;ПЕРЕРАБОТКА МАСЛА;Майворм, Михаэль, Тарнов, Армин Виллем-Фридрих Германн;1;упоминание в тексте, патентообладатель не проверен;MCPD и глицидиловые эфиры возникают в результате воздействия на масло высоких температур во время переработки , в частности, во время дезодорации. С целью понимания механизма формирования, смягчения и уменьшения;https://patenton.ru/patent/RU2784669C2
1102054991;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА""";ПЕРЕРАБОТКА;;10000;RU2812109C2;ПЕРЕРАБОТКА МАСЛА;Тарнов, Армин Виллем-Фридрих Германн, Вилас Эгилета, Игнасио, Брюзе, Фальк, Ван Россум, Гейсбертус Йоханнес;1;упоминание в тексте, патентообладатель не проверен;глицидиловые эфиры (GE) возникают в результате воздействия на масло высоких температур во время переработки , в частности во время дезодорации.С целью понимания механизма формирования, смягчения и уменьшения;https://patenton.ru/patent/RU2812109C2
1102054991;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА""";ПЕРЕРАБОТКА;;10000;RU2814060C2;СПОСОБ ПЕРЕРАБОТКИ;Уолкер, Адам, Рейд, Джошуа Е.С., Хауру, Лаури;;упоминание в тексте, патентообладатель не проверен;на то, что разработаны способы переработки для превращения указанных пластиковых отходов в новые производственные материалы, некоторые проблемы, связанные с переработкой пластмасс, все еще существуют.Пластмассы;https://patenton.ru/patent/RU2814060C2
1102054991;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА""";ПЕРЕРАБОТКА;;10000;RU2805499C2;ПЕРЕРАБОТКА ОСТАТКОВ;Бинневельд, Эдуардус, Теодорус, Корнелис, Стихтер, Хендрик, Нараян, Раджив, Чинтакунта, Ганеш;1;упоминание в тексте, патентообладатель не проверен;;https://patenton.ru/patent/RU2805499C2
1102054991;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА""";ПЕРЕРАБОТКА;;10000;RU2561954C2;СПОСОБ ВСКРЫТИЯ УЧАСТКА ТРУБОПРОВОДА;Чувилин Валерий Викторович, Гумеров Рустэм Фларитович, Мирошников Виктор Александрович;;упоминание в тексте, патентообладатель не проверен;;https://patenton.ru/patent/RU2561954C2
1102054991;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА""";ПЕРЕРАБОТКА;;10000;RU2613518C1;СПОСОБ ДЕЭТАНИЗАЦИИ ПАРАФИНИСТОГО КОНДЕНСАТА;Афанасьев Игорь Павлович, Ишмурзин Айрат Вильсурович, Касперович Александр Геннадьевич, Обухов Олег Евгеньевич, Мальцев Алексей Александрович, Солодов Павел Александрович;;упоминание в тексте, патентообладатель не проверен;жидкие углеводороды, из которых при технологических параметрах подготовки, транспорта, хранения и переработки выделяются твердые парафины.Вероятность выделения твердых парафинов зависит от их содержания в;https://patenton.ru/patent/RU2613518C1
1102054991;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА""";ПЕРЕРАБОТКА;;10000;RU2591073C2;ТЕХНОЛОГИЧЕСКИЙ КОМПЛЕКС ДЛЯ ВСКРЫТИЯ УЧАСТКА ПОДЗЕМНОГО ТРУБОПРОВОДА;Чувилин Валерий Викторович, Гумеров Рустэм Фларитович, Мирошников Виктор Александрович;;упоминание в тексте, патентообладатель не проверен;;https://patenton.ru/patent/RU2591073C2
1102054991;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА""";ПЕРЕРАБОТКА;;10000;RU2102149C1;СПОСОБ ПЕРЕРАБОТКИ МАТЕРИАЛОВ И МЕЛЬНИЦА ДЛЯ ПЕРЕРАБОТКИ МАТЕРИАЛОВ;;;упоминание в тексте, патентообладатель не проверен;использовано при измельчении рудного и нерудного сырья. Известен способ переработки материалов, осуществляемый в мельнице для переработки материалов [1] включающий подачу исходного материала с водой в кольцеобразную;https://patenton.ru/patent/RU2102149C1
1102054991;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА""";ПЕРЕРАБОТКА;;10000;RU2016657C1;СПОСОБ ПЕРЕРАБОТКИ МАТЕРИАЛОВ И МЕЛЬНИЦА ДЛЯ ПЕРЕРАБОТКИ МАТЕРИАЛОВ;Злобин Михаил Николаевич, Злобин Андрей Михайлович, Злобин Евгений Михайлович;;упоминание в тексте, патентообладатель не проверен;материалов, и может быть использовано при измельчении рудного и нерудного сырья. Известен способ переработки материалов, осуществляемый в истирающих мельницах [1], включающий подачу исходного материала с;https://patenton.ru/patent/RU2016657C1
1102054991;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА""";ПЕРЕРАБОТКА;;10000;RU2743698C1;СПОСОБ ПЕРЕРАБОТКИ НЕПРЕВРАЩЕННЫХ ОСТАТКОВ ПЕРЕРАБОТКИ НЕФТИ;Карпов Николай Владимирович, Вахромов Николай Николаевич, Дутлов Эдуард Валентинович, Пискунов Александр Васильевич, Бубнов Максим Александрович, Гудкевич Игорь Владимирович, Борисанов Дмитрий Владимирович;;упоминание в тексте, патентообладатель не проверен;конкретно к способу переработки непревращенных остатков переработки нефти.Наиболее близким к заявляемому изобретению является способ переработки непревращенных остатков переработки нефти, где непревращенный;https://patenton.ru/patent/RU2743698C1
1102057865;"ООО  ""ЛУКОЙЛ-УНП""";ЛУКОЙЛ-УНП;1;349;RU2147030C1;"ПАКЕТ ПРИСАДОК "" ЛУКОЙЛ "" К МОТОРНЫМ МАСЛАМ ДЛЯ ДИЗЕЛЬНЫХ ДВИГАТЕЛЕЙ ВНУТРЕННЕГО СГОРАНИЯ И СПОСОБ ЕГО ПРИГОТОВЛЕНИЯ";Задко И.И., Ермолаев М.В., Виппер А.Б., Баженов В.П., Чурзин А.Н., Олейник Ж.Я., Морошкин Ю.Г., Попов В.Н., Золотов В.А.;1;упоминание в тексте, патентообладатель не проверен;"Изобретение относится к области нефтепереработки, а именно к пакету присадок "" ЛУКОЙЛ "" к моторным маслам для дизельных двигателей внутреннего сгорания и способу его приготовления, и может быть использовано";https://patenton.ru/patent/RU2147030C1
1102057865;"ООО  ""ЛУКОЙЛ-УНП""";ЛУКОЙЛ-УНП;1;349;RU2096350C1;СПОСОБ ОБЕЗЗАРАЖИВАНИЯ ОСАДКОВ СТОЧНЫХ ВОД;Хлуденев А.Г., Рябчиков Н.М., Мошев Е.Р., Калинин Н.Ф., Словиков В.С.;;упоминание в тексте, патентообладатель не проверен;;https://patenton.ru/patent/RU2096350C1
1102057865;"ООО  ""ЛУКОЙЛ-УНП""";ЛУКОЙЛ-УНП;1;349;RU2137812C1;ТОПЛИВНАЯ КОМПОЗИЦИЯ;Усакова Н.А., Зязин В.А., Задко И.И., Емельянов В.Е., Демина Л.В.;;упоминание в тексте, патентообладатель не проверен;;https://patenton.ru/patent/RU2137812C1
1102057865;"ООО  ""ЛУКОЙЛ-УНП""";ЛУКОЙЛ-УНП;1;349;RU2641327C2;СПОСОБ И УСТРОЙСТВО ДЛЯ ПРИГОТОВЛЕНИЯ ЦИЛИНДРОВОГО МАСЛА;Клауссен Штефан, Тидейц Ян;;упоминание в тексте, патентообладатель не проверен;;https://patenton.ru/patent/RU2641327C2
1102057865;"ООО  ""ЛУКОЙЛ-УНП""";ЛУКОЙЛ-УНП;1;349;RU2715075C2;СПОСОБ И УСТРОЙСТВО ДЛЯ ПРИГОТОВЛЕНИЯ ЦИЛИНДРОВОГО МАСЛА;Клауссен Штефан, Тидейц Ян;;упоминание в тексте, патентообладатель не проверен;;https://patenton.ru/patent/RU2715075C2
1102057865;"ООО  ""ЛУКОЙЛ-УНП""";ЛУКОЙЛ-УНП;1;349;RU2126032C1;ТОПЛИВНАЯ КОМПОЗИЦИЯ;Задко И.И., Баженов В.П., Ермолаев М.В., Данилов А.М., Митусова Т.Н., Окнина Н.Г.;;упоминание в тексте, патентообладатель не проверен;;https://patenton.ru/patent/RU2126032C1
1102057865;"ООО  ""ЛУКОЙЛ-УНП""";ЛУКОЙЛ-УНП;1;349;RU2102434C1;СПОСОБ ПЕРЕРАБОТКИ НЕФТЯНОГО СЫРЬЯ;Дуросов В.М., Гольдштейн Ю.М., Фомин В.Ф., Пилипенко И.Б., Климов А.С., Ходырев А.А., Андреев В.С., Воронин В.А.;;упоминание в тексте, патентообладатель не проверен;;https://patenton.ru/patent/RU2102434C1
1102057865;"ООО  ""ЛУКОЙЛ-УНП""";ЛУКОЙЛ-УНП;1;349;RU2124037C1;СПОСОБ ПОЛУЧЕНИЯ ИЗОТРОПНОГО КОКСА;Запорин В.П., Сухов С.В., Валявин Г.Г., Ходырев А.А., Морошкин Ю.Г., Андреев В.С., Воронин В.А., Слепокуров И.И.;;упоминание в тексте, патентообладатель не проверен;;https://patenton.ru/patent/RU2124037C1
1102057865;"ООО  ""ЛУКОЙЛ-УНП""";ЛУКОЙЛ-УНП;1;349;RU2124549C1;СПОСОБ ПОЛУЧЕНИЯ НЕФТЯНОГО СЫРЬЯ ДЛЯ ПРОИЗВОДСТВА УГЛЕРОДНЫХ МАТЕРИАЛОВ;Сурков В.А., Гольдштейн Ю.М., Фомин В.Ф., Пилипенко И.Б., Савидов В.Г., Ходырев А.А., Андреев В.С., Воронин В.А., Слепокуров И.И.;;упоминание в тексте, патентообладатель не проверен;;https://patenton.ru/patent/RU2124549C1
1102057865;"ООО  ""ЛУКОЙЛ-УНП""";ЛУКОЙЛ-УНП;1;349;RU2203932C1;"СПОСОБ ПРИГОТОВЛЕНИЯ ПАКЕТА ПРИСАДОК К МОТОРНЫМ МАСЛАМ ДЛЯ ДВИГАТЕЛЕЙ ВНУТРЕННЕГО СГОРАНИЯ И ПАКЕТ ПРИСАДОК "" ЛУКОЙЛ "", ПОЛУЧЕННЫЙ ЭТИМ СПОСОБОМ";Задко И.И., Ермолаев М.В., Виппер А.Б., Чурзин А.Н., Олейник Ж.Я., Морошкин Ю.Г.;1;упоминание в тексте, патентообладатель не проверен;"приготовления пакета присадок к моторным маслам для двигателей внутреннего сгорания и пакету присадок "" ЛУКОЙЛ "", полученному этим способом, и может быть использовано для производства моторных масел для автотракторной";https://patenton.ru/patent/RU2203932C1
1102057865;"ООО  ""ЛУКОЙЛ-УНП""";ЛУКОЙЛ-УНП;1;349;RU2534816C2;ШТАММ Rhodococcus erythropolis ДЛЯ ОЧИСТКИ ВОДЫ И ДОННЫХ ОТЛОЖЕНИЙ ОТ НЕФТИ И НЕФТЕПРОДУКТОВ;Заикин Игорь Алексеевич, Чиковани Марина Анатольевна, Кравченко Валерий Валентинович, Щемелинина Татьяна Николаевна, Маркарова Мария Юрьевна;;упоминание в тексте, патентообладатель не проверен;;https://patenton.ru/patent/RU2534816C2
1102057865;"ООО  ""ЛУКОЙЛ-УНП""";ЛУКОЙЛ-УНП;1;349;RU2553335C2;ШТАММ Microbacterium species ДЛЯ ОЧИСТКИ СОЛОНОВАТОВОДНЫХ И МОРСКИХ ЭКОСИСТЕМ ОТ НЕФТИ И НЕФТЕПРОДУКТОВ;Маркарова Мария Юрьевна, Щемелинина Татьяна Николаевна, Заикин Игорь Алексеевич, Чиковани Марина Анатольевна, Кравченко Валерий Валентинович;;упоминание в тексте, патентообладатель не проверен;;https://patenton.ru/patent/RU2553335C2
1102057865;"ООО  ""ЛУКОЙЛ-УНП""";ЛУКОЙЛ-УНП;1;349;RU2786182C1;Способ обработки буровых растворов для повышения их микробиологической устойчивости;Некрасова Ирина Леонидовна, Хвощин Павел Александрович, Казаков Дмитрий Александрович, Гаршина Ольга Владимировна, Предеин Андрей Александрович;;упоминание в тексте, патентообладатель не проверен;;https://patenton.ru/patent/RU2786182C1
1102057865;"ООО  ""ЛУКОЙЛ-УНП""";ЛУКОЙЛ-УНП;1;349;RU2404139C2;БИОПРЕПАРАТ ДЛЯ ОЧИСТКИ МОРСКОЙ ВОДЫ ОТ НЕФТИ;Куликова Ирина Юрьевна, Дзержинская Ирина Станиславовна;1;упоминание в тексте, патентообладатель не проверен;использованы 20-литровые сосуды, содержащие 15 литров морской воды, отобранной на лицензионном участке ООО « Лукойл -Нижневолжскнефть» Северного Каспия, в которые вносили 1% (по объему) сырой каспийской нефти. В результате;https://patenton.ru/patent/RU2404139C2
1102057865;"ООО  ""ЛУКОЙЛ-УНП""";ЛУКОЙЛ-УНП;1;349;RU2574256C1;СПОСОБ ПОЛУЧЕНИЯ ФТОРИДА КАЛЬЦИЯ;Теляшев Раушан Гумерович, Обрывалина Анна Николаевна, Овчаров Александр Александрович, Енгулатова Валентина Павловна, Коваленко Алексей Николаевич, Карпов Николай Владимирович, Васильев Герман Григорьевич, Накипова Ирина Григорьевна;;упоминание в тексте, патентообладатель не проверен;;https://patenton.ru/patent/RU2574256C1
