inn;chem_dokazano;ssylka;citata_golova;sreda_bylo;sreda_po_stroke;pochemu
4823006703;заключение ЭПБ № 13-ТУ-06687-2016;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-06687-2016;Паровая турбина АКВ-18 с компрессором К-3000-61-1 № 5, инв. № 90278, площадка кислородной станции № 1 кислородного цеха;газ или иная среда;vozduh;слово машины: «кислородной станци»
4823006703;заключение ЭПБ № 13-ТУ-15371-2017;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-15371-2017;Турбокомпрессор К-3000-61-1, инв. № 45682, ст. № 6, Площадка кислородной станции № 1 кислородного цеха;газ или иная среда;vozduh;слово машины: «кислородной станци»
4823006703;заключение ЭПБ № 13-ТУ-10049-2024;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-10049-2024;Турбокомпрессор К-3000-61-1, ст. №4, инв. №77981, Кислородного цеха;газ или иная среда;ne_ustanovleno;в голове цитаты слов среды нет
4823006703;заключение ЭПБ № 13-ТУ-02660-2020;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-02660-2020;Турбокомпрессор К-3000-61-1, ст. № 4, инв. № 77981, площадка воздухоразделительных установок № 1 кислородного цеха;газ или иная среда;vozduh;слово машины: «воздух»
4823006703;заключение ЭПБ № 13-ТУ-20282-2023;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-20282-2023;Турбокомпрессор К-3000-61-1, инв. №90278, ст. №5, Кислородного цеха;газ или иная среда;ne_ustanovleno;в голове цитаты слов среды нет
4823006703;заключение ЭПБ № 13-ТУ-03626-2021;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-03626-2021;Турбокомпрессор К-3000-61-1, инв. № 77981, ст. № 4, площадка воздухоразделительных установок № 1 кислородного цеха;газ или иная среда;vozduh;слово машины: «воздух»
4823006703;заключение ЭПБ № 13-ТУ-06665-2022;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-06665-2022;паровая турбина АКВ-18 с компрессором К-3000-61-1 № 4 инв. № 77981 площадки воздухоразделительных установок № 1 кислород;газ или иная среда;vozduh;слово машины: «воздух»
4823006703;заключение ЭПБ № 13-ТУ-06272-2023;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-06272-2023;Паровая турбина К-22-90-2 зав. № 10830 с компрессором К-3000-61-1 ст. № 3, зав. № 4152 инв. № 77985, площадка воздухораз;газ или иная среда;vozduh;слово машины: «воздух»
4823006703;заключение ЭПБ № 13-ТУ-02132-2015;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-02132-2015;Турбокомпрессорный агрегат, инв. № 77985, ст. № 3, состоящий из паровой турбины ВКВ-22-1, зав. № 543 и компрессора К-300;газ или иная среда;ne_ustanovleno;в голове цитаты слов среды нет
4823006703;заключение ЭПБ № 13-ТУ-14535-2014;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-14535-2014;турбокомпрессорный агрегат, инв. № 45682, ст. № 6, состоящий из паровой турбины ВКВ-22-1, зав. № 648, и компрессора К-30;газ или иная среда;ne_ustanovleno;в голове цитаты слов среды нет
4823006703;заключение ЭПБ № 13-ТУ-12842-2016;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-12842-2016;Воздушный компрессор К-3000-63-1 инв.№17499 ст.№1;воздух;ne_ustanovleno;в голове цитаты слов среды нет
4823006703;заключение ЭПБ № 13-ТУ-22668-2024;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-22668-2024;Воздушный компрессор К-3000-63-1 ст. № 1, инв. №17499, Кислородного цеха;газ или иная среда;ne_ustanovleno;в голове цитаты слов среды нет
4823006703;заключение ЭПБ № 48-ТУ-671168-2026;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-671168-2026;Кислородный цех- воздушный компрессор К-3000-63-1 ст.№2, инв.№18183;газ или иная среда;ne_ustanovleno;в голове цитаты слов среды нет
4823006703;заключение ЭПБ № 48-ТУ-680023-2026;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-680023-2026;Кислородный цех- воздушный компрессор К-3000-63-1 ст.№3, инв.№65638;газ или иная среда;ne_ustanovleno;в голове цитаты слов среды нет
4823006703;заключение ЭПБ № 13-ТУ-13621-2017;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-13621-2017;Воздушный компрессор К-3000-63-1 ст. № 4 инв. № 200077 площадка кислородной станции № 2;газ или иная среда;vozduh;слово машины: «кислородной станци»
4823006703;заключение ЭПБ № 13-ТУ-01500-2016;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-01500-2016;Воздушный компрессор К-3000-63-1, инв. № 18183, СТ. № 2, площадка кислородной станции № 2 кислородного цеха;газ или иная среда;vozduh;слово машины: «кислородной станци»
4823006703;заключение ЭПБ № 13-ТУ-18367-2020;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-18367-2020;Воздушный компрессор К-3000-63-1 инв. № 17499 ст. № 1 площадки воздухоразделительных установок № 2 кислородного цеха;газ или иная среда;vozduh;слово машины: «воздух»
4823006703;заключение ЭПБ № 13-ТУ-03403-2018;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-03403-2018;Воздушный компрессор К-3000-63-1, ст. № 3, инв. № 65638, Площадка кислородной станции № 2 кмслородного цеха;газ или иная среда;vozduh;слово машины: «кислородной станци»
4823006703;заключение ЭПБ № 13-ТУ-03959-2022;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-03959-2022;Воздушный компрессор К-3000-63-1 ст. № 3, инв. № 65638, площадка воздухоразделительных установок № 2, Кислородного цеха;газ или иная среда;vozduh;слово машины: «воздух»
4823006703;заключение ЭПБ № 13-ТУ-15420-2021;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-15420-2021;Воздушный компрессор К-3000-63-1 инв. № 200077, ст. № 4, площадка воздухоразделительных установок № 2, кислородного цеха;газ или иная среда;vozduh;слово машины: «воздух»
4823006703;заключение ЭПБ № 13-ТУ-06279-2022;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-06279-2022;Воздушный компрессор К-3000-63-1 ст. № 2, инв. № 18183, площадка воздухоразделительных установок № 2, Кислородного цеха;газ или иная среда;vozduh;слово машины: «воздух»
4823006703;заключение ЭПБ № 13-ТУ-06262-2018;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-06262-2018;Центробежный воздушный компрессор К-3000-63-1 ст. № 2, инв. № 18183, Кислородный цех.;газ или иная среда;ne_ustanovleno;в голове цитаты слов среды нет
4823006703;заключение ЭПБ № 48-ТУ-14270-2025;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-14270-2025;Воздушный компрессор К-345-92-1, ст. №3, инв. №97584;воздух;ne_ustanovleno;в голове цитаты слов среды нет
4823006703;заключение ЭПБ № 13-ТУ-13637-2017;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-13637-2017;азотный центробежный компрессор К-345-92-1 ст.№2 инв.№5872 кислородный цех №1;газ или иная среда;ne_ustanovleno;в голове цитаты слов среды нет
4823006703;заключение ЭПБ № 13-ТУ-06712-2017;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-06712-2017;Азотный центробежный компрессор К-345-92-1, инв. № 37407, ст. № 1, площадка кислородной станции № 1 кислородного цеха.;газ или иная среда;vozduh;слово машины: «кислородной станци»
4823006703;заключение ЭПБ № 13-ТУ-11132-2016;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-11132-2016;Азотный центробежный компрессор К-345-92-1, инв. № 31591, ст. № 3, площадка кислородной станции № 1 кислородного цеха.;газ или иная среда;vozduh;слово машины: «кислородной станци»
4823006703;заключение ЭПБ № 13-ТУ-12555-2020;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-12555-2020;Азотный центробежный компрессор К-345-92-1, ст. №3, инв. №31591», площадка воздухоразделительных установок №1.;газ или иная среда;vozduh;слово машины: «воздух»
4823006703;заключение ЭПБ № 13-ТУ-16342-2018;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-16342-2018;"азотный центробежный компрессор К-345-92-1, ст. № 1, инв. № 97582, Кислородный цех ПАО ""НЛМК""";газ или иная среда;ne_ustanovleno;в голове цитаты слов среды нет
4823006703;заключение ЭПБ № 13-ТУ-01060-2017;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-01060-2017;Азотный центробежный компрессор К-345-92-1, инв. № 97584, ст. № 3, площадка кислородной станции № 2 кислородного цеха.;газ или иная среда;vozduh;слово машины: «кислородной станци»
4823006703;заключение ЭПБ № 13-ТУ-10219-2024;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-10219-2024;Азотный центробежный компрессор К-345-92-1, ст. №3, инв. №31591, Кислородного цеха;газ или иная среда;ne_ustanovleno;в голове цитаты слов среды нет
4823006703;заключение ЭПБ № 13-ТУ-03891-2023;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-03891-2023;Азотный центробежный компрессор К-345-92-1 ст. № 1, инв. № 97582, площадка воздухоразделительных установок № 2, кислород;газ или иная среда;vozduh;слово машины: «воздух»
4823006703;заключение ЭПБ № 13-ТУ-09099-2020;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-09099-2020;азотный центробежный компрессор К-345-92-1 инв.№68081 ст.№4, площадка воздухоразделительных установок №2.;газ или иная среда;vozduh;слово машины: «воздух»
4823006703;заключение ЭПБ № 13-ТУ-10746-2021;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-10746-2021;центробежный азотный компрессор К-345-92-1, ст.№2, инв.№58727», площадка воздухоразделительных установок №1;газ или иная среда;oba;в самой машине оба: «воздух» и «азотный компрессор»
4823006703;заключение ЭПБ № 13-ТУ-03247-2021;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-03247-2021;Азотный центробежный компрессор К-345-92-1, инв. № 97584, ст. № 3, площадка воздухоразделительных установок № 2, Кислоро;газ или иная среда;vozduh;слово машины: «воздух»
4823006703;заключение ЭПБ № 13-ТУ-04579-2019;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-04579-2019;"техническое устройство ""Азотный центробежный компрессор К-345-92-1, инв.№97583, ст.№2"", применяемое на опасном производс";газ или иная среда;vozduh;слово машины: «воздух»
4823006703;заключение ЭПБ № 48-ТУ-67508-2025;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-67508-2025;Воздушный компрессор К-500-61-1 ст. №1, инв. №29427;воздух;ne_ustanovleno;в голове цитаты слов среды нет
4823006703;заключение ЭПБ № 48-ТУ-626746-2026;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-626746-2026;Кислородный №1- воздушный компрессор К-500-61-1, ст.№5, инв.№78008;газ или иная среда;ne_ustanovleno;в голове цитаты слов среды нет
4823006703;заключение ЭПБ № 48-ТУ-14006-2025;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-14006-2025;Воздушный компрессор К-500-61-1, ст. №3, инв. №29429;воздух;ne_ustanovleno;в голове цитаты слов среды нет
4823006703;заключение ЭПБ № 48-ТУ-321251-2025;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-321251-2025;Кислородный цех, Воздушный компрессор К-500-61-1 ст.№2, инв.№29428;газ или иная среда;ne_ustanovleno;в голове цитаты слов среды нет
4823006703;заключение ЭПБ № 13-ТУ-06314-2023;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-06314-2023;Воздушный компрессор К-500-61-1 ст. № 1, инв. № 29427, площадка воздухоразделительных установок № 1, Кислородного цеха;газ или иная среда;vozduh;слово машины: «воздух»
4823006703;заключение ЭПБ № 13-ТУ-21277-2023;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-21277-2023;Воздушный компрессор К-500-61-1 ст. №6, инв. №78009, Кислородного цеха;газ или иная среда;ne_ustanovleno;в голове цитаты слов среды нет
4823006703;заключение ЭПБ № 13-ТУ-03015-2023;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-03015-2023;Воздушный компрессор К-500-61-1, инв. 29428, ст. 2;воздух;ne_ustanovleno;в голове цитаты слов среды нет
4823006703;заключение ЭПБ № 13-ТУ-03032-2023;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-03032-2023;Воздушный компрессор К-500-61-1, инв. 71880, ст. 4;воздух;ne_ustanovleno;в голове цитаты слов среды нет
4823006703;заключение ЭПБ № 13-ТУ-03034-2023;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-03034-2023;Воздушный компрессор К-500-61-1, инв. 78008, ст. 5;воздух;ne_ustanovleno;в голове цитаты слов среды нет
4823006703;заключение ЭПБ № 13-ТУ-07331-2024;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-07331-2024;Воздушный компрессор К-500-61-1 ст. №4, инв. №71880, Кислородного цеха;газ или иная среда;ne_ustanovleno;в голове цитаты слов среды нет
4823006703;заключение ЭПБ № 13-ТУ-16435-2018;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-16435-2018;"Воздушный компрессор К-500-61-1, ст. № 2, инв. № 29428, Кислородный цех ПАО ""НЛМК""";газ или иная среда;ne_ustanovleno;в голове цитаты слов среды нет
4823006703;заключение ЭПБ № 48-ТУ-483711-2025;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-483711-2025;Кислородный-азотный центробежный компрессор КТК 12,5/35 СТ.№8, инв.№45530;газ или иная среда;ne_ustanovleno;в голове цитаты слов среды нет
4823006703;заключение ЭПБ № 48-ТУ-722927-2026;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-722927-2026;Кислородный №1- азотный центробежный компрессор КТК 12,5/35, СТ.№9 инв.№52157;газ или иная среда;ne_ustanovleno;в голове цитаты слов среды нет
4823006703;заключение ЭПБ № 13-ТУ-22497-2024;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-22497-2024;Центробежный компрессор 543 ЦКК-400/40, ст. №5, инв. №31583, Кислородного цеха;газ или иная среда;ne_ustanovleno;в голове цитаты слов среды нет
4823006703;заключение ЭПБ № 13-ТУ-05228-2024;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-05228-2024;Центробежный кислородный компрессор 543 ЦКК-400/40, инв. №90264, ст. №2, Кислородного цеха;газ или иная среда;ne_ustanovleno;в голове цитаты слов среды нет
4823006703;заключение ЭПБ № 13-ТУ-14999-2023;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-14999-2023;Центробежный кислородный компрессор КТК-12,5/35 ст. №4, инв. №77978;газ или иная среда;ne_ustanovleno;в голове цитаты слов среды нет
4823006703;заключение ЭПБ № 13-ТУ-02820-2023;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-02820-2023;Центробежный кислородный компрессор 543ЦКК-400/40, инв. 94427, ст. 4;газ или иная среда;ne_ustanovleno;в голове цитаты слов среды нет
4823006703;заключение ЭПБ № 13-ТУ-18000-2023;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-18000-2023;Центробежный кислородный компрессор КТК-12,5/3,5, ст. №3, инв. №77977, кислородного цеха;газ или иная среда;ne_ustanovleno;в голове цитаты слов среды нет
4823006703;заключение ЭПБ № 13-ТУ-12832-2016;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-12832-2016;Центробежный кислородный компрессор КТК 12,5/35, инв.№77242 ст.№7 кислородная ст.№1;газ или иная среда;ne_ustanovleno;в голове цитаты слов среды нет
4823006703;заключение ЭПБ № 13-ТУ-08357-2017;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-08357-2017;центробежный кислородный компрессор 543ЦКК-400/40 инв.№90264 ст.№2 кислородный цех;газ или иная среда;ne_ustanovleno;в голове цитаты слов среды нет
4823006703;заключение ЭПБ № 13-ТУ-02138-2015;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-02138-2015;Центробежный кислородный компрессор 543 ЦКК 400/40, инв. № 94427, зав. № 82001, ст. № 4, площадка кислородной станции № ;газ или иная среда;vozduh;слово машины: «кислородной станци»
4823006703;заключение ЭПБ № 13-ТУ-02615-2023;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-02615-2023;Центробежный кислородный компрессор КТК-12,5/3,5, инв. 77980, ст. 6;газ или иная среда;ne_ustanovleno;в голове цитаты слов среды нет
4823006703;заключение ЭПБ № 13-ТУ-03244-2021;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-03244-2021;Центробежный кислородный компрессор 543ЦКК-400/40, инв. № 94427, ст. № 4, площадка воздухоразделительных установок № 2;газ или иная среда;vozduh;слово машины: «воздух»
4823006703;заключение ЭПБ № 13-ТУ-04958-2022;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-04958-2022;Центробежный кислородный компрессор 543ЦКК-400/40, ст. № 2, инв. № 90264, площадка воздухоразделительных установок № 2;газ или иная среда;vozduh;слово машины: «воздух»
4823006703;заключение ЭПБ № 13-ТУ-06662-2022;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-06662-2022;Центробежный кислородный компрессор 543ЦКК-400/40, ст. № 5, инв. № 31583, площадка воздухоразделительных установок № 2;газ или иная среда;vozduh;слово машины: «воздух»
4823006703;заключение ЭПБ № 13-ТУ-06260-2018;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-06260-2018;Центробежный кислородный компрессор КТК-12,5/35 ст. № 2, инв. № 58900, зав. № 71003, Кислородный цех.;газ или иная среда;ne_ustanovleno;в голове цитаты слов среды нет
4823006703;заключение ЭПБ № 13-ТУ-03708-2018;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-03708-2018;Центробежный кислородный компрессор 543ЦКК-400/40, инв. № 31583, ст. № 5, Площадка кислородной станции № 2 Кислородного ;газ или иная среда;vozduh;слово машины: «кислородной станци»
4823006703;заключение ЭПБ № 13-ТУ-03711-2018;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-03711-2018;Центробежный кислородный компрессор 543ЦКК-400/40, инв. № 94427, ст. № 4, Площадка кислородной станции № 2 Кислородного ;газ или иная среда;vozduh;слово машины: «кислородной станци»
4823006703;заключение ЭПБ № 13-ТУ-06028-2018;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-06028-2018;Центробежный кислородный компрессор КТК-12,5/3,5 ст. № 3, инв. № 77977, зав. № 74003, Кислородный цех;газ или иная среда;ne_ustanovleno;в голове цитаты слов среды нет
4823006703;заключение ЭПБ № 13-ТУ-15374-2017;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-15374-2017;Центробежный кислородный компрессор КТК-12,5/3,5 ст. № 3, инв, № 77977, зав. № 74003, Площадка кислородной станции № 1 к;газ или иная среда;vozduh;слово машины: «кислородной станци»
4823006703;заключение ЭПБ № 13-ТУ-16366-2022;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-16366-2022;Центробежный кислородный компрессор КТК-12.5/3.5 ст.№2, инв. №58900, площадка воздухоразделительных установок №1;газ или иная среда;vozduh;слово машины: «воздух»
4823006703;заключение ЭПБ № 13-ТУ-03886-2020;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-03886-2020;"техническое устройство ""Центробежный кислородный компрессор 543, № ЦКК 400/40, №90263, зав. № 79001"",применяемый на опас";газ или иная среда;ne_ustanovleno;в голове цитаты слов среды нет
4823006703;заключение ЭПБ № 13-ТУ-08076-2018;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-08076-2018;Центробежный кислородный компрессор КТК-12,5/35, ст. № 9, инв. № 52157, площадка воздухоразделительных установок № 1 кис;газ или иная среда;vozduh;слово машины: «воздух»
4823006703;заключение ЭПБ № 13-ТУ-02663-2020;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-02663-2020;Центробежный кислородный компрессор КТК-12,5/3,5, ст. № 5, инв. № 77979, зав. № 74007, площадка воздухоразделительных ус;газ или иная среда;vozduh;слово машины: «воздух»
4823006703;заключение ЭПБ № 13-ТУ-07282-2021;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-07282-2021;Центробежный кислородный компрессор КТК-12,5/3,5, ст. № 3, инв. № 77977, площадка воздухоразделительных установок № 1 ки;газ или иная среда;vozduh;слово машины: «воздух»
4823006703;заключение ЭПБ № 13-ТУ-13744-2018;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-13744-2018;Центробежный кислородный компрессор КТК-12,5/3,5, ст. № 6, инв. № 77980, зав. № 71008, площадка воздухоразделительных ус;газ или иная среда;vozduh;слово машины: «воздух»
4823006703;заключение ЭПБ № 13-ТУ-12045-2015;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-12045-2015;Компрессор центробежный кислородный марки КТК-12.5/35, инв. №77980, зав. №74003, ст. № 3, эксплуатируемый на участке ком;газ или иная среда;ne_ustanovleno;в голове цитаты слов среды нет
4823006703;заключение ЭПБ № 13-ТУ-08497-2019;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-08497-2019;"техническое устройство ""Центробежный кислородный компрессор КТК-12,5/3,5, ст. № 3, инв. № 77977"", применяемое на опасном";газ или иная среда;ne_ustanovleno;в голове цитаты слов среды нет
4823006703;заключение ЭПБ № 13-ТУ-08501-2019;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-08501-2019;"техническое устройство ""Центробежный кислородный компрессор КТК-12,5/3,5, ст. № 4, инв. № 77978"", применяемое на опасном";газ или иная среда;ne_ustanovleno;в голове цитаты слов среды нет
4823006703;заключение ЭПБ № 13-ТУ-11287-2019;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-11287-2019;"техническое устройство ""Центробежный азотный компрессор КТК-12,5/3,5, ст. №8 инв №45530"", применяемый на опасном произво";газ или иная среда;oba;в самой машине оба: «воздух» и «азотный компрессор»
4823006703;заключение ЭПБ № 13-ТУ-04977-2015;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-04977-2015;Компрессор центробежный кислородный марки КТК-12,5/35, зав. № 74008, ст. № 6, инв. № 77980, эксплуатируемый на участке к;газ или иная среда;ne_ustanovleno;в голове цитаты слов среды нет
4823006703;заключение ЭПБ № 13-ТУ-06606-2015;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-06606-2015;Компрессор центробежный азотный марки КТК-12.5/35, зав. № 76008, ст. № 8, инв. № 45530, эксплуатируемый на участке компр;газ или иная среда;ne_ustanovleno;в голове цитаты слов среды нет
4823006703;заключение ЭПБ № 13-ТУ-14483-2015;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-14483-2015;Компрессор центробежный азотный марки КТК-12.5/35, инв. № 45530, зав. № 76008, ст. № 8, эксплуатируемый на участке компр;газ или иная среда;ne_ustanovleno;в голове цитаты слов среды нет
4823006703;заключение ЭПБ № 13-ТУ-01501-2016;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-01501-2016;Кислородный компрессор КТК 12,5/35, зав. № 71003, инв. № 58900, СТ. № 2, площадка кислородной станции № 2 кислородного ц;газ или иная среда;vozduh;слово машины: «кислородной станци»
4823006703;заключение ЭПБ № 13-ТУ-05194-2015;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-05194-2015;Трубопровод нагнетания азота К-345 № 1-4 от нагнетательной задвижки до АРП, инв. № 70543, площадка кислородной станции №;газ или иная среда;vozduh;слово машины: «кислородной станци»
4823006703;заключение ЭПБ № 13-ТУ-09086-2017;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-09086-2017;Кислородный компрессор КТК 12,5/35, ст. № 4, инв. № 77978, площадка кислородной станции № 1 кислородного цеха.;газ или иная среда;vozduh;слово машины: «кислородной станци»
4823006703;заключение ЭПБ № 13-ТУ-03998-2015;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-03998-2015;кислородный компрессор КТК 12,5/35, инв. № 77979, ст. № 5 , площадка кислородной станции № 1 кислородного цеха;газ или иная среда;vozduh;слово машины: «кислородной станци»
4823006703;заключение ЭПБ № 13-ТУ-05637-2015;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-05637-2015;Кислородный компрессор КТК 12,5/35, инв. № 77978, ст. № 4 кислородной станции № 1 кислородного цеха;газ или иная среда;vozduh;слово машины: «кислородной станци»
4823006703;заключение ЭПБ № 13-ТУ-06705-2017;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-06705-2017;Кислородный компрессор КТК 12,5/35, инв. № 45530, ст. № 8, площадка кислородной станции № 1 кислородного цеха.;газ или иная среда;vozduh;слово машины: «кислородной станци»
4823006703;заключение ЭПБ № 13-ТУ-10374-2015;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-10374-2015;Центробежный кислородный компрессор 543ЦКК 400/40, инв. № 90264, зав. № 80001, ст. № 2, площадка кислородной станции № 2;газ или иная среда;vozduh;слово машины: «кислородной станци»
4823006703;заключение ЭПБ № 13-ТУ-06471-2016;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-06471-2016;Центробежный кислородный компрессор 543 ЦКК 400/40, инв. № 90263, зав. № 79001, ст. № 1, площадка кислородной станции № ;газ или иная среда;vozduh;слово машины: «кислородной станци»
4823006703;заключение ЭПБ № 13-ТУ-07657-2016;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-07657-2016;Трубопровод подачи и слива технической воды на компрессор ЦКК-400/40 №№ 1-5. Площадка кислородной станции № 2 кислородно;газ или иная среда;vozduh;слово машины: «кислородной станци»
4823006703;заключение ЭПБ № 13-ТУ-03301-2016;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-03301-2016;Кислородный компрессор КТК 12,5/35, зав. № 82004, инв. № 52157, ст. № 9, площадка кислородной станции №1 кислородного це;газ или иная среда;vozduh;слово машины: «кислородной станци»
4823006703;заключение ЭПБ № 13-ТУ-04975-2015;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-04975-2015;Компрессор центробежный кислородный 543 ЦКК-400/40, зав. № 79001, ст. № 1, инв. № 90263, эксплуатируемый на площадке кис;газ или иная среда;vozduh;слово машины: «кислородной станци»
4823006703;заключение ЭПБ № 48-ЗС-423115-2025;https://monitor-pb.ru/conclusion/48-%D0%97%D0%A1-423115-2025;Кислородный, здание компрессорной станции №1 (ЦКС) инв.№29353;газ или иная среда;ne_ustanovleno;в голове цитаты слов среды нет
4823006703;заключение ЭПБ № 48-ЗС-721025-2026;https://monitor-pb.ru/conclusion/48-%D0%97%D0%A1-721025-2026;Кислородный №1- здание компрессорной станции пылеуглетоплива, инв.№9512;газ или иная среда;ne_ustanovleno;в голове цитаты слов среды нет
4823006703;заключение ЭПБ № 13-ТУ-12358-2016;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-12358-2016;Воздухоразделительная установка КАр-30 ст.№12 зав.№16 кислородная станция №2;газ или иная среда;vozduh;слово машины: «Воздух»
4823006703;заключение ЭПБ № 13-ТУ-12359-2016;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-12359-2016;Воздухоразделительная установка КАр-30 ст.№13 зав.№24 кислородная станция №2;газ или иная среда;vozduh;слово машины: «Воздух»
4823006703;заключение ЭПБ № 13-ТУ-04153-2018;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-04153-2018;Ресивер кислорода рег. № 16602 площадки кислородной станции № 1 кислородного цеха;газ или иная среда;vozduh;слово машины: «кислородной станци»
4823006703;заключение ЭПБ № 13-ТУ-04164-2018;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-04164-2018;Ресивер кислорода рег. № 16600 площадки кислородной станции № 1 кислородного цеха;газ или иная среда;vozduh;слово машины: «кислородной станци»
