zapros;polezno;kategoria;mash_slovo;srok;nomer;data;inn_zakazchika;zakazchik;obekt;tip;inn_eo;ekspertnaya_org;vyvod;istochnik;istochnik_zakazchik
торцевое уплотнение;нет;заголовок;нет;не собирался;41-ТП-24008-2015;23.07.2015;0266008329;"ОАО ""Газпром нефтехим Салават""";Техническое перевооружение. Монтаж двойных торцевых уплотнений на насосах поз. Н-7, Н-8, Н-11 цеха № 13;ТП;7729700980;"ООО ""МИК - ИНЖИНИРИНГ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%9F-24008-2015;https://monitor-pb.ru/customer/0266008329
торцевое уплотнение;нет;прочее;нет;не собирался;41-ТП-40997-2017;14.11.2017;0268036071;"ОАО ""Синтез-Каучук""";«Установка двойных торцевых уплотнений на насосах № 34/1,2,3».Цех И-3/1 ОАО «Синтез-Каучук». Шифр 11984;ТП;0277103782;"ООО ""КАН""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%9F-40997-2017;https://monitor-pb.ru/customer/0268036071
торцевое уплотнение;нет;прочее;нет;не собирался;43-ТП-00044-2021;11.01.2021;1651000010;"ПАО ""НИЖНЕКАМСКНЕФТЕХИМ""";Шифр 54460 «Перевод насосов на двойные торцевые уплотнения в цехе № 1518 (ИП-10, III агрегат) Завода СК;ТП;7733078410;"ФБУ ""Научно-технический центр ""Энергобезопасность""";соответствует;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%9F-00044-2021;https://monitor-pb.ru/customer/1651000010
торцевое уплотнение;нет;трубопровод;нет;не собирался;48-ТП-06486-2016;17.02.2016;5905018998;"АО ""СИБУР-ХИМПРОМ""";«Изменение обвязки подпорного бачка на торцевое уплотнение насоса поз. Н-317/1», шифр ПЭCиП-4042, ЗАО «Сибур-Химпром»;ТП;7710283356;"ООО ""ИКЦ ""ПРОМТЕХБЕЗОПАСНОСТЬ""";соответствует;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%9F-06486-2016;https://monitor-pb.ru/customer/5905018998
торцевое уплотнение;нет;прочее;нет;не собирался;48-ТП-41697-2014;14.11.2014;5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";«ПППН. уст. ЭЛОУ-5, тит. 10-70. Замена насосов Н-1, 2 на насосы с двойным торцевым уплотнением»;ТП;7425003297;"АО НТЦ ""ДИАГНОСТИКА""";соответствует;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%9F-41697-2014;https://monitor-pb.ru/customer/5905099475
торцевое уплотнение;нет;заголовок;нет;не собирался;53-ТП-09611-2019;03.07.2019;6323049893;"ООО ""ТОЛЬЯТТИКАУЧУК""";«Техническое перевооружение. Замена насосов с одинарным торцевым уплотнением позиции 74а/1,2 на двухторцевые или герметичные насосы» шифр 83723345-0144.;ТП;6312086734;"ООО ""ПЭБ""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%9F-09611-2019;https://monitor-pb.ru/customer/6323049893
торцевое уплотнение;нет;заголовок;нет;не собирался;53-ТП-23016-2016;12.12.2016;6323106975;"ЗАО ""Тольяттисинтез""";«ИП-6. Техническое перевооружение. Замена насосов поз. 148а/I,II на новые нефтяные с двойными торцевыми уплотнениями «тандем»» АО «Тольяттисинтез»;ТП;0274092973;"ООО ""СТАРТ""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%9F-23016-2016;https://monitor-pb.ru/customer/6323106975
торцевое уплотнение;нет;заголовок;нет;не собирался;53-ТП-23023-2016;12.12.2016;6323106975;"ЗАО ""Тольяттисинтез""";«ИП-6. Техническое перевооружение. Замена насосов поз. 146/I,II на новые нефтяные с двойными торцевыми уплотнениями «тандем»» АО «Тольяттисинтез»;ТП;0274092973;"ООО ""СТАРТ""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%9F-23023-2016;https://monitor-pb.ru/customer/6323106975
торцевое уплотнение;нет;сосуд;нет;не собирался;53-ТУ-02568-2023;27.01.2023;6330000553;"АО ""НК НПЗ""";Бачок торцевого уплотнения, техн. № Н-1/3 (передний), зав. № 7400, рег. № б/н, цех 29, установка АВТ-11.;ТУ;6312031510;"ООО ПФ ""ЭДТОН""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-02568-2023;https://monitor-pb.ru/customer/6330000553
торцевое уплотнение;нет;сосуд;нет;не собирался;53-ТУ-04798-2023;14.02.2023;6330000553;"АО ""НК НПЗ""";Бачок торцевого уплотнения, техн. Е-2, зав. 7211 цех 3, установка КГиСБ (блок УСБ).;ТУ;6312031510;"ООО ПФ ""ЭДТОН""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-04798-2023;https://monitor-pb.ru/customer/6330000553
торцевое уплотнение;нет;сосуд;нет;не собирался;53-ТУ-04804-2023;14.02.2023;6330000553;"АО ""НК НПЗ""";Бачок торцевого уплотнения, техн. Е-2а, зав. 7229, цех 3, установка КГиСБ (блок УСБ).;ТУ;6312031510;"ООО ПФ ""ЭДТОН""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-04804-2023;https://monitor-pb.ru/customer/6330000553
торцевое уплотнение;нет;сосуд;нет;не собирался;53-ТУ-04808-2023;14.02.2023;6330000553;"АО ""НК НПЗ""";Бачок торцевого уплотнения, техн. Е-2б, зав. 7209, цех 3, установка КГиСБ (блок УСБ).;ТУ;6312031510;"ООО ПФ ""ЭДТОН""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-04808-2023;https://monitor-pb.ru/customer/6330000553
торцевое уплотнение;нет;сосуд;нет;не собирался;53-ТУ-04905-2023;14.02.2023;6330000553;"АО ""НК НПЗ""";Бачок торцевого уплотнения, техн. БТУ Р-203/1, зав. 5879, цех 37, установка ПАРЕКС.;ТУ;6312031510;"ООО ПФ ""ЭДТОН""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-04905-2023;https://monitor-pb.ru/customer/6330000553
торцевое уплотнение;нет;сосуд;нет;не собирался;53-ТУ-05120-2023;16.02.2023;6330000553;"АО ""НК НПЗ""";Бачок торцевого уплотнения, техн. Н-301, зав. б/н, цех 3, установка УКФГ-II.;ТУ;6312031510;"ООО ПФ ""ЭДТОН""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-05120-2023;https://monitor-pb.ru/customer/6330000553
торцевое уплотнение;нет;сосуд;нет;не собирался;53-ТУ-05559-2023;17.02.2023;6330000553;"АО ""НК НПЗ""";Бачок торцевого уплотнения, техн. Н-2/2, зав. 17032, цех 37, установка ЛСИ-200.;ТУ;6312031510;"ООО ПФ ""ЭДТОН""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-05559-2023;https://monitor-pb.ru/customer/6330000553
торцевое уплотнение;нет;сосуд;нет;не собирался;53-ТУ-06427-2023;28.02.2023;6330000553;"АО ""НК НПЗ""";Бачок торцевого уплотнения, техн. Н-2/1, зав. 17035, цех 37, установка ЛСИ-200.;ТУ;6312031510;"ООО ПФ ""ЭДТОН""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-06427-2023;https://monitor-pb.ru/customer/6330000553
торцевое уплотнение;нет;сосуд;нет;не собирался;53-ТУ-06726-2023;02.03.2023;6330000553;"АО ""НК НПЗ""";Бачок торцевого уплотнения, техн. ЦН-10, зав. 5938, цех 37, установка 24-6/2.;ТУ;6312031510;"ООО ПФ ""ЭДТОН""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-06726-2023;https://monitor-pb.ru/customer/6330000553
торцевое уплотнение;нет;сосуд;нет;не собирался;53-ТУ-06728-2023;02.03.2023;6330000553;"АО ""НК НПЗ""";Бачок торцевого уплотнения, техн. ЦН-11, зав. 7462, цех 37, установка 24-6/2.;ТУ;6312031510;"ООО ПФ ""ЭДТОН""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-06728-2023;https://monitor-pb.ru/customer/6330000553
торцевое уплотнение;нет;сосуд;нет;не собирался;53-ТУ-06729-2023;02.03.2023;6330000553;"АО ""НК НПЗ""";Бачок торцевого уплотнения, техн. ЦН-12, зав. 1255, цех 37, установка 24-6/2.;ТУ;6312031510;"ООО ПФ ""ЭДТОН""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-06729-2023;https://monitor-pb.ru/customer/6330000553
торцевое уплотнение;нет;сосуд;нет;не собирался;53-ТУ-06730-2023;02.03.2023;6330000553;"АО ""НК НПЗ""";Бачок торцевого уплотнения, техн. ЦН-13, зав. 16878, цех 37, установка 24-6/2.;ТУ;6312031510;"ООО ПФ ""ЭДТОН""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-06730-2023;https://monitor-pb.ru/customer/6330000553
торцевое уплотнение;нет;сосуд;нет;не собирался;53-ТУ-06733-2023;02.03.2023;6330000553;"АО ""НК НПЗ""";Бачок торцевого уплотнения, техн. ЦН-14, зав. 16880, цех 37, установка 24-6/2.;ТУ;6312031510;"ООО ПФ ""ЭДТОН""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-06733-2023;https://monitor-pb.ru/customer/6330000553
торцевое уплотнение;нет;сосуд;нет;не собирался;53-ТУ-06734-2023;02.03.2023;6330000553;"АО ""НК НПЗ""";Бачок торцевого уплотнения, техн. ЦН-17, зав. 7444, цех 37, установка 24-6/2.;ТУ;6312031510;"ООО ПФ ""ЭДТОН""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-06734-2023;https://monitor-pb.ru/customer/6330000553
торцевое уплотнение;нет;сосуд;нет;не собирался;53-ТУ-06735-2023;02.03.2023;6330000553;"АО ""НК НПЗ""";Бачок торцевого уплотнения, техн. ЦН-18, зав. 7441, цех 37, установка 24-6/2.;ТУ;6312031510;"ООО ПФ ""ЭДТОН""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-06735-2023;https://monitor-pb.ru/customer/6330000553
торцевое уплотнение;нет;сосуд;нет;не собирался;53-ТУ-06736-2023;02.03.2023;6330000553;"АО ""НК НПЗ""";Бачок торцевого уплотнения, техн. ЦН-5, зав. 13692, цех 37, установка 24-6/3;ТУ;6312031510;"ООО ПФ ""ЭДТОН""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-06736-2023;https://monitor-pb.ru/customer/6330000553
торцевое уплотнение;нет;сосуд;нет;не собирался;53-ТУ-06738-2023;02.03.2023;6330000553;"АО ""НК НПЗ""";Бачок торцевого уплотнения, техн. ЦН-3, зав. 2628, цех 37, установка 24-6/3;ТУ;6312031510;"ООО ПФ ""ЭДТОН""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-06738-2023;https://monitor-pb.ru/customer/6330000553
торцевое уплотнение;нет;сосуд;нет;не собирался;53-ТУ-07781-2023;09.03.2023;6330000553;"АО ""НК НПЗ""";Теплообменник системы охлаждения торцевого уплотнения насоса, техн. Р-303, зав. В177512, цех 24, установка ПГИ-ДИГ/280-НК.;ТУ;6312031510;"ООО ПФ ""ЭДТОН""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-07781-2023;https://monitor-pb.ru/customer/6330000553
торцевое уплотнение;нет;сосуд;нет;не собирался;53-ТУ-08148-2023;14.03.2023;6330000553;"АО ""НК НПЗ""";Бачок торцевого уплотнения, техн. Н-302, зав. б/н, цех 3, установка УКФГ-II.;ТУ;6312031510;"ООО ПФ ""ЭДТОН""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-08148-2023;https://monitor-pb.ru/customer/6330000553
торцевое уплотнение;нет;сосуд;нет;не собирался;53-ТУ-08150-2023;14.03.2023;6330000553;"АО ""НК НПЗ""";Бачок торцевого уплотнения, техн. Н-302р, зав. б/н, цех 3, установка УКФГ-II.;ТУ;6312031510;"ООО ПФ ""ЭДТОН""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-08150-2023;https://monitor-pb.ru/customer/6330000553
торцевое уплотнение;нет;сосуд;нет;не собирался;53-ТУ-08151-2023;14.03.2023;6330000553;"АО ""НК НПЗ""";Бачок торцевого уплотнения, техн. Н-305, зав. б/н, цех 3, установка УКФГ-II.;ТУ;6312031510;"ООО ПФ ""ЭДТОН""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-08151-2023;https://monitor-pb.ru/customer/6330000553
торцевое уплотнение;нет;сосуд;нет;не собирался;53-ТУ-08164-2023;14.03.2023;6330000553;"АО ""НК НПЗ""";Бачок торцевого уплотнения, техн. ЦН-7, зав. 5712, цех 37, установка 24-6/2.;ТУ;6312031510;"ООО ПФ ""ЭДТОН""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-08164-2023;https://monitor-pb.ru/customer/6330000553
торцевое уплотнение;нет;сосуд;нет;не собирался;53-ТУ-08167-2023;14.03.2023;6330000553;"АО ""НК НПЗ""";Бачок торцевого уплотнения, техн. ЦН-7а, зав. 5714, цех 37, установка 24-6/2;ТУ;6312031510;"ООО ПФ ""ЭДТОН""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-08167-2023;https://monitor-pb.ru/customer/6330000553
торцевое уплотнение;нет;сосуд;нет;не собирался;53-ТУ-08170-2023;14.03.2023;6330000553;"АО ""НК НПЗ""";Бачок торцевого уплотнения, техн. ЦН-8, зав. 5721, цех 37, установка 24-6/2.;ТУ;6312031510;"ООО ПФ ""ЭДТОН""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-08170-2023;https://monitor-pb.ru/customer/6330000553
торцевое уплотнение;нет;сосуд;нет;не собирался;53-ТУ-08173-2023;14.03.2023;6330000553;"АО ""НК НПЗ""";Бачок торцевого уплотнения, техн. ЦН-9, зав. 5722, цех 37, установка 24-6/2.;ТУ;6312031510;"ООО ПФ ""ЭДТОН""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-08173-2023;https://monitor-pb.ru/customer/6330000553
торцевое уплотнение;нет;сосуд;нет;не собирался;53-ТУ-08176-2023;14.03.2023;6330000553;"АО ""НК НПЗ""";Бачок торцевого уплотнения, техн. ЦН-7, зав. 15624, цех 37, установка 24-6/3;ТУ;6312031510;"ООО ПФ ""ЭДТОН""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-08176-2023;https://monitor-pb.ru/customer/6330000553
торцевое уплотнение;нет;сосуд;нет;не собирался;53-ТУ-08177-2023;14.03.2023;6330000553;"АО ""НК НПЗ""";Бачок торцевого уплотнения, техн. ЦН-9, зав. 15637, цех 37, установка 24-6/3;ТУ;6312031510;"ООО ПФ ""ЭДТОН""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-08177-2023;https://monitor-pb.ru/customer/6330000553
торцевое уплотнение;нет;сосуд;нет;не собирался;53-ТУ-08559-2023;15.03.2023;6330000553;"АО ""НК НПЗ""";Бачок торцевого уплотнения, техн.№Н-304, зав.№ б/н, цех 3, установка УКФГ-II.;ТУ;6312031510;"ООО ПФ ""ЭДТОН""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-08559-2023;https://monitor-pb.ru/customer/6330000553
торцевое уплотнение;нет;сосуд;нет;не собирался;53-ТУ-08791-2023;16.03.2023;6330000553;"АО ""НК НПЗ""";Бачок торцевого уплотнения, техн.№Н-5/2, зав.№ 13683, цех 37, установка ЛСИ-200.;ТУ;6312031510;"ООО ПФ ""ЭДТОН""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-08791-2023;https://monitor-pb.ru/customer/6330000553
торцевое уплотнение;нет;сосуд;нет;не собирался;53-ТУ-08811-2023;16.03.2023;6330000553;"АО ""НК НПЗ""";Бачок торцевого уплотнения, техн. №ЦН-18а, зав.№ 15000, цех 37, установка 24-6/3;ТУ;6312031510;"ООО ПФ ""ЭДТОН""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-08811-2023;https://monitor-pb.ru/customer/6330000553
торцевое уплотнение;нет;сосуд;нет;не собирался;53-ТУ-12262-2023;25.04.2023;6330000553;"АО ""НК НПЗ""";Бачок торцевого уплотнения, техн.№Н-107/2, зав.№ 2262, цех 37, установка ЛСИ-200.;ТУ;6312031510;"ООО ПФ ""ЭДТОН""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-12262-2023;https://monitor-pb.ru/customer/6330000553
торцевое уплотнение;нет;сосуд;нет;не собирался;53-ТУ-12683-2023;03.05.2023;6330000553;"АО ""НК НПЗ""";Бачок торцевого уплотнения, техн.№ ЦН-1, зав.№ 2641, цех 37, установка 24-6/3;ТУ;6312031510;"ООО ПФ ""ЭДТОН""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-12683-2023;https://monitor-pb.ru/customer/6330000553
торцевое уплотнение;нет;сосуд;нет;не собирался;53-ТУ-12904-2023;04.05.2023;6330000553;"АО ""НК НПЗ""";Бачок торцевого уплотнения, техн.№ЦН-14, зав.№ 16879, цех 37, установка 24-6/3;ТУ;6312031510;"ООО ПФ ""ЭДТОН""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-12904-2023;https://monitor-pb.ru/customer/6330000553
торцевое уплотнение;нет;сосуд;нет;не собирался;53-ТУ-18317-2021;05.10.2021;6330000553;"АО ""НК НПЗ""";Бачок торцевого уплотнения тех. №Е-Н-2, зав. №20349, цех №3, установка 43-102/2;ТУ;5001100952;"ООО ""ОРГЭНЕРГОНЕФТЬ""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-18317-2021;https://monitor-pb.ru/customer/6330000553
торцевое уплотнение;нет;сосуд;нет;не собирался;53-ТУ-18318-2021;05.10.2021;6330000553;"АО ""НК НПЗ""";Бачок торцевого уплотнения тех. №Е-Н-2А, зав. №20306 цех №3, установка 43-102/2;ТУ;5001100952;"ООО ""ОРГЭНЕРГОНЕФТЬ""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-18318-2021;https://monitor-pb.ru/customer/6330000553
торцевое уплотнение;нет;сосуд;нет;не собирался;53-ТУ-18326-2021;05.10.2021;6330000553;"АО ""НК НПЗ""";Бачок торцевого уплотнения тех. №Е-Н-4, зав. №20336, цех №3, установка 43-102/2;ТУ;5001100952;"ООО ""ОРГЭНЕРГОНЕФТЬ""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-18326-2021;https://monitor-pb.ru/customer/6330000553
торцевое уплотнение;нет;сосуд;нет;не собирался;53-ТУ-18389-2021;06.10.2021;6330000553;"АО ""НК НПЗ""";Бачок торцевого уплотнения тех. №Е-Н-4А, зав. №20330, цех №3, установка 43-102/2;ТУ;5001100952;"ООО ""ОРГЭНЕРГОНЕФТЬ""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-18389-2021;https://monitor-pb.ru/customer/6330000553
торцевое уплотнение;нет;сосуд;нет;не собирался;53-ТУ-18946-2021;18.10.2021;6330000553;"АО ""НК НПЗ""";Бачок торцевого уплотнения тех. №Е-Н-11А, зав. №5673, цех №3, установка 43-102/2;ТУ;5001100952;"ООО ""ОРГЭНЕРГОНЕФТЬ""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-18946-2021;https://monitor-pb.ru/customer/6330000553
торцевое уплотнение;нет;сосуд;нет;не собирался;53-ТУ-28935-2022;31.01.2022;6330000553;"АО ""НК НПЗ""";Бачок торцевого уплотнения тех. № Н-503/2, цех 73, установка УВПиБОГ;ТУ;5001100952;"ООО ""ОРГЭНЕРГОНЕФТЬ""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-28935-2022;https://monitor-pb.ru/customer/6330000553
торцевое уплотнение;нет;сосуд;нет;не собирался;53-ТУ-40267-2022;13.05.2022;6330000553;"АО ""НК НПЗ""";Теплообменник системы охлаждения бачка торцевого уплотнения насоса Н-3 тех. № Н-3, зав. №10737, цех №24, товарная группа риформингов;ТУ;5001100952;"ООО ""ОРГЭНЕРГОНЕФТЬ""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-40267-2022;https://monitor-pb.ru/customer/6330000553
торцевое уплотнение;нет;сосуд;нет;не собирался;53-ТУ-58480-2022;31.10.2022;6330000553;"АО ""НК НПЗ""";Бачок торцевого уплотнения техн.№ Е-11, рег.№ б/н, зав.№ 4195 цех 3, установка КГиСБ (блок АГФУ-1);ТУ;6312031510;"ООО ПФ ""ЭДТОН""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-58480-2022;https://monitor-pb.ru/customer/6330000553
торцевое уплотнение;нет;сосуд;нет;не собирался;53-ТУ-58481-2022;31.10.2022;6330000553;"АО ""НК НПЗ""";Бачок торцевого уплотнения, техн.№Е-11а, зав.№ 4194, рег.№ б/н, цех 3, установка КГиСБ (блок АГФУ-1).;ТУ;6312031510;"ООО ПФ ""ЭДТОН""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-58481-2022;https://monitor-pb.ru/customer/6330000553
торцевое уплотнение;нет;заголовок;нет;не собирался;62-ТП-12565-2014;21.07.2014;7017075536;"ООО ""ТОМСКНЕФТЕХИМ""";"Документацию ""Замена торцевых уплотнений на насосах поз. Н-43/1,2. Техническое перевооружение""";ТП;7017010480;"НП ""Томский центр технической диагностики, экспертизы и сертификации ""ХИМОТЕСТ""";соответствует;https://monitor-pb.ru/conclusion/62-%D0%A2%D0%9F-12565-2014;https://monitor-pb.ru/customer/7017075536
торцевое уплотнение;нет;прочее;нет;не собирался;67-ТУ-06324-2021;18.05.2021;7722381460;"ООО ""ЭНРОССА""";Насос Н-2 самовсасывающий взрывозащищенный с торцевым уплотнением (СВН-75 Benza);ТУ;3849032992;"ООО ""АНТЦ ЗЕВС""";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-06324-2021;https://monitor-pb.ru/customer/7722381460
торцевое уплотнение;нет;сосуд;нет;не собирался;41-ТП-03362-2018;25.01.2018;0268008010;"АО ""БСК""";Техническое перевооружение. «Модернизация торцевого уплотнения вала мешалки реактора поз.25/17» Цех № 11. АО «Башкирская содовая компания» (шифр 1304-578/17);ТП;0276080109;"АНОРЦНТО ""Башпромбезопасность""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%9F-03362-2018;https://monitor-pb.ru/customer/0268008010
торцевое уплотнение;нет;прочее;нет;не собирался;41-ТП-23901-2015;22.07.2015;0268036071;"ОАО ""Синтез-Каучук""";«ОАО «Синтез-Каучук» Цех И-5/1 (полимеризация). Установка двойного торцевого уплотнения на насосе № 87/3. Техническое перевооружение» Шифр 17511;ТП;0277103782;"ООО ""КАН""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%9F-23901-2015;https://monitor-pb.ru/customer/0268036071
торцевое уплотнение;нет;заголовок;нет;не собирался;41-ТП-43593-2017;24.11.2017;0268036071;"ОАО ""Синтез-Каучук""";Техническое перевооружение «Установка двойных торцевых уплотнений на насосах № 153/1,2» Цех И-4/1 ОАО «Синтез-Каучук». Шифр 18420;ТП;0277103782;"ООО ""КАН""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%9F-43593-2017;https://monitor-pb.ru/customer/0268036071
торцевое уплотнение;нет;сосуд;нет;не собирался;41-ТП-54365-2021;20.10.2021;0268008010;"АО ""БСК""";«Модернизация торцевого уплотнения вала мешалки реактора поз. 25/1-4,24». Цех №11, АО «Башкирская содовая компания», (шифр 1304-456/19);ТП;0278930802;"ООО ""БАШПРОМБЕЗОПАСНОСТЬ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%9F-54365-2021;https://monitor-pb.ru/customer/0268008010
торцевое уплотнение;нет;заголовок;нет;не собирался;43-ТП-04183-2014;22.04.2014;1651025328;"АО ""ТАИФ-НК""";№ 00421 «Техническое перевооружение насосов поз. Р101/А,С, Р102/А,С торцевыми уплотнениями», цех № 06 НПЗ ОАО «ТАИФ-НК»;ТП;1655056888;"ООО ""ЭКСПЕРТ-92""";соответствует;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%9F-04183-2014;https://monitor-pb.ru/customer/1651025328
торцевое уплотнение;нет;заголовок;нет;не собирался;43-ТП-08637-2016;05.08.2016;1651000010;"ПАО ""НИЖНЕКАМСКНЕФТЕХИМ""";№ 52411 «Техническое перевооружение. Перевод насосов на двойные торцевые уплотнения» цех № 2107 (титул 3/1, 4/1) завода этилена ПАО «Нижнекамскнефтехим»;ТП;7721776018;"ООО ""РУСНЕФТЕПРОЕКТ-МСК""";соответствует;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%9F-08637-2016;https://monitor-pb.ru/customer/1651000010
торцевое уплотнение;нет;прочее;нет;не собирался;48-ТП-39563-2019;13.09.2019;5905018998;"АО ""СИБУР-ХИМПРОМ""";«Замена насосного оборудования поз. Н-811 и Н-811а на насосы с торцевыми уплотнениями», шифр ПБС-4527-В98.03;ТП;7710283356;"ООО ""ИКЦ ""ПРОМТЕХБЕЗОПАСНОСТЬ""";соответствует;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%9F-39563-2019;https://monitor-pb.ru/customer/5905018998
торцевое уплотнение;нет;прочее;нет;не собирался;53-ТП-02484-2014;25.02.2014;6330000553;"АО ""НК НПЗ""";Цех №59. Буферная база. Монтаж двойных торцевых уплотнений на насосах Н-1(б), 2(б), 3(б). Объект №21281.;ТП;6318123975;"ООО ""НПФ ""Промэкспертиза""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%9F-02484-2014;https://monitor-pb.ru/customer/6330000553
торцевое уплотнение;нет;заголовок;нет;не собирался;53-ТП-04259-2017;22.03.2017;6330017980;"АО ""ННК""";"Техническое перевооружение. «Установка бачков торцевых уплотнений на насосах Н-47/1,2; Н-53/1,2; Н-57/102» (шифр 14011)";ТП;6312086734;"ООО ""ПЭБ""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%9F-04259-2017;https://monitor-pb.ru/customer/6330017980
торцевое уплотнение;да;машина;да;не собирался;53-ТП-04649-2014;18.03.2014;6320004728;"АО ""ТОАЗ""";Техническое перевооружение. Агрегат аммиака №4. Замена торцевого уплотнения на СГУ компрессора поз. К901 шифр 33452-271;ТП;6316065478;"ООО  ""Научно-технический центр  Экспертиза, диагностика, освидетельствование""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%9F-04649-2014;https://monitor-pb.ru/customer/6320004728
торцевое уплотнение;нет;прочее;нет;не собирался;53-ТП-09613-2019;03.07.2019;6323049893;"ООО ""ТОЛЬЯТТИКАУЧУК""";«Оснащение насосов поз. 49/1,2 двойными торцевыми уплотнениями, необходимыми сигнализациями и блокировками. Отделение ПМ-20-30, ТСЦ» шифр 83723345-0143.;ТП;6312086734;"ООО ""ПЭБ""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%9F-09613-2019;https://monitor-pb.ru/customer/6323049893
торцевое уплотнение;нет;прочее;нет;не собирался;53-ТП-09619-2019;03.07.2019;6323049893;"ООО ""ТОЛЬЯТТИКАУЧУК""";«Оснащение насосов поз. 47/1,2 двойными торцевыми уплотнениями, необходимыми сигнализациями и блокировками. Отделение ПМ-20-30, ТСЦ» шифр 83723345-0142.;ТП;6312086734;"ООО ""ПЭБ""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%9F-09619-2019;https://monitor-pb.ru/customer/6323049893
