tip;nomer;produkt;izgotovitel;deklarant;status;strana;data;url;istochnik;data_sbora
Сертификат;ТС RU С-IT.ГБ08.А.01366 ФСА ↗;Центробежный компрессор;Nuovo Pignone Srl;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «ДЖИИ РУС»;Действует;Итальянская Республика;27.10.2015;›;https://vaskov.pro/sertifikaty/certificate/1596104;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ТС RU С-RU.НО02.А.00194 ФСА ↗;БУРОВАЯ УСТАНОВКА ЭШЕЛОННОГО ТИПА Г/П 320т CLUSTER SLIDER HR 5000, ЕЁ КОМПОНЕНТЫ И ЗАПАСНЫЕ ЧАСТИ;Общество с ограниченной ответственностью «Бентек Дриллинг энд Ойлфилд Системс» (ООО «Бентек»).;Общество с ограниченной ответственностью «Бентек Дриллинг энд Ойлфилд Системс» (ООО «Бентек»).;Действует;Российская Федерация;01.10.2015;›;https://vaskov.pro/sertifikaty/certificate/1619115;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ТС RU С-RU.ГБ04.А.00509 ФСА ↗;"Компрессор центробежный НЦ-16М/120-01""УРАЛ""";Публичное акционерное общество «Научно-производственное объединение «Искра»;Публичное акционерное общество «Научно-производственное объединение «Искра»;Действует;Российская Федерация;26.08.2015;›;https://vaskov.pro/sertifikaty/certificate/1599812;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ТС RU С-RU.МЮ62.А.02021 ФСА ↗;Компрессор центробежный 350-21-1C для унифицированного газоперекачивающего агрегата ГПА-16У-П/76-1,5 ТЗ ИЯТЛ.064415.166ТЗ Оборудование выпускается по технической документации изготовителя для работы в…;Закрытое акционерное общество «Невский завод» (ЗАО «НЗЛ»);Закрытое акционерное общество «РЭП Холдинг»;Действует;Российская Федерация;29.05.2015;›;https://vaskov.pro/sertifikaty/certificate/1688996;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ТС RU С-IT.ГБ08.А.01038 ФСА ↗;Центробежный компрессор;Nuovo Pignone Srl;ООО «ДжиИ Рус»;Прекращён;Итальянская Республика;26.05.2015;›;https://vaskov.pro/sertifikaty/certificate/1366770;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ТС RU С-RU.АВ24.В.02416 ФСА ↗;Компрессор центробежный;"Общество с ограниченной ответственностью ""РусТурбоМаш""";"Общество с ограниченной ответственностью ""РусТурбоМаш""";Архивный;РОССИЯ;28.04.2015;›;https://vaskov.pro/sertifikaty/certificate/656651;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ТС RU С-RU.АВ24.А.02419 ФСА ↗;Компрессор центробежный;"Общество с ограниченной ответственностью ""РусТурбоМаш""";"Общество с ограниченной ответственностью ""РусТурбоМаш""";Действует;Российская Федерация;28.04.2015;›;https://vaskov.pro/sertifikaty/certificate/642475;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ТС RU С-RU.МЮ62.А.01870 ФСА ↗;Компрессор центробежный природного газа на конечное давление 5.56МПа, тип 125-32-1С Оборудование выпускается по технической документации изготовителя для работы во взрывоопасных средах в соответствии …;Закрытое акционерное общество «Невский завод»;Закрытое акционерное общество «РЭП Холдинг»;Действует;Российская Федерация;22.04.2015;›;https://vaskov.pro/sertifikaty/certificate/1622480;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ТС RU С-RU.ГБ04.В.00288 ФСА ↗;Компрессор центробежный НЦ-16М/120-02 «Урал» с маркировкой взрывозащиты 1ЕхрхllТ1Х;Открытое акционерное общество «Научно-производственное объединение «Искра»;Открытое акционерное общество «Научно-производственное объединение «Искра»;Архивный;РОССИЯ;19.09.2014;›;https://vaskov.pro/sertifikaty/certificate/1589888;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ТС RU С-CN.ХТ04.В.00051 ФСА ↗;Мобильные буровые установки;Shandong Kerui Petroleum Equipment Co.,Ltd.;"""Рус-КР""";Архивный;КИТАЙ;17.07.2014;›;https://vaskov.pro/sertifikaty/certificate/2242101;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ТС RU С-RU.ГБ04.В.00183 ФСА ↗;Компрессор центробежный НЦ-25ДКС-01 «УРАЛ»;Открытое акционерное общество «Научно-производственное объединение «Искра»;Открытое акционерное общество «Научно-производственное объединение «Искра»;Архивный;РОССИЯ;25.04.2014;›;https://vaskov.pro/sertifikaty/certificate/1285189;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ТС RU С-RU.ХТ04.А.00045 ФСА ↗;Компрессор центробежный;"""РусТурбоМаш""";"""РусТурбоМаш""";Действует;РОССИЯ;07.02.2014;›;https://vaskov.pro/sertifikaty/certificate/2239064;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ТС RU С-RU.ХТ04.А.00044 ФСА ↗;Компрессор центробежный;"""РусТурбоМаш""";"""РусТурбоМаш""";Прекращён;РОССИЯ;07.02.2014;›;https://vaskov.pro/sertifikaty/certificate/2238919;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ТС RU С-RU.ХТ04.В.00019 ФСА ↗;Компрессор центробежный РТМ 32/05-2,6/28;"Общество с ограниченной ответственностью ""РусТурбоМаш""";"Общество с ограниченной ответственностью ""РусТурбоМаш""";Архивный;РОССИЯ;10.10.2013;›;https://vaskov.pro/sertifikaty/certificate/2236033;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ТС RU С-AT.АЕ44.В.00432 ФСА ↗;Комплекты машин и оборудования для выращивания и содержания животных (комплексные системы раздачи кормов, поения, кормоподготовки и содержания): свиней, КРС, лошадей;"""Schauer Agrotronic GmbH""";ООО «Шауэр Агротроник» (уполномоченное изготовителем лицо);Архивный;АВСТРИЯ;26.09.2013;›;https://vaskov.pro/sertifikaty/certificate/1051715;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ТС RU С-IT.АВ72.В.00270 ФСА ↗;Установки фильтрационные на базе фильтр-прессов;BILFINGER Water Technologies S.r.l.;Общество с ограниченной ответственностью «ПРОМФИЛЬТРАЦИЯ итальянские технологии»;Прекращён;Итальянская Республика;23.09.2013;›;https://vaskov.pro/sertifikaty/certificate/843344;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;С-JP.АВ28.В.06087 ФСА ↗;Система смазки для компрессоров, серий LS2, LS3A, LS3B, LS4A, LS4B, LS6A, LS6B, LS6C, LC3A, LC3B, LC4A, LC4B, LC6A, LC6B, LC6C, в составе (см. приложение на 3 листах, бланки №№ 0345337-0345339);"“MITSUBISHI HEAVY INDUSTRIES COMPRESSOR CORPORATION”;6-22, Kan-on-shin-machi 4-Chome, Nishi-ku, Hiroshima 733-8553 Japan, Япония";"“MITSUBISHI HEAVY INDUSTRIES COMPRESSOR CORPORATION”;6-22, Kan-on-shin-machi 4-Chome, Nishi-ku, Hiroshima 733-8553 Japan, Япония";Архивный;—;14.02.2013;›;https://vaskov.pro/sertifikaty/certificate/703896;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
