istochnik_fayl;stroka
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2352 | 42796540 | 46240 | 46282 | 10 | 10950 | ПС 110/35/6кВ Северная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2353 | 42796604 | 46241 | 46425 | 45 | 51901 | ПС 35/10кВ Стригино
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2354 | 42796750 | 46239 | 46423 | 15 | 115573.77 | ПС 35/6кВ В.Ясенная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2355 | 42796800 | 46252 | 46374 | 25 | 96124 | ПС 110/6/6кВ Диффузион
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2356 | 42796839 | 46245 | 46429 | 15 | 108093.68 | ПС 35/10кВ Екимовичи
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2357 | 42796908 | 46242 | 46283 | 15 | 10950 | ПС 35/6кВ Гнездово
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2358 | 42796923 | 46243 | 46427 | 15 | 100066.15 | ПС 35/10кВ Рябцево
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2359 | 42796938 | 46244 | 46286 | 12 | 51901 | ПС 35/6кВ ЗССК
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2360 | 42796966 | 46245 | 46287 | 12 | 12826.23 | ПС 35/6кВ Гнездово
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2361 | 42797053 | 46241 | 46283 | 15 | 10950 | ПС 110/35/10кВ Козино
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2362 | 42797141 | 46259 | 46301 | 15 | 10950 | ПС 110/35/10кВ Козино
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2363 | 42797165 | 46248 | 46290 | 15 | 16032.79 | ПС 110/35/6кВ Пронино
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2364 | 42797203 | 46240 | 46282 | 15 | 10950 | ПС 35/10кВ Одинцово
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2365 | 42797212 | 46245 | 46287 | 15 | 10950 | ПС 35/6кВ Печерск
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2366 | 42797235 | 46244 | 46286 | 10 | 10950 | ПС 35/10кВ Лубня
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2367 | 42797252 | 46264 | 46304 | 15 | 10950 | ПС 35/6кВ Печерск
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2368 | 42797275 | 46244 | 46428 | 12 | 51901 | ПС 35/10кВ Караваево
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2369 | 42797298 | 46243 | 46427 | 15 | 16032.79 | ПС 35/6кВ Гнездово
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2370 | 42797313 | 46240 | 46424 | 15 | 16032.79 | ПС 35/10кВ Лубня
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2371 | 42797339 | 46247 | 46431 | 30 | 268113.96000000002 | ПС 110/35/10кВ Темкино
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2372 | 42797346 | 46244 | 46286 | 15 | 16032.79 | ПС 110/35/6кВ Южная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2373 | 42797353 | 46244 | 46428 | 7 | 53934.43 | ПС 110/35/10кВ Дорогобуж-1
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2374 | 42797395 | 46248 | 46290 | 15 | 10950 | ПС 35/10кВ Дружба
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2375 | 42797396 | 46248 | 46290 | 15 | 10950 | ПС 35/10кВ Дружба
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2376 | 42797397 | 46248 | 46290 | 15 | 10950 | ПС 35/10кВ Дружба
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2377 | 42797425 | 46246 | 46430 | 7 | 53934.43 | ПС 35/6кВ Гнездово
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2378 | 42797434 | 46246 | 46288 | 15 | 10950 | ПС 110/6/6кВ Диффузион
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2379 | 42797447 | 46240 | 46282 | 15 | 10950 | ПС 110/6/6кВ Восточная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2380 | 42797500 | 46258 | 46380 | 100 | 14222 | ПС 110/10кВ Ярцево-1
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2381 | 42797547 | 46247 | 46431 | 10 | 75983.58 | ПС 35/10кВ Екимовичи
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2382 | 42797597 | 46245 | 46287 | 15 | 10950 | ПС 35/6кВ Печерск
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2383 | 42797614 | 46245 | 46287 | 15 | 10950 | ПС 35/6кВ Печерск
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2384 | 42797637 | 46252 | 46294 | 15 | 36854 | ПС 110/6кВ Сафоново
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2385 | 42797725 | 46247 | 46431 | 10 | 75983.58 | ПС 35/10кВ Екимовичи
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2386 | 42797727 | 46247 | 46431 | 10 | 75983.58 | ПС 35/10кВ Екимовичи
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2387 | 42797728 | 46255 | 46276 | 10 | 14222 | ПС 110/35/10кВ Десногорск
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2388 | 42797734 | 46254 | 46296 | 5 | 36854 | ПС 110/35/10кВ Красный
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2389 | 42797757 | 46259 | 46301 | 7 | 36854 | ПС 35/6кВ Печерск
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2390 | 42797781 | 46245 | 46287 | 10 | 10950 | ПС 110/35/10кВ Заводская
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2391 | 42797858 | 46245 | 46287 | 15 | 10950 | ПС 35/6кВ Печерск
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2392 | 42798096 | 46245 | 46429 | 15 | 16032.79 | ПС 110/35/10кВ Сычевка
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2393 | 42798105 | 46248 | 46370 | 15 | 55173 | ПС 110/35/10кВ Гагарин
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2394 | 42798300 | 46252 | 46294 | 15 | 51901 | ПС 35/10кВ Рябцево
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2395 | 42798336 | 46247 | 46289 | 15 | 10950 | ПС 35/6кВ  Водозабор (ЗУ)
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2396 | 42798347 | 46247 | 46289 | 15 | 10950 | ПС 35/6кВ  Водозабор (ЗУ)
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2397 | 42798428 | 46251 | 46293 | 2 | 2137.6999999999998 | ПС 110/35/10кВ Вязьма-1
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2398 | 42798454 | 46246 | 46288 | 13 | 51901 | ПС 35/10кВ Белеи
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2399 | 42798455 | 46245 | 46287 | 15 | 51901 | ПС 35/10кВ Екимовичи
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2400 | 42798503 | 46252 | 46294 | 15 | 51901 | ПС 110/35/10кВ Гагарин
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2401 | 42798550 | 46248 | 46290 | 15 | 10950 | ПС 110/6/6кВ Смоленск-2
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2402 | 42798576 | 46247 | 46612 | 15 | 103338.15 | ПС 110/10кВ Угра
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2403 | 42798584 | 46244 | 46286 | 10 | 36854 | ПС 35/6кВ Егорьево
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2404 | 42798871 | 46247 | 46268 | 8 | 14222 | ПС 110/6/6кВ Диффузион
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2405 | 42798960 | 46254 | 46438 | 15 | 115573.77 | ПС 35/10кВ Лубня
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2406 | 42798972 | 46251 | 46293 | 15 | 51901 | ПС 35/6кВ Гнездово
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2407 | 42798981 | 46247 | 46431 | 15 | 67956.05 | ПС 35/6кВ Гнездово
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2408 | 42798992 | 46251 | 46435 | 15 | 115573.77 | ПС 35/10кВ Катынь-1
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2409 | 42799021 | 46245 | 46429 | 15 | 67956.05 | ПС 35/10кВ Лубня
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2410 | 42799057 | 46252 | 46294 | 15 | 51901 | ПС 35/10кВ Лубня
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2411 | 42799093 | 46251 | 46293 | 15 | 51901 | ПС 35/6кВ ЗССК
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2412 | 42799097 | 46247 | 46289 | 15 | 10950 | ПС 110/35/10кВ Гагарин
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2413 | 42799105 | 46247 | 46289 | 8 | 10950 | ПС 35/10кВ Лубня
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2414 | 42799205 | 46264 | 46304 | 15 | 10950 | ПС 35/6кВ Печерск
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2415 | 42799207 | 46248 | 46432 | 15 | 115573.77 | ПС 35/10кВ Екимовичи
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2416 | 42799239 | 46259 | 46301 | 15 | 10950 | ПС 110/35/10кВ Козино
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2417 | 42799325 | 46254 | 46296 | 0.5 | 10950 | ПС 35/6кВ Колодня
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2418 | 42799373 | 46248 | 46290 | 15 | 51901 | ПС 110/6кВ Западная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2419 | 42799378 | 46255 | 46297 | 1.2E-2 | 10950 | ПС 110/10кВ Угра
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2420 | 42799466 | 46252 | 46436 | 5 | 68964.100000000006 | ПС 110/35/10кВ Днепровск
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2421 | 42799667 | 46253 | 46295 | 15 | 10950 | ПС 35/10кВ Одинцово
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2422 | 42799700 | 46255 | 46297 | 15 | 16032.79 | ПС 110/10кВ Ярцево-1
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2423 | 42799718 | 46247 | 46289 | 35 | 55173 | ПС 35/10кВ Богданово
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2424 | 42799775 | 46253 | 46295 | 15 | 10950 | ПС 35/10кВ Клушино
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2425 | 42799826 | 46254 | 46296 | 15 | 51901 | ПС 110/6кВ Западная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2426 | 42799869 | 46251 | 46293 | 6 | 36854 | ПС 110/35/10кВ Вязьма-1
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2427 | 42799942 | 46264 | 46304 | 15 | 10950 | ПС 35/6кВ Печерск
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2428 | 42800067 | 46252 | 46294 | 15 | 10950 | ПС 35/6кВ Колодня
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2429 | 42800105 | 46248 | 46432 | 10 | 77049.179999999993 | ПС 110/35/10кВ Заводская
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2430 | 42800163 | 46250 | 46434 | 15 | 51901 | ПС 35/10кВ Коммунар
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2431 | 42800178 | 46254 | 46438 | 15 | 92038.63 | ПС 35/10кВ Петровичи
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2432 | 42800180 | 46254 | 46438 | 12 | 51901 | ПС 35/10кВ Любавичи
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2433 | 42800192 | 46251 | 46293 | 15 | 51901 | ПС 35/10кВ Жичицы
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2434 | 42800197 | 46254 | 46296 | 12 | 51901 | ПС 35/10кВ Микулино
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2435 | 42800201 | 46252 | 46294 | 10 | 10688.52 | ПС 110/35/10кВ Велиж
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2436 | 42800210 | 46254 | 46438 | 5 | 38524.589999999997 | ПС 110/35/6кВ Южная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2437 | 42800266 | 46254 | 46296 | 15 | 10950 | ПС 110/35/10кВ Козино
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2438 | 42800299 | 46252 | 46294 | 15 | 10950 | ПС 35/10кВ Одинцово
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2439 | 42800367 | 46251 | 46293 | 25.8 | 92852 | ПС 110/10кВ Ярцево-2
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2440 | 42800369 | 46251 | 46435 | 15 | 51901 | ПС 35/10кВ Белеи
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2441 | 42800416 | 46255 | 46297 | 15 | 51901 | ПС 110/35/6кВ Южная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2442 | 42800434 | 46258 | 46300 | 30 | 51901 | ПС 35/10кВ Родоманово
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2443 | 42800465 | 46251 | 46293 | 15 | 10950 | ПС 35/6кВ Печерск
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2444 | 42800472 | 46253 | 46295 | 15 | 51901 | ПС 110/35/10кВ Козино
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2445 | 42800478 | 46252 | 46294 | 15 | 10950 | ПС 35/6кВ Печерск
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2446 | 42800495 | 46254 | 46438 | 12 | 51901 | ПС 110/35/10кВ Гагарин
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2447 | 42800497 | 46252 | 46294 | 15 | 10950 | ПС 35/6кВ Печерск
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2448 | 42800506 | 46251 | 46293 | 15 | 51901 | ПС 35/6кВ ЗССК
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2449 | 42800538 | 46255 | 46297 | 15 | 51901 | ПС 35/10кВ Одинцово
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2450 | 42800575 | 46253 | 46437 | 15 | 16032.79 | ПС 110/35/10кВ Гагарин
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2451 | 42800630 | 46252 | 46294 | 15 | 10950 | ПС 110/6/6кВ Диффузион
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2452 | 42800666 | 46252 | 46294 | 35 | 14222 | ПС 35/10кВ Лубня
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2453 | 42800667 | 46255 | 46439 | 15 | 16032.79 | ПС 35/10кВ Одинцово
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2454 | 42800750 | 46258 | 46300 | 70 | 72102 | ПС 110/10кВ Ярцево-1
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2455 | 42800879 | 46252 | 46374 | 500 | 14222 | ПС 110/6кВ Сафоново
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2456 | 42800990 | 46258 | 46300 | 15 | 10950 | ПС 110/35/6кВ Пронино
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2457 | 42801025 | 46254 | 46296 | 15 | 51901 | ПС 110/35/6кВ Пронино
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2458 | 42801067 | 46260 | 46444 | 70 | 154755.42000000001 | ПС 110/35/10кВ Демидов
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2459 | 42801092 | 46258 | 46300 | 2.2000000000000002 | 10950 | ПС 110/35/10 кВ Центральная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2460 | 42801169 | 46265 | 46446 | 15 | 84011.1 | ПС 110/10кВ Угра
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2461 | 42801200 | 46258 | 46300 | 15 | 10950 | ПС 110/35/10кВ Гагарин
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2462 | 42801256 | 46253 | 46295 | 15 | 16032.79 | ПС 110/35/10кВ Козино
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2463 | 42801257 | 46261 | 46303 | 15 | 10950 | ПС 110/35/6кВ Южная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2464 | 42801258 | 46261 | 46303 | 15 | 10950 | ПС 110/35/6кВ Южная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2465 | 42801260 | 46261 | 46303 | 15 | 10950 | ПС 110/35/6кВ Южная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2466 | 42801261 | 46261 | 46303 | 15 | 10950 | ПС 110/35/6кВ Южная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2467 | 42801262 | 46261 | 46303 | 15 | 10950 | ПС 110/35/6кВ Южная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2468 | 42801263 | 46261 | 46303 | 15 | 10950 | ПС 110/35/6кВ Южная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2469 | 42801265 | 46253 | 46295 | 15 | 51901 | ПС 35/10кВ Лубня
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2470 | 42801266 | 46255 | 46297 | 15 | 10950 | ПС 35/10кВ Лубня
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2471 | 42801267 | 46255 | 46297 | 15 | 10950 | ПС 35/10кВ Лубня
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2472 | 42801279 | 46255 | 46439 | 10 | 75983.58 | ПС 35/10кВ Екимовичи
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2473 | 42801280 | 46258 | 46442 | 15 | 16032.79 | ПС 35/10кВ Екимовичи
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2474 | 42801282 | 46253 | 46295 | 5 | 51901 | ПС 110/10кВ Угра
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2475 | 42801297 | 46253 | 46295 | 15 | 16032.79 | ПС 110/35/10кВ Темкино
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2476 | 42801304 | 46253 | 46437 | 15 | 115573.77 | ПС 110/35/10кВ Темкино
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2477 | 42801326 | 46254 | 46376 | 15 | 14222 | ПС 35/10кВ Одинцово
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2478 | 42801436 | 46258 | 46300 | 15 | 51901 | ПС 110/35/6кВ Южная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2479 | 42801452 | 46254 | 46438 | 15 | 115573.77 | ПС 110/35/6кВ Пронино
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2480 | 42801510 | 46256 | 46297 | 8 | 51901 | ПС 35/10кВ Рябцево
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2481 | 42801603 | 46254 | 46296 | 12 | 51901 | ПС 110/35/6кВ Южная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2482 | 42801642 | 46252 | 46436 | 15 | 16032.79 | ПС 35/10кВ Гореново
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2483 | 42801656 | 46259 | 46301 | 6 | 36854 | ПС 35/10кВ Миганово
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2484 | 42801670 | 46259 | 46381 | 150 | 14222 | ПС 35/10кВ Заборье
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2485 | 42801730 | 46255 | 46297 | 15 | 16032.79 | ПС 110/6кВ Западная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2486 | 42801737 | 46258 | 46442 | 15 | 115573.77 | ПС 35/10кВ Кикино
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2487 | 42801760 | 46259 | 46301 | 15 | 10950 | ПС 110/35/10кВ Гагарин
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2488 | 42801761 | 46258 | 46442 | 15 | 115573.77 | ПС 35/10кВ Богданово
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2489 | 42801770 | 46254 | 46296 | 15 | 36854 | ПС 35/6кВ Печерск
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2490 | 42801875 | 46254 | 46296 | 15 | 10950 | ПС 110/35/10кВ Козино
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2491 | 42801893 | 46255 | 46297 | 12 | 51901 | ПС 35/6кВ Гнездово
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Смоленскэнерго | Смоленская область | 2492 | 42801958 | 46254 | 46296 | 15 | 16032.79 | ПС 110/35/10кВ Издешково
