list;stranica;zakazchik;god_min;god_max;hvost
4_referentsii_metallurgicheskaya_otrasl.pdf;24;402 К-3250-42-1 Болгария Кремиковцы МК 1;1968;1968;1968 9,8 2450 2 0,44 0,10 Паровая турбина Воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;24;403 К-4250-41-2 Румыния 1;1968;1968;1968 18 4240 2 0,40 0,10 Паровая турбина Воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;24;404 К-5500-41-1 Казахстан Карагандинский МЗ 1;1968;1968;1968 22 5500 2 0,51 0,10 Паровая турбина Воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;24;405 К-5500-41-1 Россия Нижнетагильский МК 1;1968;1968;1968 22 5500 2 0,51 0,10 Паровая турбина Воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;24;406 К-5500-41-1 Россия Нижнетагильский МК 1;1968;1968;1968 22 5500 2 0,51 0,10 Паровая турбина Воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;24;407 К-5500-41-1 Россия Череповецкий МК 1;1968;1968;1968 22 5500 2 0,51 0,10 Паровая турбина Воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;24;408 К-905-61-1 Россия Красный Октябрь МЗ 1;1968;1968;1968 6 915 3 0,74 0,10 Электродвигатель воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;24;409 К-905-61-1 Россия Нижнетагильский МК 1;1968;1968;1968 6 915 3 0,74 0,10 Электродвигатель воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;24;410 К-905-61-1 Россия Череповецкий МК 1;1968;1968;1968 6 915 3 0,74 0,10 Электродвигатель воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;24;411 Н-3500-14-1 Россия Магнитогорский МК 1;1968;1968;1968 1,3 4000 1 0,09 0,09 Электродвигатель агломерационный газ
4_referentsii_metallurgicheskaya_otrasl.pdf;24;412 Н-3500-14-1 Украина МЗ им. Петровского 1;1968;1968;1968 1,3 4000 1 0,09 0,09 Электродвигатель агломерационный газ
4_referentsii_metallurgicheskaya_otrasl.pdf;24;413 Н-6500-11-3 Украина Азовсталь 2;1968;1968;1968 1,6 6500 1 0,10 0,09 Электродвигатель дымовой газ
4_referentsii_metallurgicheskaya_otrasl.pdf;24;414 Н-6500-11-3 Украина Алчевский МК 5;1968;1968;1968 1,6 6500 1 0,10 0,09 Электродвигатель дымовой газ
4_referentsii_metallurgicheskaya_otrasl.pdf;24;415 Н-6500-11-3 Украина Запорожсталь МЗ 1;1968;1968;1968 1,6 6500 1 0,10 0,09 Электродвигатель дымовой газ
4_referentsii_metallurgicheskaya_otrasl.pdf;24;комбинат 2;1968;1968;1968 1,6 6500 1 0,10 0,09 Электродвигатель дымовой газ
4_referentsii_metallurgicheskaya_otrasl.pdf;24;417 Н-6500-11-3 Россия Качканарский ГОК 2;1968;1968;1968 1,6 6500 1 0,10 0,09 Электродвигатель дымовой газ
4_referentsii_metallurgicheskaya_otrasl.pdf;24;418 Н-6500-11-3 Россия Красный Октябрь МЗ 1;1968;1968;1968 1,6 6500 1 0,10 0,09 Электродвигатель дымовой газ
4_referentsii_metallurgicheskaya_otrasl.pdf;24;419 Н-6500-11-3 Украина Макеевский МЗ 2;1968;1968;1968 1,6 6500 1 0,10 0,09 Электродвигатель дымовой газ
4_referentsii_metallurgicheskaya_otrasl.pdf;24;420 Н-6500-11-3 Украина МЗ им. Дзержинского 1;1968;1968;1968 1,6 6500 1 0,10 0,09 Электродвигатель дымовой газ
4_referentsii_metallurgicheskaya_otrasl.pdf;24;421 Н-6500-11-3 Польша Хута имени Сендземира 1;1968;1968;1968 1,6 6500 1 0,10 0,09 Электродвигатель дымовой газ
4_referentsii_metallurgicheskaya_otrasl.pdf;24;422 Н-6500-12-1 Россия Западно-Сибирский МК 1;1968;1968;1968 1,6 4200 1 0,10 0,09 Электродвигатель конверторные газы
4_referentsii_metallurgicheskaya_otrasl.pdf;24;423 Н-6500-12-1 Россия Челябинский МК 1;1968;1968;1968 1,6 4200 1 0,10 0,09 Электродвигатель конверторные газы
4_referentsii_metallurgicheskaya_otrasl.pdf;24;424 Н-7500-11-1 Украина Енакиевский МЗ 1;1968;1968;1968 2,5 7500 1 0,10 0,09 Электродвигатель воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;24;комбинат 1;1968;1968;1968 2,5 7500 1 0,10 0,09 Электродвигатель воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;24;426 Н-7500-11-1 Украина Криворожский МЗ 2;1968;1968;1968 2,5 7500 1 0,10 0,09 Электродвигатель воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;24;427 Н-7500-11-1 Украина МЗ им.Ильича 3;1968;1968;1968 2,5 7500 1 0,10 0,09 Электродвигатель воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;24;428 Н-7500-11-1 Украина МЗ им. Ильича 1;1968;1968;1968 2,5 7500 1 0,10 0,09 Электродвигатель воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;24;429 Н-7500-11-2 Казахстан Карагандинский МЗ 2;1968;1968;1968 2,5 7500 1 0,10 0,09 Электродвигатель воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;24;430 Н-9000-11-4 Россия Качканарский ГОК 1;1968;1968;1968 2,5 9000 1 0,09 0,09 Электродвигатель агломерационный газ
4_referentsii_metallurgicheskaya_otrasl.pdf;25;431 Н-9000-11-4 Украина МЗ им. Ильича 5;1968;1968;1968 2,5 9000 1 0,09 0,09 Электродвигатель агломерационный газ
4_referentsii_metallurgicheskaya_otrasl.pdf;25;432 Н-9000-11-4 Украина МЗ им. Ильича 1;1968;1968;1968 2,5 9000 1 0,09 0,09 Электродвигатель агломерационный газ
4_referentsii_metallurgicheskaya_otrasl.pdf;25;433 Н-9000-11-4 Украина Никопольский завод ферросплавов 1;1968;1968;1968 2,5 9000 1 0,09 0,09 Электродвигатель агломерационный газ
4_referentsii_metallurgicheskaya_otrasl.pdf;25;434 Н-900-31-1 Россия Западно-Сибирский МК 1;1968;1968;1968 3,5 880 1 0,28 0,10 Электродвигатель воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;25;435 Н-900-31-1 Россия Карабашский ГМК 1;1968;1968;1968 3,5 880 1 0,28 0,10 Электродвигатель воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;25;436 Н-900-31-1 Россия Норильский ГМК 2;1968;1968;1968 3,5 880 1 0,28 0,10 Электродвигатель воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;25;437 К-1500-62-1 Россия Южуралникель 1;1969;1969;1969 9 1590 3 0,74 0,10 Электродвигатель воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;25;438 К-1500-62-2 Иран Исфаханский МЗ 2;1969;1969;1969 9 1590 3 0,74 0,10 Электродвигатель воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;25;439 К-1500-62-2 Украина Криворожский МЗ 3;1969;1969;1969 9 1590 3 0,74 0,10 Электродвигатель воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;25;440 К-1500-62-2 Украина Криворожский МЗ 2;1969;1969;1969 9 1590 3 0,74 0,10 Электродвигатель воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;25;441 К-1500-62-2 Украина МЗ им. Ильича 3;1969;1969;1969 9 1590 3 0,74 0,10 Электродвигатель воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;25;442 К-3000-61-1 Россия Западно-Сибирский МК 1;1969;1969;1969 20,5 3200 3 0,65 0,10 Паровая турбина Воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;25;443 К-3000-61-1 Россия Новолипецкий МК 1;1969;1969;1969 20,5 3200 3 0,65 0,10 Паровая турбина Воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;25;444 К-3000-61-1 Польша Хута имени Сендземира 1;1969;1969;1969 20,5 3200 3 0,65 0,10 Паровая турбина Воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;25;445 К-3250-41-2 Украина Енакиевский МЗ 1;1969;1969;1969 12 3250 2 0,44 0,10 Паровая турбина Воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;25;446 К-3250-42-1 Иран Исфаханский МЗ 2;1969;1969;1969 9,8 2450 2 0,44 0,10 Паровая турбина Воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;25;447 К-3250-42-1 Россия Косогорский МЗ 1;1969;1969;1969 9,8 2450 2 0,44 0,10 Паровая турбина Воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;25;448 К-3250-42-1 Россия Тулачермет 1;1969;1969;1969 9,8 2450 2 0,44 0,10 Паровая турбина Воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;25;449 К-345-91-1 Казахстан Карагандинский МЗ 2;1969;1969;1969 3,5 345 3 1,32 0,10 Электродвигатель Воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;25;450 К-5500-41-1 Россия Западно-Сибирский МК 1;1969;1969;1969 22 5500 2 0,51 0,10 Паровая турбина Воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;25;451 К-5500-41-1 Россия Череповецкий МК 1;1969;1969;1969 22 5500 2 0,51 0,10 Паровая турбина Воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;25;452 К-905-61-1 Украина Криворожский МЗ 1;1969;1969;1969 6 915 3 0,74 0,10 Электродвигатель воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;25;453 К-905-61-1 Казахстан Прикаспийский ГМК 3;1969;1969;1969 6 915 3 0,74 0,10 Электродвигатель воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;25;454 Н-3500-14-1 Россия Красный Октябрь МЗ 1;1969;1969;1969 1,3 4000 1 0,09 0,09 Электродвигатель агломерационный газ
4_referentsii_metallurgicheskaya_otrasl.pdf;25;455 Н-6500-11-3 Украина Алчевский МК 2;1969;1969;1969 1,6 6500 1 0,10 0,09 Электродвигатель дымовой газ
4_referentsii_metallurgicheskaya_otrasl.pdf;25;456 Н-6500-11-3 Иран Исфаханский МЗ 1;1969;1969;1969 1,6 6500 1 0,10 0,09 Электродвигатель дымовой газ
4_referentsii_metallurgicheskaya_otrasl.pdf;25;457 Н-6500-11-3 Россия Качканарский ГОК 2;1969;1969;1969 1,6 6500 1 0,10 0,09 Электродвигатель дымовой газ
4_referentsii_metallurgicheskaya_otrasl.pdf;25;458 Н-6500-11-3 Россия Красный Октябрь МЗ 1;1969;1969;1969 1,6 6500 1 0,10 0,09 Электродвигатель дымовой газ
4_referentsii_metallurgicheskaya_otrasl.pdf;25;459 Н-6500-11-3 Украина Криворожский УГОК 1;1969;1969;1969 1,6 6500 1 0,10 0,09 Электродвигатель дымовой газ
4_referentsii_metallurgicheskaya_otrasl.pdf;25;460 Н-6500-11-3 Казахстан Соколово-Сарбайский ГОК 4;1969;1969;1969 1,6 6500 1 0,10 0,09 Электродвигатель дымовой газ
4_referentsii_metallurgicheskaya_otrasl.pdf;25;461 Н-6500-11-3 Польша Хута имени Сендземира 1;1969;1969;1969 1,6 6500 1 0,10 0,09 Электродвигатель дымовой газ
4_referentsii_metallurgicheskaya_otrasl.pdf;26;"462 Н-6500-12-2 Югославия МК ""Железара Зеница"" 2";1969;1969;1969 1,6 4200 1 0,10 0,09 Электродвигатель конверторные газы
4_referentsii_metallurgicheskaya_otrasl.pdf;26;463 Н-7500-11-1 Украина Алчевский МК 2;1969;1969;1969 2,5 7500 1 0,10 0,09 Электродвигатель воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;26;464 Н-7500-11-1 Иран Исфаханский МЗ 1;1969;1969;1969 2,5 7500 1 0,10 0,09 Электродвигатель воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;26;465 Н-7500-11-1 Россия Тулачермет 1;1969;1969;1969 2,5 7500 1 0,10 0,09 Электродвигатель воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;26;466 Н-9000-11-4 Россия Качканарский ГОК 2;1969;1969;1969 2,5 9000 1 0,09 0,09 Электродвигатель агломерационный газ
4_referentsii_metallurgicheskaya_otrasl.pdf;26;467 Н-9000-11-4 Украина Никопольский завод ферросплавов 2;1969;1969;1969 2,5 9000 1 0,09 0,09 Электродвигатель агломерационный газ
4_referentsii_metallurgicheskaya_otrasl.pdf;26;468 Н-9000-11-5 Россия Западно-Сибирский МК 2;1969;1969;1969 3,3 12000 1 0,09 0,09 Электродвигатель агломерационный газ
4_referentsii_metallurgicheskaya_otrasl.pdf;26;469 Н-9000-11-5 Россия Череповецкий МК 2;1969;1969;1969 3,3 12000 1 0,09 0,09 Электродвигатель агломерационный газ
4_referentsii_metallurgicheskaya_otrasl.pdf;26;470 Н-900-31-1 Казахстан Джезказганцветмет 3;1969;1969;1969 3,5 880 1 0,28 0,10 Электродвигатель воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;26;471 Н-900-31-1 Россия Норильский ГМК 2;1969;1969;1969 3,5 880 1 0,28 0,10 Электродвигатель воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;26;472 К-1500-62-1 Россия Красный Октябрь МЗ 1;1970;1970;1970 9 1590 3 0,74 0,10 Электродвигатель воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;26;473 К-1500-62-1 Россия Новолипецкий МК 1;1970;1970;1970 9 1590 3 0,74 0,10 Электродвигатель воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;26;474 К-1500-62-2 Казахстан Карагандинский МЗ 1;1970;1970;1970 9 1590 3 0,74 0,10 Электродвигатель воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;26;475 К-3000-61-1 Россия Магнитогорский МК 1;1970;1970;1970 20,5 3200 3 0,65 0,10 Паровая турбина Воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;26;476 К-3250-42-1 Египет Металлургический завод 2;1970;1970;1970 9,8 2450 2 0,44 0,10 Паровая турбина Воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;26;477 К-5500-41-1 Украина Алчевский МК 1;1970;1970;1970 22 5500 2 0,51 0,10 Паровая турбина Воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;26;478 К-5500-42-1 Россия Магнитогорский МК 1;1970;1970;1970 18-20.10 3950-4150 2 0,51 0,10 Паровая турбина воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;26;479 К-5500-42-1 Россия Челябинский МК 1;1970;1970;1970 18-20.11 3950-4150 2 0,51 0,10 Паровая турбина воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;26;480 К-5500-42-1 Украина Азовсталь 1;1970;1970;1970 18-20.9 3950-4150 2 0,51 0,10 Паровая турбина воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;26;481 Н-3500-14-1 Россия МЗ им.А.К.Серова 1;1970;1970;1970 1,3 4000 1 0,09 0,09 Электродвигатель агломерационный газ
4_referentsii_metallurgicheskaya_otrasl.pdf;26;комбинат 1;1970;1970;1970 1,6 6500 1 0,10 0,09 Электродвигатель дымовой газ
4_referentsii_metallurgicheskaya_otrasl.pdf;26;483 Н-6500-11-3 Украина Криворожский МЗ 4;1970;1970;1970 1,6 6500 1 0,10 0,09 Электродвигатель дымовой газ
4_referentsii_metallurgicheskaya_otrasl.pdf;26;484 Н-6500-11-3 Россия Кузнецкий МК 1;1970;1970;1970 1,6 6500 1 0,10 0,09 Электродвигатель дымовой газ
4_referentsii_metallurgicheskaya_otrasl.pdf;26;485 Н-6500-11-3 Украина Макеевский МЗ 4;1970;1970;1970 1,6 6500 1 0,10 0,09 Электродвигатель дымовой газ
4_referentsii_metallurgicheskaya_otrasl.pdf;26;486 Н-6500-11-3 Россия Абагурская аглофабрика 1;1970;1970;1970 1,6 6500 1 0,10 0,09 Электродвигатель дымовой газ
4_referentsii_metallurgicheskaya_otrasl.pdf;26;487 Н-7500-11-1 Украина Азовсталь 2;1970;1970;1970 2,5 7500 1 0,10 0,09 Электродвигатель воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;26;488 Н-7500-11-1 Украина Алчевский МК 2;1970;1970;1970 2,5 7500 1 0,10 0,09 Электродвигатель воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;26;489 Н-7500-11-1 Украина Криворожский ЮГОК 2;1970;1970;1970 2,5 7500 1 0,10 0,09 Электродвигатель воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;26;490 Н-7500-11-1 Россия Магнитогорский МК 1;1970;1970;1970 2,5 7500 1 0,10 0,09 Электродвигатель воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;26;491 Н-7500-11-1 Россия Тулачермет 1;1970;1970;1970 2,5 7500 1 0,10 0,09 Электродвигатель воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;26;492 Н-9000-11-4 Россия Качканарский ГОК 2;1970;1970;1970 2,5 9000 1 0,09 0,09 Электродвигатель агломерационный газ
4_referentsii_metallurgicheskaya_otrasl.pdf;27;493 Н-900-31-1 Узбекистан Алмалыкский ГМК 1;1970;1970;1970 3,5 880 1 0,28 0,10 Электродвигатель воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;27;494 Н-900-31-1 Россия МЗ им.А.К.Серова 1;1970;1970;1970 3,5 880 1 0,28 0,10 Электродвигатель воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;27;495 Н-900-31-1 Россия Норильский ГОК 2;1970;1970;1970 3,5 880 1 0,28 0,10 Электродвигатель воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;27;496 К-3000-61-1 Казахстан Карагандинский МЗ 1;1971;1971;1971 20,5 3200 3 0,65 0,10 Паровая турбина Воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;27;497 К-3000-61-1 Россия Магнитогорский МК 1;1971;1971;1971 20,5 3200 3 0,65 0,10 Паровая турбина Воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;27;498 К-3250-41-2 Украина Запорожсталь МЗ 1;1971;1971;1971 12 3250 2 0,44 0,10 Паровая турбина Воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;27;499 К-3250-41-2 Украина Краматорский МК 1;1971;1971;1971 12 3250 2 0,44 0,10 Паровая турбина Воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;27;500 К-3250-41-2 Румыния Металлургический комбинат 2;1971;1971;1971 12 3250 2 0,44 0,10 Паровая турбина Воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;27;501 К-345-91-1 Россия Орско-Халиловский МК 2;1971;1971;1971 3,5 345 3 1,32 0,10 Электродвигатель Воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;27;502 К-5500-41-1 Россия Новолипецкий МК 1;1971;1971;1971 22 5500 2 0,51 0,10 Паровая турбина Воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;27;503 К-5500-42-1 Румыния Металлургический комбинат 2;1971;1971;1971 18-20.12 3950-4150 2 0,51 0,10 Паровая турбина воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;27;504 К-5500-42-1 Россия Челябинский МК 1;1971;1971;1971 18-20.13 3950-4150 2 0,51 0,10 Паровая турбина воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;27;505 К-7000-41-1 Россия Новолипецкий МК 1;1971;1971;1971 31 6900 2 0,52 0,10 Паровая турбина воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;27;506 К-905-61-1 Казахстан Прикаспийский ГМК 1;1971;1971;1971 6 915 3 0,74 0,10 Электродвигатель воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;27;507 Н-3500-14-1 Египет Металлургический завод 1;1971;1971;1971 1,3 4000 1 0,09 0,09 Электродвигатель агломерационный газ
4_referentsii_metallurgicheskaya_otrasl.pdf;27;508 Н-6500-11-3 Украина Макеевский МЗ 1;1971;1971;1971 1,6 6500 1 0,10 0,09 Электродвигатель дымовой газ
4_referentsii_metallurgicheskaya_otrasl.pdf;27;509 Н-6500-11-3 Египет Металлургический завод 2;1971;1971;1971 1,6 6500 1 0,10 0,09 Электродвигатель дымовой газ
4_referentsii_metallurgicheskaya_otrasl.pdf;27;"510 Н-6500-11-4 Югославия МК ""Железара Зеница"" 2";1971;1971;1971 1,6 6750 1 0,10 0,09 Электродвигатель газ ферросплавных печей
4_referentsii_metallurgicheskaya_otrasl.pdf;27;511 Н-7500-11-1 Украина Криворожский МЗ 1;1971;1971;1971 2,5 7500 1 0,10 0,09 Электродвигатель воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;27;512 Н-7500-11-1 Россия Магнитогорский МК 1;1971;1971;1971 2,5 7500 1 0,10 0,09 Электродвигатель воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;27;513 Н-7500-11-1 Россия Тулачермет 1;1971;1971;1971 2,5 7500 1 0,10 0,09 Электродвигатель воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;27;514 Н-7500-11-3 Казахстан Карагандинский МЗ 1;1971;1971;1971 2,5 7500 1 0,10 0,09 Электродвигатель воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;27;515 Н-9000-11-4 Россия Качканарский ГОК 2;1971;1971;1971 2,5 9000 1 0,09 0,09 Электродвигатель агломерационный газ
4_referentsii_metallurgicheskaya_otrasl.pdf;27;516 Н-9000-11-5 Россия Новолипецкий МК 2;1971;1971;1971 3,3 12000 1 0,09 0,09 Электродвигатель агломерационный газ
4_referentsii_metallurgicheskaya_otrasl.pdf;27;517 К-1500-62-2 Россия Западно-Сибирский МК 2;1972;1972;1972 9 1590 3 0,74 0,10 Электродвигатель воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;27;518 К-1500-62-2 Украина Криворожский МЗ 2;1972;1972;1972 9 1590 3 0,74 0,10 Электродвигатель воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;27;519 К-1500-62-2 Украина МЗ им. Ильича 1;1972;1972;1972 9 1590 3 0,74 0,10 Электродвигатель воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;27;520 К-1500-62-2 Россия Новолипецкий МК 3;1972;1972;1972 9 1590 3 0,74 0,10 Электродвигатель воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;27;521 К-3000-61-1 Казахстан Карагандинский МЗ 1;1972;1972;1972 20,5 3200 3 0,65 0,10 Паровая турбина Воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;27;522 К-3000-61-1 Россия Магнитогорский МК 1;1972;1972;1972 20,5 3200 3 0,65 0,10 Паровая турбина Воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;27;523 К-3000-61-1 Россия Новолипецкий МК 1;1972;1972;1972 20,5 3200 3 0,65 0,10 Паровая турбина Воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;28;524 К-3250-41-2 Турция Искендерунский МК 3;1972;1972;1972 12 3250 2 0,44 0,10 Паровая турбина Воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;28;525 К-3250-41-2 Румыния 1;1972;1972;1972 12 3250 2 0,44 0,10 Паровая турбина Воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;28;526 К-5500-42-1 Украина Макеевский МЗ 1;1972;1972;1972 18-20.14 3950-4150 2 0,51 0,10 Паровая турбина воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;28;527 К-5500-42-1 Украина МЗ им.Дзержинского 1;1972;1972;1972 18-20.15 3950-4150 2 0,51 0,10 Паровая турбина воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;28;528 К-7000-41-1 Россия Западно-Сибирский МК 1;1972;1972;1972 31 6900 2 0,52 0,10 Паровая турбина воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;28;529 К-905-61-1 Россия Западно-Сибирский МК 1;1972;1972;1972 6 915 3 0,74 0,10 Электродвигатель воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;28;530 Н-70-31-2 Украина Абразивный комбинат 1;1972;1972;1972 1,6 67 1 2,21 0,85 Электродвигатель воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;28;531 Н-9000-11-5 Казахстан Карагандинский МЗ 1;1972;1972;1972 3,3 12000 1 0,09 0,09 Электродвигатель агломерационный газ
4_referentsii_metallurgicheskaya_otrasl.pdf;28;532 Н-9000-11-5 Россия Новолипецкий МК 2;1972;1972;1972 3,3 12000 1 0,09 0,09 Электродвигатель агломерационный газ
4_referentsii_metallurgicheskaya_otrasl.pdf;28;533 Н-900-31-3 Россия МЗ им.А.К.Серова 1;1972;1972;1972 3,15 890 1 0,28 0,10 Электродвигатель воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;28;цинковый комбинат 1;1972;1972;1972 4 980 1 0,33 0,10 Электродвигатель воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;28;535 К-1500-62-2 Украина Азовсталь 1;1973;1973;1973 9 1590 3 0,74 0,10 Электродвигатель воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;28;536 К-1500-62-2 Россия Магнитогорский МК 2;1973;1973;1973 9 1590 3 0,74 0,10 Электродвигатель воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;28;537 К-1500-62-2 Россия Нижнетагильский МК 1;1973;1973;1973 9 1590 3 0,74 0,10 Электродвигатель воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;28;538 К-1500-62-2 Россия Орско-Халиловский МК 3;1973;1973;1973 9 1590 3 0,74 0,10 Электродвигатель воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;28;539 К-1500-62-2 Россия Средне-Уральский МЗ 1;1973;1973;1973 9 1590 3 0,74 0,10 Электродвигатель воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;28;540 К-3000-61-1 Россия Западно-Сибирский МК 1;1973;1973;1973 20,5 3200 3 0,65 0,10 Паровая турбина Воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;28;541 К-3000-61-1 Россия Магнитогорский МК 1;1973;1973;1973 20,5 3200 3 0,65 0,10 Паровая турбина Воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;28;542 К-3000-61-1 Россия Челябинский МК 1;1973;1973;1973 20,5 3200 3 0,65 0,10 Паровая турбина Воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;28;543 К-3250-42-1 Россия Свободный Сокол МЗ 1;1973;1973;1973 9,8 2450 2 0,44 0,10 Паровая турбина Воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;28;544 К-5500-41-1 Россия Орско-Халиловский МК 2;1973;1973;1973 22 5500 2 0,51 0,10 Паровая турбина Воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;28;545 К-5500-42-1 Украина МЗ им.Дзержинского 1;1973;1973;1973 18-20.16 3950-4150 2 0,51 0,10 Паровая турбина воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;28;546 К-905-61-1 Румыния Металлургический комбинат 1;1973;1973;1973 6 915 3 0,74 0,10 Электродвигатель воздух
4_referentsii_metallurgicheskaya_otrasl.pdf;28;547 Н-3500-15-1 Украина Енакиевский МЗ 1;1973;1973;1973 1,25 4000 1 0,10 0,09 Электродвигатель агломерационный газ
4_referentsii_metallurgicheskaya_otrasl.pdf;28;548 Н-3500-15-1 Украина Макеевский МЗ 1;1973;1973;1973 1,25 4000 1 0,10 0,09 Электродвигатель агломерационный газ
4_referentsii_metallurgicheskaya_otrasl.pdf;28;549 Н-6500-11-4 Россия Гороблагодат. Рудоуправление 1;1973;1973;1973 1,6 6750 1 0,10 0,09 Электродвигатель газ ферросплавных печей
4_referentsii_metallurgicheskaya_otrasl.pdf;28;550 Н-6500-11-4 Украина Макеевский МЗ 2;1973;1973;1973 1,6 6750 1 0,10 0,09 Электродвигатель газ ферросплавных печей
4_referentsii_metallurgicheskaya_otrasl.pdf;28;"551 Н-6500-11-4 Югославия МК ""Железара Зеница"" 1";1973;1973;1973 1,6 6750 1 0,10 0,09 Электродвигатель газ ферросплавных печей
