inn;predpriyatie;nazvanie_egrul;adres;sayt;rukovoditel;dolzhnost_rukovoditelya;status_egrul;vyruchka;vyruchka_god;okved_osnovnoy;okvedov;okved_kody;ssylka_checko;ssylka_okved
7802862265;ООО &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛСР. СТРОИТЕЛЬСТВО - СЕВЕРО-ЗАПАД""";194292, Г.САНКТ-ПЕТЕРБУРГ, ПЕР. 3-Й ВЕРХНИЙ, Д. 5, ЛИТЕР Т, ПОМ/КАБ 2-Н, 3-Н/277;lsrconstruction-nw.ru;Румянцев Сергей Валентинович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;32 млрд;2025;;;;https://checko.ru/company/lsr-stroitelstvo-sz-1147847196727;
7017127752;ООО &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАЦИОНАЛЬНАЯ ГАЗОВАЯ КОМПАНИЯ - ТОМСК""";г Томск, Кузовлевский тракт, д 2 стр 270;gasproduction.ru;Юсубов Мехман Сулейман Оглы;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;449,9 млн;2025;;;;https://checko.ru/company/ngk-tomsk-1057002627153;
4222010511;ПАО &quot;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЮЖНО-КУЗБАССКАЯ ГРЭС""";Кемеровская область - Кузбасс, г Калтан, ул Комсомольская, д 20;ukgres.ru;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕЧЕЛ-ЭНЕРГО""";;ACTIVE;3,2 млрд;2025;;;;https://checko.ru/company/pao-yuk-grehs-1064205110122;
4705006785;ПАО &quot;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЗАВОД ""БУРЕВЕСТНИК""";Ленинградская обл, г Гатчина, ул Соборная, д 31;zavodburevestnik.ru;Федоров Олег Александрович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;1,9 млрд;2018;;;;https://checko.ru/company/pao-zavod-burevestnik-1024701241355;
1106025134;ООО БК &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ БУРОВАЯ КОМПАНИЯ ""СЕВЕР""";Респ Коми, г Усинск, ул Транспортная, стр 7Б/1;;Яковлев Михаил Юрьевич;Конкурсный управляющий;BANKRUPT;;;;;;https://checko.ru/company/bk-sever-1091106000281;
3528171465;ООО &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВЕРСТАЛЬ-ПРОЕКТ""";Вологодская обл, г Череповец, ул Маяковского, д 11;severstal-proekt.com;Моховиков Андрей Александрович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;1,4 млрд;2022;;;;https://checko.ru/company/severstal-proekt-1103528008979;
3802008553;АО &quot;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВЫСОЧАЙШИЙ""";Иркутская обл, г Бодайбо, ул Березовая, зд 17;gvgold.ru;Гостев Сергей Викторович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;29,5 млрд;2025;;;;https://checko.ru/company/vysochayshy-1023800732878;
0309000133;ОАО &quot;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СЕЛЕНГИНСКИЙ ЦЕЛЛЮЛОЗНО-КАРТОННЫЙ КОМБИНАТ""";671247, РЕСПУБЛИКА БУРЯТИЯ, М.Р-Н КАБАНСКИЙ, Г.П. СЕЛЕНГИНСКОЕ, ПГТ. СЕЛЕНГИНСК, УЛ. ПРОМПЛОЩАДКА, Д. 1;sckkbur.ru;Черниговский Андрей Леонидович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;5,4 млрд;2025;;;;https://checko.ru/company/selenginsky-ckk-1020300665604;
6154028021;АО &quot;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТАГАНРОГСКИЙ АВИАЦИОННЫЙ НАУЧНО-ТЕХНИЧЕСКИЙ КОМПЛЕКС ИМ. Г.М. БЕРИЕВА""";Ростовская обл, г Таганрог, пл Авиаторов, д 1;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТУПОЛЕВ""";;ACTIVE;9,1 млрд;2018;;;;https://checko.ru/company/tigmb-1026102571065;
7838418751;АО &quot;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТРАЛЬНОЕ КОНСТРУКТОРСКОЕ БЮРО МОРСКОЙ ТЕХНИКИ ""РУБИН""";г Санкт-Петербург, ул Марата, д 90;ckb-rubin.ru;Дорофеев Владимир Юрьевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;57,2 млрд;2018;;;;https://checko.ru/company/ckb-mt-rubin-1089848051116;
4803003408;ОАО &quot;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СИЛАН""";Липецкая обл, г Данков, ул Зайцева, д 14;;Стрельников Станислав Владиславович;КОНКУРСНЫЙ УПРАВЛЯЮЩИЙ;LIQUIDATED;;;;;;https://checko.ru/company/silan-1024800548277;
2608010302;ООО &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИПАТОВСКИЙ ПИВЗАВОД""";356631, СТАВРОПОЛЬСКИЙ КРАЙ, М.О. ИПАТОВСКИЙ, Г. ИПАТОВО, УЛ. ЗАРЕЧНАЯ, ЗД. 34;ipatovskoe.ru;Скляров Владимир Владимирович;ДИРЕКТОР;ACTIVE;534,6 млн;2025;;;;https://checko.ru/company/ipatovsky-pivzavod-1042600487709;
0902011018;ЗАО &quot;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""КАРАЧАЕВСКИЙ ПИВЗАВОД""";Карачаево-Черкесская Респ, г Карачаевск, ул Кирова, д 22;pivzawod.ru;Текеев Руслан Умарович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;680 млн;2025;;;;https://checko.ru/company/karachaevsky-pivzavod-1020900776434;
0909000840;АО &quot;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КАВКАЗЦЕМЕНТ""";369300, КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА, Р-Н УСТЬ-ДЖЕГУТИНСКИЙ, Г. УСТЬ-ДЖЕГУТА, УЧ-К ПРОМПЛОЩАДКА ЦЕМЗАВОДА;;Богомазов Сергей Николаевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;LIQUIDATED;13,5 млрд;2024;;;;https://checko.ru/company/kavkazcement-1020900730003;
7805187530;ООО &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАМНЕОБРАБАТЫВАЮЩИЙ ЗАВОД ""ВОЗРОЖДЕНИЕ-2""";198095, Г.САНКТ-ПЕТЕРБУРГ, ПЕР. МИХАЙЛОВСКИЙ, Д. 4А, ЛИТЕРА С, ПОМЕЩЕНИЕ 2-Н,3-Н ОФИС 31;vozr.ru;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ВОЗРОЖДЕНИЕ ТОРГОВЫЙ ДОМ""";;ACTIVE;439,7 млн;2025;;;;https://checko.ru/company/kz-vozrozhdenie-2-1027802761766;
6726504312;АО &quot;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АВАНГАРД""";Смоленская обл, г Сафоново, ул Октябрьская, д 78;avangard-plastik.ru;Родителев Владислав Игоревич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;2,4 млрд;2015;;;;https://checko.ru/company/avangard-1086726001614;
5248016686;ООО &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДАЙДО МЕТАЛЛ РУСЬ""";Нижегородская обл, Городецкий р-н, г Заволжье, ул Советская, д 1А, помещ П1;daidorussia.ru;Сорокин Владимир Константинович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;1,2 млрд;2021;;;;https://checko.ru/company/daydo-metall-rus-1035204739514;
3730002510;ЗАО &quot;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ИВАНОВОИСКОЖ""";г Иваново, ул Окуловой, д 61;ivcore.ru;Лукьянченко Дмитрий Сергеевич;УПРАВЛЯЮЩИЙ - ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ;ACTIVE;1,9 млрд;2021;;;;https://checko.ru/company/ivanovoiskozh-1023700530941;
7801133686;ОАО &quot;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОЖА""";г Санкт-Петербург, Декабристов пер, д 7 литера т, помещ 133;;Винник Александр Арнольдович;ЛИКВИДАТОР;LIQUIDATED;60,8 млн;2022;;;;https://checko.ru/company/kozha-1037800027781;
6152000817;ПАО &quot;;;paogranit.ru;;;;692,3 млн;2018;;;;https://checko.ru/company/pao-granit-1026104023285;
5252000470;АО &quot;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГИДРОАГРЕГАТ""";Нижегородская обл, г Павлово, ул Коммунистическая, д 78;;Редько Павел Григорьевич;ГЕНЕРАЛЬНЫЙ   ДИРЕКТОР;ACTIVE;4,6 млрд;2018;;;;https://checko.ru/company/gidroagregat-1025202124100;
0544019952;ООО  &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ХАСАВЮРТОВСКИЙ ЗАВОД ЖЕЛЕЗОБЕТОННЫХ ИЗДЕЛИЙ""";Респ Дагестан, г Хасавюрт, ул Экскаваторная, д 1;;Баймурзаев Магомедрасул Магомеднабиевич;ВНЕШНИЙ УПРАВЛЯЮЩИЙ;LIQUIDATED;;;;;;https://checko.ru/company/hasavyurtovsky-zavod-zhbi-1040502108558;
3510004872;ООО &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОРГОВЫЙ ДОМ ""МЕДИЦИНСКИЙ ГАЗОВЫЙ СЕРВИС""";Вологодская обл, Кадуйский р-н, рп Кадуй, ул Октябрьская, д 13;medgazservice.ru;Дмитриев Денис Анатольевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;1 млрд;2025;;;;https://checko.ru/company/td-medgazservis-1023502291670;
5246022243;ООО &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНОЭНЕРГОСЕРВИС""";606440, НИЖЕГОРОДСКАЯ ОБЛАСТЬ, М.О. ГОРОД БОР, Г. БОР, Ш. СТЕКЛОЗАВОДСКОЕ, Д. 1/13, К. 1, ПОМЕЩ. 2;tes-bor.ru;Костин Сергей Владимирович;ДИРЕКТОР;ACTIVE;401,4 млн;2025;;;;https://checko.ru/company/tehs-1025201527801;
5040057475;ООО &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИННДИСП""";Московская обл, г Раменское, ул Михалевича, д 69А;;Бенденко Сергей Николаевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;1,4 млрд;2025;;;;https://checko.ru/company/finndisp-1035007918901;
0572032218;ООО &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАСПИЙСКИЙ НЕФТЕПЕРЕРАБАТЫВАЮЩИЙ ЗАВОД""";367008, РЕСПУБЛИКА ДАГЕСТАН, Г.О. ГОРОД МАХАЧКАЛА, Г. МАХАЧКАЛА, УЛ. ТАНКАЕВА, Д. 75, К. А, ЭТАЖ 1/ ЧАСТЬ КАБ. 5;;Мусаллямов Айдар Хамзович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;3,4 млрд;2025;;;;https://checko.ru/company/kaspysky-npz-1220500015560;
6729001476;АО &quot;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СМОЛЕНСКИЙ АВИАЦИОННЫЙ ЗАВОД""";г Смоленск, ул Фрунзе, д 74;smaz.ru;Дацко Сергей Александрович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;6,6 млрд;2018;;;;https://checko.ru/company/smaz-1026701424056;
4343001409;АО &quot;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СЛОБОДСКОЙ МЯСОКОМБИНАТ""";Кировская обл, г Слободской, ул Первомайская, д 47;slmk.ru;Евдокимов Константин Владимирович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;212,6 млн;2025;;;;https://checko.ru/company/slobodskoy-myasokombinat-ao-smk-1024301079494;
5251008501;ПАО &quot;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РУСПОЛИМЕТ""";Нижегородская обл, г Кулебаки, ул Восстания, д 1/15, офис 304;;Клочай Максим Викторович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;10 млрд;2018;;;;https://checko.ru/company/ruspolimet-1055214499966;
6607000556;ПАО &quot;;;vsmpo.ru;;;;67,9 млрд;2021;;;;https://checko.ru/company/pao-korporaciya-vsmpo-avisma-1026600784011;
1834021289;ЗАО &quot;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""УДМУРТНЕФТЬ-БУРЕНИЕ""";г Ижевск, ул Новосмирновская, д 24;;Русанов Константин Борисович;ДИРЕКТОР;ACTIVE;5,3 млрд;2020;;;;https://checko.ru/company/udmurtneft-burenie-1021801589040;
7728261635;АО &quot;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТОПЛИВНО-БУНКЕРНАЯ КОМПАНИЯ""";692941, ПРИМОРСКИЙ КРАЙ, Г.О. НАХОДКИНСКИЙ, Г. НАХОДКА, МКР. ПОСЕЛОК ВРАНГЕЛЬ, УЛ. ВНУТРИПОРТОВАЯ, Д. 33;;Воротников Алексей Михайлович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;149,6 млн;2025;;;;https://checko.ru/company/tbk-1037700071551;
6623125489;АО &quot;;;niimashspace.ru;;;;;;;;;https://checko.ru/company/niimash-1176658123290;
5907023055;ООО &quot;;;permdsk.ru;;;;1,3 млрд;2025;;;;https://checko.ru/company/plitprom-1035901172537;
5916022234;АО &quot;;;;;;;50,5 млн;2023;;;;https://checko.ru/company/permsky-svinokompleks-1095916000290;
5252000350;ОАО &quot;;;paz.nnov.ru;;;;568,9 млн;2020;;;;https://checko.ru/company/pao-pavlovsky-avtobus-1025202121757;
5819000179;ОАО &quot;;;;;;;12,3 млн;2020;;;;https://checko.ru/company/kuzrolik-1025800547002;
5916006401;АО &quot;;;karbokam.ru;;;;559,3 млн;2025;;;;https://checko.ru/company/karbokam-1025901844440;
6330280371;ФКП &quot;;;;;;;;;;;;https://checko.ru/company/fkp-pgbip-1066330003046;
2508053888;ООО &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОСТОЧНЫЙ НЕФТЕХИМИЧЕСКИЙ ТЕРМИНАЛ""";Приморский край, г Находка, мкр поселок Врангель, ул Базовая, д 16А;vntdv.ru;Диденко Владислав Викторович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;2,5 млрд;2025;;;;https://checko.ru/company/vnt-1042501602659;
5229009348;АО &quot;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СЕРГАЧСКИЙ САХАРНЫЙ ЗАВОД""";Нижегородская обл, г Сергач, поселок Юбилейный, д 1А;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АГРОХОЛДИНГ ""ПРОСТОРЫ""";;ACTIVE;2,6 млрд;2025;;;;https://checko.ru/company/sergachsky-saharny-zavod-1135229000500;
1650220799;ООО &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАМГЭСЗЯБ""";Респ Татарстан, г Набережные Челны, Набережночелнинский пр-кт, д 39;;Волохов Роман Николаевич;Конкурсный управляющий;LIQUIDATED;0;2023;;;;https://checko.ru/company/kamgehszyab-1111650003090;
1324134422;ООО &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РУЗАЕВСКИЙ ДСК""";Респ Мордовия, г Рузаевка, ул Мира, д 21;;Тростина Светлана Владимировна;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;LIQUIDATED;;;;;;https://checko.ru/company/ruzaevsky-dsk-1081327000017;
6037010180;ООО «Елме Мессер Рус»;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПСКОВСКИЙ АЗОТНО-КИСЛОРОДНЫЙ ЗАВОД""";180502, ПСКОВСКАЯ ОБЛАСТЬ, М.О. ПСКОВСКИЙ, Д. МОГЛИНО, ЗОНА ОСОБАЯ ЭКОНОМИЧЕСКАЯ ЗОНА ППТ МОГЛИНО, Д. 25;;Громов Виталий Викторович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;795,6 млн;2025;;;;https://checko.ru/company/pskovsky-azotno-kislorodny-zavod-1196027003996;
5904001230;ОАО &quot;;;gipsopolimer.ru;;;;;;;;;https://checko.ru/company/gipsopolimer-1025900912773;
5919015877;АО&quot;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СОЛИКАМСКИЙ ЗАВОД ""УРАЛ""";Пермский край, г Соликамск, ул Энергетиков, д 19А;zavodural.ru;Ахмадуллин Ильгам Наилевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;;;;;;https://checko.ru/company/solikamsky-zavod-ural-1115919002561;
6315576582;ООО &quot;;;;;;;1,2 млрд;2020;;;;https://checko.ru/company/rn-snabzhenie-samara-1056315056126;
3703011227;АО &quot;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КИНЕШЕМСКАЯ ПРЯДИЛЬНО-ТКАЦКАЯ ФАБРИКА""";Ивановская обл, г Кинешма, ул Социалистическая, д 24;;Засядько Эльмира Анверовна;Конкурсный управляющий;LIQUIDATED;0;2023;;;;https://checko.ru/company/kptf-1023701272121;
5902181202;ОАО &quot;;;permalko.ru;;;;3,5 млрд;2025;;;;https://checko.ru/company/permalko-1025900507478;
6320003555;ОАО  &quot;;;tzto.ru;;;;3,2 млрд;2025;;;;https://checko.ru/company/tzto-1026301989284;
6376001461;АО ЗАВОД &quot;"АКЦИОНЕРНОЕ ОБЩЕСТВО ЗАВОД ГАЗОБЕТОННЫХ ИЗДЕЛИЙ ""КОТТЕДЖ""";446379, САМАРСКАЯ ОБЛАСТЬ, Р-Н КРАСНОЯРСКИЙ, КМ 6-Й (ОБВОДНОЙ ДОРОГИ Г. САМАРЫ ТЕР.), ЗД. 1;gazobeton-samara.ru;Приданов Александр Валерьевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;1,4 млрд;2025;;;;https://checko.ru/company/zavod-kottedzh-1026303801567;
7714733528;АО&quot;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКАЯ САМОЛЕТОСТРОИТЕЛЬНАЯ КОРПОРАЦИЯ ""МИГ""";г Москва, Ленинградское шоссе, д 6 стр 1;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АВИАЦИОННАЯ ХОЛДИНГОВАЯ КОМПАНИЯ ""СУХОЙ""";;LIQUIDATED;;;;;;https://checko.ru/company/rsk-mig-1087746371844;
4502000019;АО &quot;;;shaaz.biz;;;;16,3 млрд;2023;;;;https://checko.ru/company/shaaz-1024501203902;
5190907139;АО &quot;;;mures.ru;;;;19,2 млрд;2025;;;;https://checko.ru/company/mehs-1095190009111;
7727004530;АО &quot;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОСПАН ИНТЕРНЕШНЛ""";Ямало-Ненецкий АО, г Новый Уренгой, ул Геологоразведчиков, д 16В;tnk-bp.ru;Симон Евгений Владимирович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;106,5 млрд;2021;;;;https://checko.ru/company/rospan-interneshnl-1027739465632;
7708639661;ООО &quot;;;;;;;25,9 млрд;2025;;;;https://checko.ru/company/vezerford-5077746870460;
0317011481;МП ДТВ &quot;;;;;;;;;;;;https://checko.ru/company/mp-dtv-severobaykalskaya-1110317000441;
4720025630;ООО &quot;;;logazinvest.ru;;;;140,9 млн;2025;;;;https://checko.ru/company/logazinvest-1064720009750;
6318196490;АО &quot;;;strommash.ru;;;;373,3 млн;2021;;;;https://checko.ru/company/strommashina-shchit-1116318008135;
