inn;predpriyatie;tip;marka_model;zavodskoy_nomer;sreda;data;nomer_zaklucheniya;vyvod;srok_do;sila;klass;istochnik;ssylka;citata;chem_marka;status_sroka;citata_sroka;istochnikov
6453163766;"ООО ""РУСАГРО-САРАТОВ""";ресивер;В-10;537;воздух;15.05.2023;51-ТУ-13408-2023;соответствует;20.01.2027;1;надзорная запись: заключение ЭПБ;"ООО РНТЦ ""ПРОМЭКСПЕРТИЗА""";https://monitor-pb.ru/conclusion/51-%D0%A2%D0%A3-13408-2023;воздухосборник В-10, рег. № 16960, зав. № 537, применяемый на опасном производственном объекте: «Площадка участка ресиверов» рег. № А51-07069-0006, ООО «Русагро-Саратов», по адресу: Саратовская область, г. Саратов, проспект им. 50 лет Октября, 112А;провайдер по тексту заключения;действует;устройство (краны, котлы, сосуды, трубопроводы) Истекает — действует до 20.01.2027 Истекает Действует до 20.01.2027 · осталось менее 12 мес Скачать по;3
6453163766;"ООО ""РУСАГРО-САРАТОВ""";ресивер;;;;19.09.2022;51-ТУ-53053-2022;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО РНТЦ ""ПРОМЭКСПЕРТИЗА""";https://monitor-pb.ru/conclusion/51-%D0%A2%D0%A3-53053-2022;ресивер рег.№19588, применяемый на опасном производственном объекте: «Площадка участка ресиверов» рег. № А51-07069-0006, ООО «Русагро-Саратов», по адресу: Саратовская область, г. Саратов, проспект им. 50 лет Октября, 112А;;;;1
6453163766;"ООО ""РУСАГРО-САРАТОВ""";компрессор;АУУ 400;2948;;13.07.2022;51-ТУ-45735-2022;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО РНТЦ ""ПРОМЭКСПЕРТИЗА""";https://monitor-pb.ru/conclusion/51-%D0%A2%D0%A3-45735-2022;компрессор АУУ 400, зав. №2948, применяемый на опасном производственном объекте: «Аммиачно-холодильная установка» рег. № А51-07069-0001, по адресу: Саратовская область, г. Саратов, проспект им. 50 лет Октября, 112А;регулярка;;;1
6453163766;"ООО ""РУСАГРО-САРАТОВ""";компрессор;АУУ 400;2177;;13.07.2022;51-ТУ-45736-2022;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО РНТЦ ""ПРОМЭКСПЕРТИЗА""";https://monitor-pb.ru/conclusion/51-%D0%A2%D0%A3-45736-2022;компрессор АУУ 400, зав. №2177, применяемый на опасном производственном объекте: «Аммиачно-холодильная установка» рег. № А51-07069-0001, по адресу: Саратовская область, г. Саратов, проспект им. 50 лет Октября, 112А;регулярка;;;1
6453163766;"ООО ""РУСАГРО-САРАТОВ""";компрессор;АУУ 400;166;;13.07.2022;51-ТУ-45737-2022;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО РНТЦ ""ПРОМЭКСПЕРТИЗА""";https://monitor-pb.ru/conclusion/51-%D0%A2%D0%A3-45737-2022;компрессор АУУ 400, зав. №166, применяемый на опасном производственном объекте: «Аммиачно-холодильная установка» рег. № А51-07069-0001, по адресу: Саратовская область, г. Саратов, проспект им. 50 лет Октября, 112А;регулярка;;;1
6453163766;"ООО ""РУСАГРО-САРАТОВ""";компрессор;АУУ 400;1309;;31.05.2022;51-ТУ-41703-2022;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО РНТЦ ""ПРОМЭКСПЕРТИЗА""";https://monitor-pb.ru/conclusion/51-%D0%A2%D0%A3-41703-2022;компрессор АУУ 400, зав. №1309, применяемый на опасном производственном объекте: «Аммиачно-холодильная установка» рег. № А51-07069-0001, ООО «Русагро-Саратов», по адресу: Саратовская область, г. Саратов, проспект им. 50 лет Октября, 112А;регулярка;;;1
6453163766;"ООО ""РУСАГРО-САРАТОВ""";ресивер;ВС-10;477;воздух;29.04.2022;51-ТУ-39259-2022;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО РНТЦ ""ПРОМЭКСПЕРТИЗА""";https://monitor-pb.ru/conclusion/51-%D0%A2%D0%A3-39259-2022;воздухосборник ВС-10, рег.№19543, зав.№477, применяемый на опасном производственном объекте: «Площадка участка ресиверов» рег. № А51-07069-0006, ООО «Русагро-Саратов», по адресу: Саратовская область, г. Саратов, проспект им. 50 лет Октября, 112А;провайдер по тексту заключения;;;2
7728276053;"ООО ""Промконсервы""";ресивер;2,5 РД;20420;;10.10.2025;67-ТУ-352903-2025;соответствует;10.10.2030;1;надзорная запись: заключение ЭПБ;"ООО ""ЭЦ ""РОСТТЕХ""";https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-352903-2025;"Заключение экспертизы промышленной безопасности № ЭПБ-ТУ-1975-2025 на техническое устройство: ресивер линейный 3,5 РД, зав. №20420, рег. №493, применяемое на опасном производственном объекте рег. №А04-21207-0003 ""Аммиачно-холодильная установка производства молочных продуктов обособленного подразделения в г. Рудня Смоленской области"", принадлежащего ООО ""Промконсервы"".";провайдер по тексту заключения;действует;сосуды, трубопроводы) Действует — до 10.10.2030 Действует Действует до 10.10.2030 Скачать подтверждение (PDF) Скопировать номер Данные актуальны на 0;3
7728276053;"ООО ""Промконсервы""";ресивер;2,5 РД;20418;;10.10.2025;67-ТУ-352914-2025;соответствует;10.10.2030;1;надзорная запись: заключение ЭПБ;"ООО ""ЭЦ ""РОСТТЕХ""";https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-352914-2025;"Заключение экспертизы промышленной безопасности № ЭПБ-ТУ-1976-2025 на техническое устройство: ресивер линейный 3,5 РД, зав. №20418, рег. №494, применяемое на опасном производственном объекте рег. №А04-21207-0003 ""Аммиачно-холодильная установка производства молочных продуктов обособленного подразделения в г. Рудня Смоленской области"", принадлежащего ООО ""Промконсервы"".";провайдер по тексту заключения;действует;сосуды, трубопроводы) Действует — до 10.10.2030 Действует Действует до 10.10.2030 Скачать подтверждение (PDF) Скопировать номер Данные актуальны на 0;3
7728276053;"ООО ""Промконсервы""";ресивер;2,5 РД;20398;;10.10.2025;67-ТУ-352921-2025;соответствует;10.10.2030;1;надзорная запись: заключение ЭПБ;"ООО ""ЭЦ ""РОСТТЕХ""";https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-352921-2025;"Заключение экспертизы промышленной безопасности № ЭПБ-ТУ-1977-2025 на техническое устройство: ресивер линейный 3,5 РД, зав. №20398, рег. №495, применяемое на опасном производственном объекте рег. №А04-21207-0003 ""Аммиачно-холодильная установка производства молочных продуктов обособленного подразделения в г. Рудня Смоленской области"", принадлежащего ООО ""Промконсервы"".";провайдер по тексту заключения;действует;сосуды, трубопроводы) Действует — до 10.10.2030 Действует Действует до 10.10.2030 Скачать подтверждение (PDF) Скопировать номер Данные актуальны на 0;3
7728276053;"ООО ""Промконсервы""";ресивер;2,5 РД;20397;;10.10.2025;67-ТУ-352927-2025;соответствует;10.10.2030;1;надзорная запись: заключение ЭПБ;"ООО ""ЭЦ ""РОСТТЕХ""";https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-352927-2025;"Заключение экспертизы промышленной безопасности № ЭПБ-ТУ-1978-2025 на техническое устройство: ресивер линейный 3,5 РД, зав. №20397, рег. №496, применяемое на опасном производственном объекте рег. №А04-21207-0003 ""Аммиачно-холодильная установка производства молочных продуктов обособленного подразделения в г. Рудня Смоленской области"", принадлежащего ООО ""Промконсервы"".";провайдер по тексту заключения;действует;сосуды, трубопроводы) Действует — до 10.10.2030 Действует Действует до 10.10.2030 Скачать подтверждение (PDF) Скопировать номер Данные актуальны на 0;3
7728276053;"ООО ""Промконсервы""";ресивер;2,5 РД;21301;;10.10.2025;67-ТУ-352954-2025;соответствует;10.10.2030;1;надзорная запись: заключение ЭПБ;"ООО ""ЭЦ ""РОСТТЕХ""";https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-352954-2025;"Заключение экспертизы промышленной безопасности № ЭПБ-ТУ-1979-2025 на техническое устройство: ресивер линейный 2,5 РД, зав. №21301, рег. №497, применяемое на опасном производственном объекте рег. №А04-21207-0003 ""Аммиачно-холодильная установка производства молочных продуктов обособленного подразделения в г. Рудня Смоленской области"", принадлежащего ООО ""Промконсервы"".";провайдер по тексту заключения;действует;сосуды, трубопроводы) Действует — до 10.10.2030 Действует Действует до 10.10.2030 Скачать подтверждение (PDF) Скопировать номер Данные актуальны на 0;3
7728276053;"ООО ""Промконсервы""";компрессор;П-220;811;;18.06.2024;01-ТУ-17418-2024;соответствует;22.04.2028;1;надзорная запись: заключение ЭПБ;"ООО ""ЭЦ ""РОСТТЕХ""";https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-17418-2024;компрессор типа П-220, зав. № 811;регулярка;действует;сосуды, трубопроводы) Действует — до 22.04.2028 Действует Действует до 22.04.2028 Скачать подтверждение (PDF) Скопировать номер Данные актуальны на 0;2
7728276053;"ООО ""Промконсервы""";компрессор;П-220;954;;18.06.2024;01-ТУ-17419-2024;соответствует;22.04.2028;1;надзорная запись: заключение ЭПБ;"ООО ""ЭЦ ""РОСТТЕХ""";https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-17419-2024;компрессор типа П-220, зав. № 954;регулярка;действует;сосуды, трубопроводы) Действует — до 22.04.2028 Действует Действует до 22.04.2028 Скачать подтверждение (PDF) Скопировать номер Данные актуальны на 0;2
7728276053;"ООО ""Промконсервы""";компрессор;П-220;822;;18.06.2024;01-ТУ-17420-2024;соответствует;22.04.2028;1;надзорная запись: заключение ЭПБ;"ООО ""ЭЦ ""РОСТТЕХ""";https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-17420-2024;компрессор типа П-220, зав. № 822;регулярка;действует;сосуды, трубопроводы) Действует — до 22.04.2028 Действует Действует до 22.04.2028 Скачать подтверждение (PDF) Скопировать номер Данные актуальны на 0;2
7728276053;"ООО ""Промконсервы""";компрессор;П-220;821;;18.06.2024;01-ТУ-17421-2024;соответствует;22.04.2028;1;надзорная запись: заключение ЭПБ;"ООО ""ЭЦ ""РОСТТЕХ""";https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-17421-2024;компрессор типа П-220, зав. № 821;регулярка;действует;сосуды, трубопроводы) Действует — до 22.04.2028 Действует Действует до 22.04.2028 Скачать подтверждение (PDF) Скопировать номер Данные актуальны на 0;2
7728276053;"ООО ""Промконсервы""";компрессор;П-220;815;;18.06.2024;01-ТУ-17422-2024;соответствует;22.04.2028;1;надзорная запись: заключение ЭПБ;"ООО ""ЭЦ ""РОСТТЕХ""";https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-17422-2024;компрессор типа П-220, зав. № 815;регулярка;действует;сосуды, трубопроводы) Действует — до 22.04.2028 Действует Действует до 22.04.2028 Скачать подтверждение (PDF) Скопировать номер Данные актуальны на 0;2
7728276053;"ООО ""Промконсервы""";компрессор;П-220;924;;18.06.2024;01-ТУ-17423-2024;соответствует;22.04.2028;1;надзорная запись: заключение ЭПБ;"ООО ""ЭЦ ""РОСТТЕХ""";https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-17423-2024;компрессор типа П-220, зав. № 924;регулярка;действует;сосуды, трубопроводы) Действует — до 22.04.2028 Действует Действует до 22.04.2028 Скачать подтверждение (PDF) Скопировать номер Данные актуальны на 0;2
7728276053;"ООО ""Промконсервы""";компрессор;П-220;946;;18.06.2024;01-ТУ-17424-2024;соответствует;22.04.2028;1;надзорная запись: заключение ЭПБ;"ООО ""ЭЦ ""РОСТТЕХ""";https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-17424-2024;компрессор типа П-220, зав. № 946;регулярка;действует;сосуды, трубопроводы) Действует — до 22.04.2028 Действует Действует до 22.04.2028 Скачать подтверждение (PDF) Скопировать номер Данные актуальны на 0;2
7728276053;"ООО ""Промконсервы""";компрессор;П-220;1135;;18.06.2024;01-ТУ-17425-2024;соответствует;22.04.2028;1;надзорная запись: заключение ЭПБ;"ООО ""ЭЦ ""РОСТТЕХ""";https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-17425-2024;компрессор типа П-220, зав. № 1135;регулярка;действует;сосуды, трубопроводы) Действует — до 22.04.2028 Действует Действует до 22.04.2028 Скачать подтверждение (PDF) Скопировать номер Данные актуальны на 0;2
7728276053;"ООО ""Промконсервы""";ресивер;В-6,3-УХЛI;0006;воздух;02.04.2024;04-ТУ-10917-2024;соответствует;07.04.2028;1;надзорная запись: заключение ЭПБ;"ООО ""РусКран""";https://monitor-pb.ru/conclusion/04-%D0%A2%D0%A3-10917-2024;воздухосборник В-6,3-УХЛI рег. № 473, зав.№0006 к-т 21, применяемый на опасном производственном объекте «Участок компрессорный производства овощных консервов обособленного подразделения в г. Рудня Смоленской области» Рег. №А 04-21207-0008 от 05.10.2010, IV класс опасности;провайдер по тексту заключения;действует;сосуды, трубопроводы) Действует — до 07.04.2028 Действует Действует до 07.04.2028 Скачать подтверждение (PDF) Скопировать номер Данные актуальны на 0;3
7728276053;"ООО ""Промконсервы""";ресивер;В-6,3-УХЛI;0006;воздух;04.06.2020;04-ТУ-08039-2020;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""РусКран""";https://monitor-pb.ru/conclusion/04-%D0%A2%D0%A3-08039-2020;Воздухосборник В-6,3-УХЛI рег. № 473, зав.№0006 к-т 21, применяемый на опасном производственном объекте «Участок компрессорный производства овощных консервов обособленного подразделения в г. Рудня Смоленской области» Рег. №А 04-21207-0008 от 05.10.2010, IV класс опасности.;провайдер по тексту заключения;;;2
7728276053;"ООО ""Промконсервы""";узел: воздуходувка;;;;27.11.2014;04-ТУ-21385-2014;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО НТПП ""ДЭО""";https://monitor-pb.ru/conclusion/04-%D0%A2%D0%A3-21385-2014;"трубопровод аммиачной холодильной установки (всасаывающий трубопровод рег. № 1, всасывающий трубопровод рег. № 2, нагнетательный трубопровод рег. № 3), установленных на ООО ""Промконсервы"", г. Рудня, Смоленской обл.";;;;1
7728276053;"ООО ""Промконсервы""";ресивер;0,75 РД;8516;;01.04.2014;07-ТУ-02294-2014;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ЦЕНТР ЭКСПЕРТ""";https://monitor-pb.ru/conclusion/07-%D0%A2%D0%A3-02294-2014;Сосуд, работающий под давлением, ресивер дренажный 0,75 РД , зав. № 8516, рег. № 001044 АХУ;провайдер по тексту заключения;срок не указан в реестре;;3
7728276053;"ООО ""Промконсервы""";ресивер;0,75 РД;8518;;01.04.2014;07-ТУ-02297-2014;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ЦЕНТР ЭКСПЕРТ""";https://monitor-pb.ru/conclusion/07-%D0%A2%D0%A3-02297-2014;Сосуд, работающий под давлением, ресивер дренажный 0,75 РД , зав. № 8518, рег. № 001046 АХУ;провайдер по тексту заключения;срок не указан в реестре;;3
7728276053;"ООО ""Промконсервы""";ресивер;;6808;;01.04.2014;07-ТУ-02298-2014;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ЦЕНТР ЭКСПЕРТ""";https://monitor-pb.ru/conclusion/07-%D0%A2%D0%A3-02298-2014;Сосуд, работающий под давлением, ресивер линейный 1,5 РВ , зав. № 6808, рег. № 001048 АХУ;;срок не указан в реестре;;2
7728276053;"ООО ""Промконсервы""";ресивер;;6807;;01.04.2014;07-ТУ-02299-2014;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ЦЕНТР ЭКСПЕРТ""";https://monitor-pb.ru/conclusion/07-%D0%A2%D0%A3-02299-2014;Сосуд, работающий под давлением, ресивер линейный 1,5 РВ , зав. № 6807, рег. № 001049 АХУ;;срок не указан в реестре;;2
7728276053;"ООО ""Промконсервы""";ресивер;;6809;;01.04.2014;07-ТУ-02300-2014;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ЦЕНТР ЭКСПЕРТ""";https://monitor-pb.ru/conclusion/07-%D0%A2%D0%A3-02300-2014;Сосуд, работающий под давлением, ресивер линейный 1,5 РВ , зав. № 6809, рег. № 001047 АХУ;;срок не указан в реестре;;2
7728276053;"ООО ""Промконсервы""";ресивер;;0012;;01.04.2014;07-ТУ-02301-2014;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ЦЕНТР ЭКСПЕРТ""";https://monitor-pb.ru/conclusion/07-%D0%A2%D0%A3-02301-2014;Сосуд, работающий под давлением, ресивер линейный 5 РД , зав. № 0012, рег. № 001050 АХУ;;срок не указан в реестре;;2
7728276053;"ООО ""Промконсервы""";ресивер;;8138;;01.04.2014;07-ТУ-02302-2014;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ЦЕНТР ЭКСПЕРТ""";https://monitor-pb.ru/conclusion/07-%D0%A2%D0%A3-02302-2014;Сосуд, работающий под давлением, ресивер линейный 0,4 РВ , зав. № 8138, рег. № 001051 АХУ;;срок не указан в реестре;;2
6325002019;"ОАО ""Сызранский мясокомбинат""";компрессор;21А410-7-7;1077/1771;;21.12.2015;53-ТУ-22376-2015;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ИЦ ""АЭ-СИСТЕМЫ""";https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-22376-2015;Компрессор винтовой 21А410-7-7, рег.№31456, зав.№1077/1771;регулярка;срок не указан в реестре;;2
6325002019;"ОАО ""Сызранский мясокомбинат""";компрессор;П-110-7-02;6236/8808;;21.12.2015;53-ТУ-22383-2015;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ИЦ ""АЭ-СИСТЕМЫ""";https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-22383-2015;Компрессор поршневой П-110-7-02, рег.№314а, зав.№6236/8808;регулярка;срок не указан в реестре;;2
6325002019;"ОАО ""Сызранский мясокомбинат""";компрессор;21А280-7-1;3241/4098;;18.12.2015;53-ТУ-22324-2015;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ИЦ ""АЭ-СИСТЕМЫ""";https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-22324-2015;Компрессор винтовой 21А280-7-1, рег.№2960, зав.№3241/4098;регулярка;срок не указан в реестре;;2
6325002019;"ОАО ""Сызранский мясокомбинат""";компрессор;ВХ-350-7-2;87062;;18.12.2015;53-ТУ-22328-2015;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ИЦ ""АЭ-СИСТЕМЫ""";https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-22328-2015;Компрессор винтовой ВХ-350-7-2, рег.№3144, зав.№87062;регулярка;срок не указан в реестре;;2
6325002019;"ОАО ""Сызранский мясокомбинат""";компрессор;ВХ-30-2-6;88018;;18.12.2015;53-ТУ-22329-2015;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ИЦ ""АЭ-СИСТЕМЫ""";https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-22329-2015;Компрессор винтовой ВХ-30-2-6, рег.№2840, зав.№88018;регулярка;срок не указан в реестре;;2
6325002019;"ОАО ""Сызранский мясокомбинат""";компрессор;П-110-7-02;4844/7191;;18.12.2015;53-ТУ-22334-2015;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ИЦ ""АЭ-СИСТЕМЫ""";https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-22334-2015;Компрессор поршневой П-110-7-02, рег.№2161, зав.№4844/7191;регулярка;срок не указан в реестре;;2
6325002019;"ОАО ""Сызранский мясокомбинат""";компрессор;П-110-7-02;15760/10516;;18.12.2015;53-ТУ-22337-2015;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ИЦ ""АЭ-СИСТЕМЫ""";https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-22337-2015;Компрессор поршневой П-110-7-02, рег.№2160, зав.№15760/10516;регулярка;срок не указан в реестре;;2
6325002019;"ОАО ""Сызранский мясокомбинат""";компрессор;ВХ-30-2-6;88018;;18.12.2015;53-ТУ-22339-2015;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ИЦ ""АЭ-СИСТЕМЫ""";https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-22339-2015;Компрессор винтовой ВХ-30-2-6, рег.№2840, зав.№88018;регулярка;срок не указан в реестре;;2
6325002019;"ОАО ""Сызранский мясокомбинат""";ресивер;;299;;06.03.2014;53-ТУ-03678-2014;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ИЦ ""АЭ-СИСТЕМЫ""";https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-03678-2014;Линейный ресивер, зав. № 299, рег. № 0356-Х;;срок не указан в реестре;;2
6325002019;"ОАО ""Сызранский мясокомбинат""";ресивер;;639;;06.03.2014;53-ТУ-03681-2014;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ИЦ ""АЭ-СИСТЕМЫ""";https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-03681-2014;Линейный ресивер РД-5, зав. № 639, рег. № 0355-Х;;срок не указан в реестре;;2
6325002019;"ОАО ""Сызранский мясокомбинат""";ресивер;;308;;06.03.2014;53-ТУ-03685-2014;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ИЦ ""АЭ-СИСТЕМЫ""";https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-03685-2014;Линейный ресивер РД-5, зав. № 308, рег. № 0357-Х;;срок не указан в реестре;;2
1648033456;"АО ""ЗМК"" (ИНН 1648033456)";компрессор;2П-220-7-0-2;6858;;09.12.2024;43-ТУ-33465-2024;соответствует;31.12.2029;1;надзорная запись: заключение ЭПБ;"ООО ""НТЦ ""ДАНЭКС""";https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-33465-2024;Компрессор поршневой 2П-220-7-0-2 зав.№ 6858;регулярка;действует;сосуды, трубопроводы) Действует — до 31.12.2029 Действует Действует до 31.12.2029 Скачать подтверждение (PDF) Скопировать номер Данные актуальны на 0;2
1648033456;"АО ""ЗМК"" (ИНН 1648033456)";компрессор;2П-220-7-0-2;17850;;09.12.2024;43-ТУ-33466-2024;соответствует;31.12.2029;1;надзорная запись: заключение ЭПБ;"ООО ""НТЦ ""ДАНЭКС""";https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-33466-2024;Компрессор поршневой 2П-220-7-0-2 зав.№ 17850;регулярка;действует;сосуды, трубопроводы) Действует — до 31.12.2029 Действует Действует до 31.12.2029 Скачать подтверждение (PDF) Скопировать номер Данные актуальны на 0;2
1648033456;"АО ""ЗМК"" (ИНН 1648033456)";компрессор;П-110-7-2;4518;;09.12.2024;43-ТУ-33467-2024;соответствует;31.12.2029;1;надзорная запись: заключение ЭПБ;"ООО ""НТЦ ""ДАНЭКС""";https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-33467-2024;Компрессор поршневой П-110-7-2 зав.№ 4518;регулярка;действует;сосуды, трубопроводы) Действует — до 31.12.2029 Действует Действует до 31.12.2029 Скачать подтверждение (PDF) Скопировать номер Данные актуальны на 0;2
1648033456;"АО ""ЗМК"" (ИНН 1648033456)";компрессор;П-110-7-2;6261;;09.12.2024;43-ТУ-33468-2024;соответствует;31.12.2029;1;надзорная запись: заключение ЭПБ;"ООО ""НТЦ ""ДАНЭКС""";https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-33468-2024;Компрессор поршневой П-110-7-2 зав.№ 6261;регулярка;действует;сосуды, трубопроводы) Действует — до 31.12.2029 Действует Действует до 31.12.2029 Скачать подтверждение (PDF) Скопировать номер Данные актуальны на 0;2
1648033456;"АО ""ЗМК"" (ИНН 1648033456)";компрессор;П-110-7-2;3266;;09.12.2024;43-ТУ-33469-2024;соответствует;31.12.2029;1;надзорная запись: заключение ЭПБ;"ООО ""НТЦ ""ДАНЭКС""";https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-33469-2024;Компрессор поршневой П-110-7-2 зав.№ 3266;регулярка;действует;сосуды, трубопроводы) Действует — до 31.12.2029 Действует Действует до 31.12.2029 Скачать подтверждение (PDF) Скопировать номер Данные актуальны на 0;2
1648033456;"АО ""ЗМК"" (ИНН 1648033456)";компрессор;П-110-7-2;25255;;09.12.2024;43-ТУ-33470-2024;соответствует;31.12.2029;1;надзорная запись: заключение ЭПБ;"ООО ""НТЦ ""ДАНЭКС""";https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-33470-2024;Компрессор поршневой П-110-7-2 зав.№ 25255;регулярка;действует;сосуды, трубопроводы) Действует — до 31.12.2029 Действует Действует до 31.12.2029 Скачать подтверждение (PDF) Скопировать номер Данные актуальны на 0;2
1648033456;"АО ""ЗМК"" (ИНН 1648033456)";ресивер;ASS-0,821;1280;;19.07.2024;43-ТУ-16222-2024;соответствует;13.05.2028;1;надзорная запись: заключение ЭПБ;"ООО ""ВЯТКА-ПРОМЭКСПЕРТ""";https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-16222-2024;№ 515/06-2024 на техническое устройство «Ресивер аммиачный вертикальный маслоотделитель ASS-0,821» зав. № 1280, рег. №43-20-4920 ОК(НХС), применяемое на опасном производственном объекте «Аммиачно-холодильная установка на территории Чистопольского филиала АО «Зеленодольский молочноперерабатывающий комбинат», рег. № А43-06513-0004 (III класс опасности), эксплуатируемое АО «ЗМК» по адресу: Республика;регулярка;действует;сосуды, трубопроводы) Действует — до 13.05.2028 Действует Действует до 13.05.2028 Скачать подтверждение (PDF) Скопировать номер Данные актуальны на 0;2
1648033456;"АО ""ЗМК"" (ИНН 1648033456)";ресивер;ASS-0,091;1281;;19.07.2024;43-ТУ-16223-2024;соответствует;13.05.2028;1;надзорная запись: заключение ЭПБ;"ООО ""ВЯТКА-ПРОМЭКСПЕРТ""";https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-16223-2024;№ 516/06-2024 на техническое устройство «Ресивер аммиачный вертикальный маслосборник ASS-0,091» зав. № 1281, рег. №43-20-4921 ОК(НХС), применяемое на опасном производственном объекте «Аммиачно-холодильная установка на территории Чистопольского филиала АО «Зеленодольский молочноперерабатывающий комбинат», рег. № А43-06513-0004 (III класс опасности), эксплуатируемое АО «ЗМК» по адресу: Республика Та;регулярка;действует;сосуды, трубопроводы) Действует — до 13.05.2028 Действует Действует до 13.05.2028 Скачать подтверждение (PDF) Скопировать номер Данные актуальны на 0;2
1648033456;"АО ""ЗМК"" (ИНН 1648033456)";ресивер;1АРД-2,5;057;;15.10.2021;43-ТУ-14375-2021;соответствует;03.09.2029;1;надзорная запись: заключение ЭПБ;"ООО ""Алгоритм НЧ""";https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-14375-2021;ресивер 1АРД-2,5, рег.№ 43-07-184, зав.№ 057, эксплуатируемый АО «ЗМК» и расположенный по адресу: РТ, г. Буинск, ул. Советская, д.5;регулярка;действует;сосуды, трубопроводы) Действует — до 03.09.2029 Действует Действует до 03.09.2029 Скачать подтверждение (PDF) Скопировать номер Данные актуальны на 0;2
1648033456;"АО ""ЗМК"" (ИНН 1648033456)";компрессор;П-110-7-2;25255;;15.11.2019;43-ТУ-18117-2019;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ИЦ ""ЭКСПЕРТ ПРОФИ""";https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-18117-2019;на технические устройства, эксплуатируемые Буинским филиалом АО «Зеленодольский молочноперерабатывающий комбинат», г. Буинск, Республика Татарстан: 1. Компрессор поршневой марки П-110-7-2, зав.№25255, поз.№ 1, 2. Компрессор поршневой марки П-110-7-2, зав.№3266, поз.№ 2, 3. Компрессор поршневой марки П-110-7-2, зав.№6261, поз.№ 3, 4. Компрессор поршневой марки П-110-7-2, зав.№4518, поз.№ 4, 5. Комп;регулярка;;;1
