inn;predpriyatie;nomer;predmet;organizator;vid;summa;data;data_konca;stadiya;sekciya;podsekciya;id_processa;ssylka;ssylka_etp
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";ПИ410235;Труба насосно-компрессорная НКТ 114,3 х 6,88 лежалые, общим весом 29.995 Иркутская обл.,Ковыктинское ГКМ;Газпром бурение;Запрос предложений;НМЦ не установлена;2024-10-28;2024-10-31;Архив;sale;vitrine;12339787;https://www.tektorg.ru/sale/procedures/12339787;
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";ПИ410234;"Трубы бурильные общим весом 149.216
Регион отгрузки Республика Коми,г. Усинск,ул.Заводская 14";Газпром бурение;Запрос предложений;НМЦ не установлена;2024-10-18;2024-10-31;Архив;sale;vitrine;12339786;https://www.tektorg.ru/sale/procedures/12339786;
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";ПИ410215;"Трубы бурильные общим  количеством 772.142 
Регион отгрузки:п-в Ямал; Ямало-Ненецкий округ, Бованенковское НГКМ
Лот делимый";Газпром бурение;Запрос предложений;НМЦ не установлена;2024-10-17;2024-10-31;Архив;sale;vitrine;12326554;https://www.tektorg.ru/sale/procedures/12326554;
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";ПИ410216;"Трубы бурильные общим  количеством 1235.282 
Регион отгрузки:416168 Астраханская область, Красноярский р-он, МО «Джанайский сельсовет», промышленная зона";Газпром бурение;Запрос предложений;НМЦ не установлена;2024-10-17;2024-10-30;Архив;sale;vitrine;12326556;https://www.tektorg.ru/sale/procedures/12326556;
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";ПИ012013;Металлолом в п. Аксарайский;Газпром бурение;Запрос предложений;НМЦ не установлена;2020-12-03;2020-12-11;Отменён;sale;vitrine;562844;https://www.tektorg.ru/sale/procedures/562844;
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";ПИ908032;Реализация буровых установок БУ 6000/400 ЭК-БМЧ;Газпром бурение;Запрос предложений;НМЦ не установлена;2019-08-07;2019-08-13;Работа комиссии;sale;vitrine;222872;https://www.tektorg.ru/sale/procedures/222872;
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";ПИ908014;Реализация Буровой установки БР-125 зав.№ 4;Газпром бурение;Запрос предложений;НМЦ не установлена;2019-08-06;2019-08-09;Работа комиссии;sale;vitrine;222174;https://www.tektorg.ru/sale/procedures/222174;
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";ПИ908012;Реализация буровой установки БУ 5000/320 ЭК БМЧ зав№ 14779;Газпром бурение;Запрос предложений;НМЦ не установлена;2019-08-06;2019-08-09;Работа комиссии;sale;vitrine;222171;https://www.tektorg.ru/sale/procedures/222171;
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";ПИ907051;Реализация Буровых установок;Газпром бурение;Запрос предложений;НМЦ не установлена;2019-08-08;2019-08-09;Работа комиссии;sale;vitrine;216937;https://www.tektorg.ru/sale/procedures/216937;
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";ПИ908015;Реализация легкового автопарка;Газпром бурение;Запрос предложений;НМЦ не установлена;2019-08-06;2019-08-09;Работа комиссии;sale;vitrine;222176;https://www.tektorg.ru/sale/procedures/222176;
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";ПИ902001;Реализация трансформаторных подстанций;Газпром бурение;Запрос предложений;НМЦ не установлена;2019-02-04;2019-03-04;Работа комиссии;sale;vitrine;144555;https://www.tektorg.ru/sale/procedures/144555;
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";ПИ901023;"объектов недвижимого имущества  на пр-ой базе ООО ""УТТиСТ - Бурсервис"" в г. Н. Уренгое (местонахождение объектов: г.Новый Уренгой, Западная промзона, панель ""Д"")";Газпром бурение;Запрос предложений;НМЦ не установлена;2019-01-29;2019-02-15;Работа комиссии;sale;vitrine;142609;https://www.tektorg.ru/sale/procedures/142609;
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";ПИ807007;Реализация НВЛ (ЗИП к ВЗД);Газпром бурение;Запрос предложений;НМЦ не установлена;2018-06-22;2018-11-14;Работа комиссии;sale;vitrine;88657;https://www.tektorg.ru/sale/procedures/88657;
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";ПИ809014;Труба общего назначения 88,9 х 6,45 13 Cr;Газпром бурение;Запрос предложений;НМЦ не установлена;2018-09-27;2018-10-26;Работа комиссии;sale;vitrine;109979;https://www.tektorg.ru/sale/procedures/109979;
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";ПИ807009;Реализация НВЛ (Пакер);Газпром бурение;Запрос предложений;НМЦ не установлена;2018-06-22;2018-10-26;Отменён;sale;vitrine;88659;https://www.tektorg.ru/sale/procedures/88659;
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";ПИ807008;Реализация НВЛ (Оснастка);Газпром бурение;Запрос предложений;НМЦ не установлена;2018-06-22;2018-10-26;Работа комиссии;sale;vitrine;88658;https://www.tektorg.ru/sale/procedures/88658;
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";ПИ807006;Реализация НВЛ (Снаряды для отбора керна);Газпром бурение;Запрос предложений;НМЦ не установлена;2018-06-22;2018-10-26;Работа комиссии;sale;vitrine;88655;https://www.tektorg.ru/sale/procedures/88655;
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";ПИ807005;Реализация НВЛ (Ситовые панели);Газпром бурение;Запрос предложений;НМЦ не установлена;2018-06-22;2018-10-26;Работа комиссии;sale;vitrine;88654;https://www.tektorg.ru/sale/procedures/88654;
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";ПИ807004;Реализация НВЛ (фильтры скваженные);Газпром бурение;Запрос предложений;НМЦ не установлена;2018-06-22;2018-10-26;Работа комиссии;sale;vitrine;88653;https://www.tektorg.ru/sale/procedures/88653;
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";ПИ807003;Реализация НВЛ (Труба обсадная разная);Газпром бурение;Запрос предложений;НМЦ не установлена;2018-06-22;2018-10-26;Работа комиссии;sale;vitrine;88652;https://www.tektorg.ru/sale/procedures/88652;
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";ПИ807002;Реализация НВЛ (Труба обсадная 168);Газпром бурение;Запрос предложений;НМЦ не установлена;2018-06-22;2018-10-26;Работа комиссии;sale;vitrine;88651;https://www.tektorg.ru/sale/procedures/88651;
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";ПИ807001;Реализация НВЛ (Труба обсадная 177,8);Газпром бурение;Запрос предложений;НМЦ не установлена;2018-06-22;2018-10-26;Работа комиссии;sale;vitrine;88650;https://www.tektorg.ru/sale/procedures/88650;
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";788;Поставка бумаги;"Общество с ограниченной ответственностью ""Газпром бурение""";Ценовой запрос;НМЦ не установлена;2018-08-17;2018-08-22;Архив;market;;121171;https://www.tektorg.ru/market/procedures/121171;https://kim.tektorg.ru/#nsi/priceorder/directOpen/orderId/788
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";665;Поставка оборудования для видеонаблюдения;"Общество с ограниченной ответственностью ""Газпром бурение""";Ценовой запрос;НМЦ не установлена;2018-08-15;2018-08-17;Архив;market;;123830;https://www.tektorg.ru/market/procedures/123830;https://kim.tektorg.ru/#nsi/priceorder/directOpen/orderId/665
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";664;Поставка IT оборудования ;"Общество с ограниченной ответственностью ""Газпром бурение""";Ценовой запрос;НМЦ не установлена;2018-08-15;2018-08-17;Архив;market;;121144;https://www.tektorg.ru/market/procedures/121144;https://kim.tektorg.ru/#nsi/priceorder/directOpen/orderId/664
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";764;Поставка бумаги;"Общество с ограниченной ответственностью ""Газпром бурение""";Ценовой запрос;НМЦ не установлена;2018-08-16;2018-08-17;Архив;market;;121045;https://www.tektorg.ru/market/procedures/121045;https://kim.tektorg.ru/#nsi/priceorder/directOpen/orderId/764
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";20058023/2;Оказание комплекса услуг по проведению: методического сопровождения разработки проектной документации и результатов инженерных изысканий не-зависимого аудита проектной документации и результатов инженерных изысканий на соответствие действующим техническим регламентам, стандартам и строительным норма;"ООО ГРК ""Быстринское""";Запрос предложений;НМЦ не установлена;2026-07-28;2026-08-05;Приём заявок;nornikel;nornikel;19543627;https://www.tektorg.ru/nornikel/procedures/19543627;
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";20057824/1;"оказание услуг по техническому обслуживанию и ремонту дизель-генераторных установок на объектах БТФ ПАО «ГМК «Норильский Никель» 
";"ООО ГРК ""Быстринское""";Предварительный отбор;НМЦ не установлена;2026-07-08;2026-08-05;Приём заявок;nornikel;nornikel;19434987;https://www.tektorg.ru/nornikel/procedures/19434987;
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";20057803/1;Ремонт ДГУ;"ООО ГРК ""Быстринское""";Предварительный отбор;НМЦ не установлена;2026-07-08;2026-08-05;Приём заявок;nornikel;nornikel;19433572;https://www.tektorg.ru/nornikel/procedures/19433572;
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";20057922/1;Кислота соляная;"ООО ГРК ""Быстринское""";Запрос цен;НМЦ не установлена;2026-07-14;2026-08-05;Приём заявок;nornikel;nornikel;19445713;https://www.tektorg.ru/nornikel/procedures/19445713;
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";20058444/1;Изофрост;"ООО ГРК ""Быстринское""";Предварительный отбор;НМЦ не установлена;2026-08-04;2026-08-06;Приём заявок;nornikel;nornikel;19554515;https://www.tektorg.ru/nornikel/procedures/19554515;
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";20058340/1;Шприц аккумуляторный;"ООО ГРК ""Быстринское""";Запрос цен;НМЦ не установлена;2026-07-31;2026-08-07;Приём заявок;nornikel;nornikel;19548451;https://www.tektorg.ru/nornikel/procedures/19548451;
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";20058096/2;Выполнение полного комплекса пуско-наладочных работ, включая программу выполне-ния пуско-наладочных работ с учетом требова-ния Заказчика для проекта Модернизации участка измельчения ОФ (установка измельчительных валков высокого давления) и выполнение пуско-наладочных работ, включая программу выполне;"ООО ГРК ""Быстринское""";Запрос предложений;НМЦ не установлена;2026-07-24;2026-08-07;Приём заявок;nornikel;nornikel;19465772;https://www.tektorg.ru/nornikel/procedures/19465772;
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";20058352/1;Улучшение микроклимата в отделениях ОФ;"ООО ГРК ""Быстринское""";Предварительный отбор;НМЦ не установлена;2026-07-30;2026-08-07;Приём заявок;nornikel;nornikel;19548836;https://www.tektorg.ru/nornikel/procedures/19548836;
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";20058339/1;Поддоны;"ООО ГРК ""Быстринское""";Запрос цен;НМЦ не установлена;2026-07-30;2026-08-07;Приём заявок;nornikel;nornikel;19548597;https://www.tektorg.ru/nornikel/procedures/19548597;
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";20058422/1;Методологическое и организационное сопровождение НАСФ;"ООО ГРК ""Быстринское""";Запрос предложений;НМЦ не установлена;2026-08-03;2026-08-10;Приём заявок;nornikel;nornikel;19552275;https://www.tektorg.ru/nornikel/procedures/19552275;
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";20058063/2;В рамках проводимой закупочной процедуры ООО «ГРК «Быстринское» предлагает выполнить разработку ПД, РД, прохождение НГЭ, изготовление и поставку оборудования и материалов (за исключением МТР поставки Заказчика), строительно-монтажные работы, пуско-наладочные работы, осуществление авторского надзора ;"ООО ГРК ""Быстринское""";Запрос предложений;НМЦ не установлена;2026-07-24;2026-08-10;Приём заявок;nornikel;nornikel;19466399;https://www.tektorg.ru/nornikel/procedures/19466399;
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";20058311/1;выполнить строительно-монтажные и пуско-наладочные работы на объекте: «Модернизации участка измельчения ОФ (установка измельчительных валков высокого давления);"ООО ГРК ""Быстринское""";Запрос предоставления ценовой информации;НМЦ не установлена;2026-07-29;2026-08-10;Приём заявок;nornikel;nornikel;19545574;https://www.tektorg.ru/nornikel/procedures/19545574;
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";20058451/1;Замена магистралей нагнетания насосов;"ООО ГРК ""Быстринское""";Предварительный отбор;НМЦ не установлена;2026-08-03;2026-08-11;Приём заявок;nornikel;nornikel;19554235;https://www.tektorg.ru/nornikel/procedures/19554235;
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";20058450/1;Услуги корректировки сметных расчетов;"ООО ГРК ""Быстринское""";Предварительный отбор;НМЦ не установлена;2026-08-03;2026-08-14;Приём заявок;nornikel;nornikel;19554233;https://www.tektorg.ru/nornikel/procedures/19554233;
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";20058291/1;"ООО «ГРК «Быстринское» проводит предварительную коммерческую
работу по анализу рынка подрядчиков, имеющих опыт выполнения работ по
ремонту оборудования на обогатительных фабриках горнодобывающих
предприятий.
В 2027 году наша компания планирует провести закупочную  процедуру по
выбору подрядчика на в";"ООО ГРК ""Быстринское""";Предварительный отбор;НМЦ не установлена;2026-07-29;2026-08-14;Приём заявок;nornikel;nornikel;19543625;https://www.tektorg.ru/nornikel/procedures/19543625;
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";20058250/1;Belzona 1814 (FN10200);"ООО ГРК ""Быстринское""";Запрос цен;НМЦ не установлена;2026-07-27;2026-08-04;Архив;nornikel;nornikel;19507600;https://www.tektorg.ru/nornikel/procedures/19507600;
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";20055887/1;Бытовая техника;"ООО ГРК ""Быстринское""";Запрос цен;НМЦ не установлена;2026-04-20;2026-04-28;Приём заявок;nornikel;nornikel;18862133;https://www.tektorg.ru/nornikel/procedures/18862133;
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";20054970/1;Инструмент;"ООО ГРК ""Быстринское""";Запрос цен;НМЦ не установлена;2026-03-19;2026-03-27;Приём заявок;nornikel;nornikel;18368296;https://www.tektorg.ru/nornikel/procedures/18368296;
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";20052405/1;Согласно Приложению №1;"ООО ГРК ""Быстринское""";Запрос цен;НМЦ не установлена;2025-12-15;2026-01-14;Приём заявок;nornikel;nornikel;16933216;https://www.tektorg.ru/nornikel/procedures/16933216;
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";20052406/1;Сетка рифленая;"ООО ГРК ""Быстринское""";Запрос цен;НМЦ не установлена;2025-12-15;2025-12-22;Приём заявок;nornikel;nornikel;16934647;https://www.tektorg.ru/nornikel/procedures/16934647;
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";20050310/2;Выполнение работ по ремонту фундаментной плиты и усилению грунтового основания насосной станции наружного оборотного водоснабжения участка хвостового хозяйства на объектах ООО «ГРК «Быстринское»;"ООО ГРК ""Быстринское""";Запрос предложений;НМЦ не установлена;2025-10-21;2025-12-18;Приём заявок;nornikel;nornikel;16540796;https://www.tektorg.ru/nornikel/procedures/16540796;
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";20051866/1;Оказание услуг по разработке дизайна, графического сопровождения и подготовке к печати Годового отчёта об устойчивого развития за 2025 год и тематического отчёта.;"ООО ГРК ""Быстринское""";Запрос предложений;НМЦ не установлена;2025-12-03;2025-12-16;Приём заявок;nornikel;nornikel;16747082;https://www.tektorg.ru/nornikel/procedures/16747082;
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";20049441/1;АХО;"ООО ГРК ""Быстринское""";Запрос цен;НМЦ не установлена;2025-09-23;2025-10-22;Приём заявок;nornikel;nornikel;16242753;https://www.tektorg.ru/nornikel/procedures/16242753;
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";20049487/1;"Программное обеспечение Agisoft Metashape Professional Edition Плавающая коммерческая лицензия.
";"ООО ГРК ""Быстринское""";Запрос цен;НМЦ не установлена;2025-09-25;2025-10-02;Приём заявок;nornikel;nornikel;16311597;https://www.tektorg.ru/nornikel/procedures/16311597;
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";20049493/1;Канат, Сентябрь 2025г.;"ООО ГРК ""Быстринское""";Запрос цен;НМЦ не установлена;2025-09-25;2025-10-02;Приём заявок;nornikel;nornikel;16311595;https://www.tektorg.ru/nornikel/procedures/16311595;
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";20049284/2;Металлопрокат, Сентябрь 2025г.;"ООО ГРК ""Быстринское""";Запрос цен;НМЦ не установлена;2025-09-23;2025-10-02;Приём заявок;nornikel;nornikel;16271235;https://www.tektorg.ru/nornikel/procedures/16271235;
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";20049168/1;Укрывные материалы;"ООО ГРК ""Быстринское""";Запрос цен;НМЦ не установлена;2025-09-16;2025-10-02;Приём заявок;nornikel;nornikel;16099396;https://www.tektorg.ru/nornikel/procedures/16099396;
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";20047086/1;Запасные части БелАЗ;"ООО ГРК ""Быстринское""";Запрос цен;НМЦ не установлена;2025-06-17;2025-06-25;Приём заявок;nornikel;nornikel;14118778;https://www.tektorg.ru/nornikel/procedures/14118778;
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";20044050/1;Жилет спасательный Штурман 120;"ООО ГРК ""Быстринское""";Запрос цен;НМЦ не установлена;2025-02-18;2025-02-18;Приём заявок;nornikel;nornikel;13304261;https://www.tektorg.ru/nornikel/procedures/13304261;
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";20034115/1;Домкрат кабельный;"ООО ГРК ""Быстринское""";Запрос цен;НМЦ не установлена;2024-03-21;2024-03-27;Приём заявок;nornikel;nornikel;10688480;https://www.tektorg.ru/nornikel/procedures/10688480;
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";20032983/1;Постельные принадлежности (ЗК февраль);"ООО ГРК ""Быстринское""";Запрос цен;НМЦ не установлена;2024-02-15;2024-03-11;Приём заявок;nornikel;nornikel;10296837;https://www.tektorg.ru/nornikel/procedures/10296837;
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";20031954/2;Работа по комплексу специализированного обследования опор трубопроводов обогатительной фабрики на объекте: ООО «ГРК «Быстринское».;"ООО ГРК ""Быстринское""";Запрос предложений;НМЦ не установлена;2024-01-13;2024-01-19;Приём заявок;nornikel;nornikel;12441264;https://www.tektorg.ru/nornikel/procedures/12441264;
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";20031548/2;Восст-е насосов millMAX;"ООО ГРК ""Быстринское""";Запрос предложений;НМЦ не установлена;2024-01-13;2024-01-19;Приём заявок;nornikel;nornikel;10535407;https://www.tektorg.ru/nornikel/procedures/10535407;
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";20057973/2;Выполнение работ по проекту «Модернизация системы технического и оборотного водоснабжения», блок 2, шифр проекта: РС-ОиТ;"ООО ГРК ""Быстринское""";Запрос предложений;НМЦ не установлена;2026-07-17;2026-08-03;Архив;nornikel;nornikel;19452042;https://www.tektorg.ru/nornikel/procedures/19452042;
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";20057148/1;Оказание услуг по сервисному обслуживанию автомобилей.;"ООО ГРК ""Быстринское""";Запрос предложений;НМЦ не установлена;2026-06-15;2026-08-03;Архив;nornikel;nornikel;19205242;https://www.tektorg.ru/nornikel/procedures/19205242;
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";20058001/1;Смесь ремонтно-футеровочная Hard Blend;"ООО ГРК ""Быстринское""";Запрос цен;НМЦ не установлена;2026-07-16;2026-07-31;Архив;nornikel;nornikel;19450332;https://www.tektorg.ru/nornikel/procedures/19450332;
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";20057751/1;"выполнение строительно-монтажных работ на объекте в рамках реализации проекта: «Техническое перевооружение автоматизированной системы аналитического контроля пульповых продуктов Обогатительной фабрики»
 (шифр БГОК.КС-АСАК.ППОФ)
";"ООО ГРК ""Быстринское""";Запрос предоставления ценовой информации;НМЦ не установлена;2026-07-06;2026-07-31;Архив;nornikel;nornikel;19401907;https://www.tektorg.ru/nornikel/procedures/19401907;
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";20057743/1;НТС строительства объекта;"ООО ГРК ""Быстринское""";Предварительный отбор;НМЦ не установлена;2026-07-06;2026-07-31;Архив;nornikel;nornikel;19390916;https://www.tektorg.ru/nornikel/procedures/19390916;
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";20058249/1;Затвор дисковый Z011-A DN100;"ООО ГРК ""Быстринское""";Запрос цен;НМЦ не установлена;2026-07-27;2026-07-31;Архив;nornikel;nornikel;19507599;https://www.tektorg.ru/nornikel/procedures/19507599;
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";20057917/2;Мачта освещения Н10 тип1;"ООО ГРК ""Быстринское""";Запрос цен;НМЦ не установлена;2026-07-24;2026-07-31;Архив;nornikel;nornikel;19465770;https://www.tektorg.ru/nornikel/procedures/19465770;
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";20057787/1;Выполнение услуг по сервисному техническому обслуживанию микропроцессорной централизации стрелок и сигналов МПЦ-И;"ООО ГРК ""Быстринское""";Запрос предложений;НМЦ не установлена;2026-07-07;2026-07-31;Архив;nornikel;nornikel;19432268;https://www.tektorg.ru/nornikel/procedures/19432268;
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";20057929/1;Новогодние МТР;"ООО ГРК ""Быстринское""";Запрос цен;НМЦ не установлена;2026-07-14;2026-07-30;Архив;nornikel;nornikel;19443681;https://www.tektorg.ru/nornikel/procedures/19443681;
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";20058139/1;Отчет об устойчивом развитии;"ООО ГРК ""Быстринское""";Запрос предложений;НМЦ не установлена;2026-07-23;2026-07-30;Архив;nornikel;nornikel;19463264;https://www.tektorg.ru/nornikel/procedures/19463264;
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";20058112/1;Фильтры TADANO;"ООО ГРК ""Быстринское""";Запрос цен;НМЦ не установлена;2026-07-23;2026-07-30;Архив;nornikel;nornikel;19462525;https://www.tektorg.ru/nornikel/procedures/19462525;
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";20057428/2;Проведение работ по техническому обслужива-нию источников бесперебойного питания Schneider Electric GALAXY 5500, General Electric UPS  SitePro,  NeuHaus Optima;"ООО ГРК ""Быстринское""";Запрос предложений;НМЦ не установлена;2026-06-25;2026-07-30;Архив;nornikel;nornikel;19307343;https://www.tektorg.ru/nornikel/procedures/19307343;
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";20058083/1;Автозапчасти;"ООО ГРК ""Быстринское""";Запрос цен;НМЦ не установлена;2026-07-22;2026-07-29;Архив;nornikel;nornikel;19459691;https://www.tektorg.ru/nornikel/procedures/19459691;
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";20058076/1;Согласно Приложению №1 к Приглашению;"ООО ГРК ""Быстринское""";Запрос цен;НМЦ не установлена;2026-07-21;2026-07-28;Архив;nornikel;nornikel;19457849;https://www.tektorg.ru/nornikel/procedures/19457849;
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";20057970/1;ПИР по устройству электроснабжения;"ООО ГРК ""Быстринское""";Предварительный отбор;НМЦ не установлена;2026-07-14;2026-07-28;Архив;nornikel;nornikel;19445884;https://www.tektorg.ru/nornikel/procedures/19445884;
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";20057965/1;"Сварочные материалы, июль 2026г.

";"ООО ГРК ""Быстринское""";Запрос цен;НМЦ не установлена;2026-07-14;2026-07-27;Архив;nornikel;nornikel;19445773;https://www.tektorg.ru/nornikel/procedures/19445773;
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";20058019/2;Масло редукторное Cupper;"ООО ГРК ""Быстринское""";Запрос цен;НМЦ не установлена;2026-07-20;2026-07-27;Архив;nornikel;nornikel;19454470;https://www.tektorg.ru/nornikel/procedures/19454470;
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";20057928/1;Метизы, июль 2026г.;"ООО ГРК ""Быстринское""";Запрос цен;НМЦ не установлена;2026-07-14;2026-07-24;Архив;nornikel;nornikel;19443967;https://www.tektorg.ru/nornikel/procedures/19443967;
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";20057923/1;ГЗП, июль 2026г.;"ООО ГРК ""Быстринское""";Запрос цен;НМЦ не установлена;2026-07-13;2026-07-24;Архив;nornikel;nornikel;19443371;https://www.tektorg.ru/nornikel/procedures/19443371;
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";20057831/1;Устройство системы теплого пола;"ООО ГРК ""Быстринское""";Запрос предоставления ценовой информации;НМЦ не установлена;2026-07-09;2026-07-24;Архив;nornikel;nornikel;19435966;https://www.tektorg.ru/nornikel/procedures/19435966;
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";20057936/1;выполнение работ по разработке проекта по корректировке системы водоотведения хозяйственно-бытовых стоков на железнодорожной станции Нарын 1;"ООО ГРК ""Быстринское""";Предварительный отбор;НМЦ не установлена;2026-07-14;2026-07-24;Архив;nornikel;nornikel;19443968;https://www.tektorg.ru/nornikel/procedures/19443968;
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";20057903/1;обследование 4-х приемоотправочных путей;"ООО ГРК ""Быстринское""";Запрос предложений;НМЦ не установлена;2026-07-13;2026-07-24;Архив;nornikel;nornikel;19441559;https://www.tektorg.ru/nornikel/procedures/19441559;
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";20057895/1;Проведение обследования действующих систем МПЦ-И на соответствие рабочей и проектной документации;"ООО ГРК ""Быстринское""";Запрос предложений;НМЦ не установлена;2026-07-12;2026-07-24;Архив;nornikel;nornikel;19440500;https://www.tektorg.ru/nornikel/procedures/19440500;
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";20057964/1;Комплектующие и расходники к электроинструменту;"ООО ГРК ""Быстринское""";Запрос цен;НМЦ не установлена;2026-07-14;2026-07-22;Архив;nornikel;nornikel;19445738;https://www.tektorg.ru/nornikel/procedures/19445738;
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";20057966/1;Конструкции лестничные;"ООО ГРК ""Быстринское""";Запрос цен;НМЦ не установлена;2026-07-14;2026-07-22;Архив;nornikel;nornikel;19445737;https://www.tektorg.ru/nornikel/procedures/19445737;
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";20057595/1;Известь гашеная;"ООО ГРК ""Быстринское""";Запрос цен;НМЦ не установлена;2026-07-05;2026-07-22;Архив;nornikel;nornikel;19359798;https://www.tektorg.ru/nornikel/procedures/19359798;
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";20057984/1;Экспертиза промбезоптехнустройств;"ООО ГРК ""Быстринское""";Предварительный отбор;НМЦ не установлена;2026-07-15;2026-07-22;Архив;nornikel;nornikel;19447046;https://www.tektorg.ru/nornikel/procedures/19447046;
